[#1] Job #10,3690.0,[#1] Job #11,3271.0,[#1] Job #12,2306.0,[#1] Job #13,1949.0,[#1] Job #14,4125.0,[#1] Job #15,3430.0,[#1] Job #16,2613.0,[#1] Job #17,2683.0,[#1] Job #18,3844.0,[#1] Job #19,3369.0,[#1] Job #20,4212.0
[#2] Job #10,3568.0,[#2] Job #11,2279.0,[#2] Job #12,4437.0,[#2] Job #13,2188.0,[#2] Job #14,1882.0,[#2] Job #15,3093.0,[#2] Job #16,3764.0,[#2] Job #17,4368.0,[#2] Job #18,2011.0,[#2] Job #19,2324.0,[#2] Job #20,3951.0
[#3] Job #10,2733.0,[#3] Job #11,3106.0,[#3] Job #12,4154.0,[#3] Job #13,3886.0,[#3] Job #14,3406.0,[#3] Job #15,2607.0,[#3] Job #16,3249.0,[#3] Job #17,3546.0,[#3] Job #18,3936.0,[#3] Job #19,4317.0,[#3] Job #20,4147.0
[#4] Job #10,4066.0,[#4] Job #11,1585.0,[#4] Job #12,3505.0,[#4] Job #13,4197.0,[#4] Job #14,2593.0,[#4] Job #15,2115.0,[#4] Job #16,2291.0,[#4] Job #17,2997.0,[#4] Job #18,3135.0,[#4] Job #19,2761.0,[#4] Job #20,4456.0
[#5] Job #10,2565.0,[#5] Job #11,3117.0,[#5] Job #12,3418.0,[#5] Job #13,3676.0,[#5] Job #14,2560.0,[#5] Job #15,4473.0,[#5] Job #16,2622.0,[#5] Job #17,3731.0,[#5] Job #18,3960.0,[#5] Job #19,3841.0,[#5] Job #20,3978.0
[#7] Job #10,2423.0,[#7] Job #11,2739.0,[#7] Job #12,3338.0,[#7] Job #13,3827.0,[#7] Job #14,3524.0,[#7] Job #15,4377.0,[#7] Job #16,3272.0,[#7] Job #17,2954.0,[#7] Job #18,3424.0,[#7] Job #19,3562.0,[#7] Job #20,3987.0
[#8] Job #10,3789.0,[#8] Job #11,4537.0,[#8] Job #12,2431.0,[#8] Job #13,4092.0,[#8] Job #14,4555.0,[#8] Job #15,3590.0,[#8] Job #16,1758.0,[#8] Job #17,1820.0,[#8] Job #18,1921.0,[#8] Job #19,2781.0,[#8] Job #20,3998.0
[#9] Job #10,3458.0,[#9] Job #11,2828.0,[#9] Job #12,3954.0,[#9] Job #13,3713.0,[#9] Job #14,2827.0,[#9] Job #15,3322.0,[#9] Job #16,4110.0,[#9] Job #17,3924.0,[#9] Job #18,2828.0,[#9] Job #19,4250.0,[#9] Job #20,3320.0
[#10] Job #10,1886.0,[#10] Job #11,2557.0,[#10] Job #12,3102.0,[#10] Job #13,4012.0,[#10] Job #14,2385.0,[#10] Job #15,2737.0,[#10] Job #16,3623.0,[#10] Job #17,3673.0,[#10] Job #18,4585.0,[#10] Job #19,2696.0,[#10] Job #20,4160.0
[#11] Job #10,1862.0,[#11] Job #11,2420.0,[#11] Job #12,4135.0,[#11] Job #13,2769.0,[#11] Job #14,2561.0,[#11] Job #15,3618.0,[#11] Job #16,3726.0,[#11] Job #17,3026.0,[#11] Job #18,3305.0,[#11] Job #19,4202.0,[#11] Job #20,3048.0
[#12] Job #10,2710.0,[#12] Job #11,2758.0,[#12] Job #12,3595.0,[#12] Job #13,2354.0,[#12] Job #14,2163.0,[#12] Job #15,3216.0,[#12] Job #16,3597.0,[#12] Job #17,2879.0,[#12] Job #18,4481.0,[#12] Job #19,4234.0,[#12] Job #20,4599.0
[#13] Job #10,2663.0,[#13] Job #11,4074.0,[#13] Job #12,3907.0,[#13] Job #13,4572.0,[#13] Job #14,2800.0,[#13] Job #15,2377.0,[#13] Job #16,4213.0,[#13] Job #17,4286.0,[#13] Job #18,2081.0,[#13] Job #19,2813.0,[#13] Job #20,3164.0
[#14] Job #10,2258.0,[#14] Job #11,3726.0,[#14] Job #12,4341.0,[#14] Job #13,3160.0,[#14] Job #14,4031.0,[#14] Job #15,1938.0,[#14] Job #16,3251.0,[#14] Job #17,3373.0,[#14] Job #18,2618.0,[#14] Job #19,4509.0,[#14] Job #20,4659.0
[#15] Job #10,3154.0,[#15] Job #11,2195.0,[#15] Job #12,3526.0,[#15] Job #13,3377.0,[#15] Job #14,2053.0,[#15] Job #15,2408.0,[#15] Job #16,4191.0,[#15] Job #17,4093.0,[#15] Job #18,3823.0,[#15] Job #19,2487.0,[#15] Job #20,3773.0
[#16] Job #10,2463.0,[#16] Job #11,2831.0,[#16] Job #12,2956.0,[#16] Job #13,3422.0,[#16] Job #14,2464.0,[#16] Job #15,2751.0,[#16] Job #16,3947.0,[#16] Job #17,3733.0,[#16] Job #18,4420.0,[#16] Job #19,2865.0,[#16] Job #20,4469.0
[#17] Job #10,1822.0,[#17] Job #11,2871.0,[#17] Job #12,3412.0,[#17] Job #13,4039.0,[#17] Job #14,4359.0,[#17] Job #15,2644.0,[#17] Job #16,3838.0,[#17] Job #17,4216.0,[#17] Job #18,2740.0,[#17] Job #19,3918.0,[#17] Job #20,2501.0
[#18] Job #10,3431.0,[#18] Job #11,2566.0,[#18] Job #12,3619.0,[#18] Job #13,4065.0,[#18] Job #14,4349.0,[#18] Job #15,2617.0,[#18] Job #16,2116.0,[#18] Job #17,2181.0,[#18] Job #18,3022.0,[#18] Job #19,2705.0,[#18] Job #20,3869.0
[#19] Job #10,2498.0,[#19] Job #11,2359.0,[#19] Job #12,3483.0,[#19] Job #13,3851.0,[#19] Job #14,2298.0,[#19] Job #15,3879.0,[#19] Job #16,2567.0,[#19] Job #17,4122.0,[#19] Job #18,2708.0,[#19] Job #19,2727.0,[#19] Job #20,2928.0
[#20] Job #10,2171.0,[#20] Job #11,3506.0,[#20] Job #12,3414.0,[#20] Job #13,2963.0,[#20] Job #14,2979.0,[#20] Job #15,3652.0,[#20] Job #16,3818.0,[#20] Job #17,3602.0,[#20] Job #18,2273.0,[#20] Job #19,2320.0,[#20] Job #20,3780.0
[#21] Job #10,2229.0,[#21] Job #11,2973.0,[#21] Job #12,3923.0,[#21] Job #13,2559.0,[#21] Job #14,2743.0,[#21] Job #15,3547.0,[#21] Job #16,2410.0,[#21] Job #17,4343.0,[#21] Job #18,2588.0,[#21] Job #19,4011.0,[#21] Job #20,3212.0
[#22] Job #10,3840.0,[#22] Job #11,1405.0,[#22] Job #12,3609.0,[#22] Job #13,2138.0,[#22] Job #14,2409.0,[#22] Job #15,2338.0,[#22] Job #16,3387.0,[#22] Job #17,2862.0,[#22] Job #18,3022.0,[#22] Job #19,3782.0,[#22] Job #20,4037.0
[#23] Job #10,3432.0,[#23] Job #11,2903.0,[#23] Job #12,2224.0,[#23] Job #13,2569.0,[#23] Job #14,2613.0,[#23] Job #15,4363.0,[#23] Job #16,2892.0,[#23] Job #17,4513.0,[#23] Job #18,3020.0,[#23] Job #19,2909.0,[#23] Job #20,3224.0
[#24] Job #10,2644.0,[#24] Job #11,2251.0,[#24] Job #12,3116.0,[#24] Job #13,3802.0,[#24] Job #14,4080.0,[#24] Job #15,4504.0,[#24] Job #16,2720.0,[#24] Job #17,3660.0,[#24] Job #18,4464.0,[#24] Job #19,2648.0,[#24] Job #20,3515.0
[#25] Job #10,4272.0,[#25] Job #11,2861.0,[#25] Job #12,2630.0,[#25] Job #13,2946.0,[#25] Job #14,3151.0,[#25] Job #15,2970.0,[#25] Job #16,3158.0,[#25] Job #17,4372.0,[#25] Job #18,3712.0,[#25] Job #19,4015.0,[#25] Job #20,3646.0
[#26] Job #10,2116.0,[#26] Job #11,3253.0,[#26] Job #12,2359.0,[#26] Job #13,3293.0,[#26] Job #14,3929.0,[#26] Job #15,3814.0,[#26] Job #16,2709.0,[#26] Job #17,3302.0,[#26] Job #18,3988.0,[#26] Job #19,4422.0,[#26] Job #20,3595.0
[#27] Job #10,3520.0,[#27] Job #11,4140.0,[#27] Job #12,2710.0,[#27] Job #13,2784.0,[#27] Job #14,2157.0,[#27] Job #15,3674.0,[#27] Job #16,4327.0,[#27] Job #17,3716.0,[#27] Job #18,4113.0,[#27] Job #19,3803.0,[#27] Job #20,4241.0
[#28] Job #10,3279.0,[#28] Job #11,2389.0,[#28] Job #12,3537.0,[#28] Job #13,3963.0,[#28] Job #14,1930.0,[#28] Job #15,3238.0,[#28] Job #16,2587.0,[#28] Job #17,2826.0,[#28] Job #18,3736.0,[#28] Job #19,2635.0,[#28] Job #20,4206.0
