[#1] SimTime,19838.0
[#2] SimTime,18866.0
[#3] SimTime,18984.0
[#4] SimTime,18777.0
[#5] SimTime,19976.0
[#6] SimTime,19302.0
[#7] SimTime,19033.0
[#8] SimTime,18650.0
[#9] SimTime,19948.0
[#10] SimTime,17631.0
[#11] SimTime,18236.0
[#12] SimTime,19500.0
[#13] SimTime,19460.0
[#14] SimTime,19723.0
[#15] SimTime,19463.0
[#16] SimTime,19629.0
[#17] SimTime,19796.0
[#18] SimTime,17613.0
[#19] SimTime,18859.0
[#20] SimTime,19299.0
[#21] SimTime,19130.0
[#22] SimTime,20195.0
[#23] SimTime,19082.0
[#24] SimTime,19838.0
[#25] SimTime,18513.0
[#26] SimTime,19935.0
[#27] SimTime,19829.0
[#28] SimTime,19225.0
[#29] SimTime,19155.0
[#30] SimTime,19725.0
