[#1] avgLeadTime,65595.27272727272
[#2] avgLeadTime,70594.81818181818
[#3] avgLeadTime,70690.09090909091
[#4] avgLeadTime,68967.18181818182
[#5] avgLeadTime,67924.45454545454
[#6] avgLeadTime,66491.36363636363
[#7] avgLeadTime,67490.09090909091
[#8] avgLeadTime,68766.81818181818
[#9] avgLeadTime,69643.72727272728
[#10] avgLeadTime,68700.0
[#11] avgLeadTime,70089.0
[#12] avgLeadTime,66438.90909090909
[#13] avgLeadTime,70571.36363636363
[#14] avgLeadTime,65695.18181818182
[#15] avgLeadTime,66646.36363636363
[#16] avgLeadTime,71365.0
[#17] avgLeadTime,68322.54545454546
[#18] avgLeadTime,70752.54545454546
[#19] avgLeadTime,62670.454545454544
[#20] avgLeadTime,67566.72727272728
[#21] avgLeadTime,69364.36363636363
[#22] avgLeadTime,67362.81818181818
[#23] avgLeadTime,64444.181818181816
[#24] avgLeadTime,70245.27272727272
[#25] avgLeadTime,68276.63636363637
[#26] avgLeadTime,68464.09090909091
[#27] avgLeadTime,71300.54545454546
[#28] avgLeadTime,68829.63636363637
[#29] avgLeadTime,65587.09090909091
[#30] avgLeadTime,68862.81818181818
