[#1] avgLeadTime,4254.272727272727
[#2] avgLeadTime,5084.545454545455
[#3] avgLeadTime,3886.6363636363635
[#4] avgLeadTime,5020.727272727273
[#5] avgLeadTime,4133.909090909091
[#6] avgLeadTime,4267.818181818182
[#7] avgLeadTime,4456.363636363636
[#8] avgLeadTime,4285.272727272727
[#9] avgLeadTime,4445.545454545455
[#10] avgLeadTime,3992.181818181818
[#11] avgLeadTime,4536.545454545455
[#12] avgLeadTime,3875.3636363636365
[#13] avgLeadTime,4172.181818181818
[#14] avgLeadTime,5074.727272727273
[#15] avgLeadTime,5131.363636363636
[#16] avgLeadTime,4405.818181818182
[#17] avgLeadTime,4335.545454545455
[#18] avgLeadTime,4913.0
[#19] avgLeadTime,4359.727272727273
[#20] avgLeadTime,4642.727272727273
[#21] avgLeadTime,4396.545454545455
[#22] avgLeadTime,4354.272727272727
[#23] avgLeadTime,4318.727272727273
[#24] avgLeadTime,4241.727272727273
[#25] avgLeadTime,4709.818181818182
[#26] avgLeadTime,4266.181818181818
[#27] avgLeadTime,4379.181818181818
[#28] avgLeadTime,4587.363636363636
[#29] avgLeadTime,4510.272727272727
[#30] avgLeadTime,3950.909090909091
