[#1] #VEHICLE0000000000001,2468.0,[#1] #VEHICLE0000000000002,2302.0,[#1] #VEHICLE0000000000003,3043.0,[#1] #VEHICLE0000000000004,719.0,[#1] #VEHICLE0000000000005,1439.0,[#1] #VEHICLE0000000000006,2570.0,[#1] #VEHICLE0000000000007,2627.0,[#1] #VEHICLE0000000000008,2399.0,[#1] #VEHICLE0000000000009,2715.0,[#1] #VEHICLE0000000000010,2190.0,[#1] #VEHICLE0000000000011,1938.0,[#1] #VEHICLE0000000000012,2433.0,[#1] #VEHICLE0000000000013,3280.0,[#1] #VEHICLE0000000000014,2317.0,[#1] #VEHICLE0000000000015,2991.0,[#1] #VEHICLE0000000000016,2414.0,[#1] #VEHICLE0000000000017,2777.0,[#1] #VEHICLE0000000000018,2450.0,[#1] #VEHICLE0000000000019,1924.0,[#1] #VEHICLE0000000000020,1992.0,[#1] #VEHICLE0000000000021,2004.0
[#2] #VEHICLE0000000000001,2475.0,[#2] #VEHICLE0000000000002,3061.0,[#2] #VEHICLE0000000000003,2627.0,[#2] #VEHICLE0000000000004,3094.0,[#2] #VEHICLE0000000000005,2738.0,[#2] #VEHICLE0000000000006,2260.0,[#2] #VEHICLE0000000000007,2458.0,[#2] #VEHICLE0000000000008,3521.0,[#2] #VEHICLE0000000000009,3329.0,[#2] #VEHICLE0000000000010,2405.0,[#2] #VEHICLE0000000000011,2329.0,[#2] #VEHICLE0000000000012,2607.0,[#2] #VEHICLE0000000000013,2822.0,[#2] #VEHICLE0000000000014,2521.0,[#2] #VEHICLE0000000000015,3294.0,[#2] #VEHICLE0000000000016,2017.0,[#2] #VEHICLE0000000000017,3072.0,[#2] #VEHICLE0000000000018,2913.0,[#2] #VEHICLE0000000000019,2299.0,[#2] #VEHICLE0000000000020,2098.0,[#2] #VEHICLE0000000000021,2480.0
[#3] #VEHICLE0000000000001,3880.0,[#3] #VEHICLE0000000000002,2195.0,[#3] #VEHICLE0000000000003,3151.0,[#3] #VEHICLE0000000000004,2375.0,[#3] #VEHICLE0000000000005,2678.0,[#3] #VEHICLE0000000000006,3204.0,[#3] #VEHICLE0000000000007,2555.0,[#3] #VEHICLE0000000000008,3057.0,[#3] #VEHICLE0000000000009,3322.0,[#3] #VEHICLE0000000000010,2473.0,[#3] #VEHICLE0000000000011,2940.0,[#3] #VEHICLE0000000000012,3253.0,[#3] #VEHICLE0000000000013,3548.0,[#3] #VEHICLE0000000000014,1103.0,[#3] #VEHICLE0000000000015,3581.0,[#3] #VEHICLE0000000000016,2161.0,[#3] #VEHICLE0000000000017,3141.0,[#3] #VEHICLE0000000000018,2598.0,[#3] #VEHICLE0000000000019,2246.0,[#3] #VEHICLE0000000000020,2484.0,[#3] #VEHICLE0000000000021,1545.0
[#4] #VEHICLE0000000000001,2960.0,[#4] #VEHICLE0000000000002,2032.0,[#4] #VEHICLE0000000000003,2633.0,[#4] #VEHICLE0000000000004,2451.0,[#4] #VEHICLE0000000000005,3049.0,[#4] #VEHICLE0000000000006,2664.0,[#4] #VEHICLE0000000000007,2997.0,[#4] #VEHICLE0000000000008,2523.0,[#4] #VEHICLE0000000000009,2898.0,[#4] #VEHICLE0000000000010,2184.0,[#4] #VEHICLE0000000000011,3066.0,[#4] #VEHICLE0000000000012,2223.0,[#4] #VEHICLE0000000000013,2803.0,[#4] #VEHICLE0000000000014,2310.0,[#4] #VEHICLE0000000000015,2400.0,[#4] #VEHICLE0000000000016,2409.0,[#4] #VEHICLE0000000000017,2165.0,[#4] #VEHICLE0000000000018,2675.0,[#4] #VEHICLE0000000000019,1930.0,[#4] #VEHICLE0000000000020,2736.0,[#4] #VEHICLE0000000000021,2396.0
[#5] #VEHICLE0000000000001,2701.0,[#5] #VEHICLE0000000000002,2602.0,[#5] #VEHICLE0000000000003,4159.0,[#5] #VEHICLE0000000000004,2907.0,[#5] #VEHICLE0000000000005,2946.0,[#5] #VEHICLE0000000000006,2125.0,[#5] #VEHICLE0000000000007,3434.0,[#5] #VEHICLE0000000000008,2497.0,[#5] #VEHICLE0000000000009,2687.0,[#5] #VEHICLE0000000000010,2859.0,[#5] #VEHICLE0000000000011,1862.0,[#5] #VEHICLE0000000000012,2212.0,[#5] #VEHICLE0000000000013,2621.0,[#5] #VEHICLE0000000000014,2403.0,[#5] #VEHICLE0000000000015,2109.0,[#5] #VEHICLE0000000000016,2415.0,[#5] #VEHICLE0000000000017,2712.0,[#5] #VEHICLE0000000000018,2796.0,[#5] #VEHICLE0000000000019,1372.0,[#5] #VEHICLE0000000000020,2308.0,[#5] #VEHICLE0000000000021,2100.0
[#6] #VEHICLE0000000000001,2848.0,[#6] #VEHICLE0000000000002,3164.0,[#6] #VEHICLE0000000000003,3014.0,[#6] #VEHICLE0000000000004,2642.0,[#6] #VEHICLE0000000000005,2810.0,[#6] #VEHICLE0000000000006,2198.0,[#6] #VEHICLE0000000000007,2174.0,[#6] #VEHICLE0000000000008,2622.0,[#6] #VEHICLE0000000000009,3090.0,[#6] #VEHICLE0000000000010,2566.0,[#6] #VEHICLE0000000000011,2187.0,[#6] #VEHICLE0000000000012,2796.0,[#6] #VEHICLE0000000000013,2292.0,[#6] #VEHICLE0000000000014,1718.0,[#6] #VEHICLE0000000000015,2685.0,[#6] #VEHICLE0000000000016,2484.0,[#6] #VEHICLE0000000000017,2336.0,[#6] #VEHICLE0000000000018,2326.0,[#6] #VEHICLE0000000000019,1436.0,[#6] #VEHICLE0000000000020,2104.0,[#6] #VEHICLE0000000000021,1002.0
[#7] #VEHICLE0000000000001,2574.0,[#7] #VEHICLE0000000000002,2874.0,[#7] #VEHICLE0000000000003,2797.0,[#7] #VEHICLE0000000000004,2313.0,[#7] #VEHICLE0000000000005,2730.0,[#7] #VEHICLE0000000000006,2609.0,[#7] #VEHICLE0000000000007,2176.0,[#7] #VEHICLE0000000000008,2448.0,[#7] #VEHICLE0000000000009,2484.0,[#7] #VEHICLE0000000000010,2636.0,[#7] #VEHICLE0000000000011,1697.0,[#7] #VEHICLE0000000000012,2591.0,[#7] #VEHICLE0000000000013,2396.0,[#7] #VEHICLE0000000000014,1871.0,[#7] #VEHICLE0000000000015,2324.0,[#7] #VEHICLE0000000000016,2190.0,[#7] #VEHICLE0000000000017,1508.0,[#7] #VEHICLE0000000000018,2056.0,[#7] #VEHICLE0000000000019,2322.0,[#7] #VEHICLE0000000000020,2024.0,[#7] #VEHICLE0000000000021,1948.0
[#8] #VEHICLE0000000000001,2544.0,[#8] #VEHICLE0000000000002,2632.0,[#8] #VEHICLE0000000000003,2311.0,[#8] #VEHICLE0000000000004,2143.0,[#8] #VEHICLE0000000000005,2340.0,[#8] #VEHICLE0000000000006,2486.0,[#8] #VEHICLE0000000000007,2039.0,[#8] #VEHICLE0000000000008,2603.0,[#8] #VEHICLE0000000000009,2451.0,[#8] #VEHICLE0000000000010,2814.0,[#8] #VEHICLE0000000000011,2616.0,[#8] #VEHICLE0000000000012,2453.0,[#8] #VEHICLE0000000000013,2517.0,[#8] #VEHICLE0000000000014,1669.0,[#8] #VEHICLE0000000000015,2619.0,[#8] #VEHICLE0000000000016,2912.0,[#8] #VEHICLE0000000000017,2450.0,[#8] #VEHICLE0000000000018,2432.0,[#8] #VEHICLE0000000000019,1676.0,[#8] #VEHICLE0000000000020,1577.0,[#8] #VEHICLE0000000000021,1930.0
[#9] #VEHICLE0000000000001,2597.0,[#9] #VEHICLE0000000000002,2549.0,[#9] #VEHICLE0000000000003,2403.0,[#9] #VEHICLE0000000000004,3247.0,[#9] #VEHICLE0000000000005,2811.0,[#9] #VEHICLE0000000000006,2564.0,[#9] #VEHICLE0000000000007,2952.0,[#9] #VEHICLE0000000000008,2383.0,[#9] #VEHICLE0000000000009,2409.0,[#9] #VEHICLE0000000000010,2476.0,[#9] #VEHICLE0000000000011,2576.0,[#9] #VEHICLE0000000000012,2668.0,[#9] #VEHICLE0000000000013,2896.0,[#9] #VEHICLE0000000000014,2103.0,[#9] #VEHICLE0000000000015,1920.0,[#9] #VEHICLE0000000000016,1688.0,[#9] #VEHICLE0000000000017,2758.0,[#9] #VEHICLE0000000000018,2098.0,[#9] #VEHICLE0000000000019,1517.0,[#9] #VEHICLE0000000000020,1613.0,[#9] #VEHICLE0000000000021,2062.0
[#10] #VEHICLE0000000000001,2808.0,[#10] #VEHICLE0000000000002,3689.0,[#10] #VEHICLE0000000000003,4461.0,[#10] #VEHICLE0000000000004,4031.0,[#10] #VEHICLE0000000000005,3560.0,[#10] #VEHICLE0000000000006,1298.0,[#10] #VEHICLE0000000000007,2869.0,[#10] #VEHICLE0000000000008,3309.0,[#10] #VEHICLE0000000000009,3050.0,[#10] #VEHICLE0000000000010,2852.0,[#10] #VEHICLE0000000000011,2759.0,[#10] #VEHICLE0000000000012,3310.0,[#10] #VEHICLE0000000000013,2676.0,[#10] #VEHICLE0000000000014,2413.0,[#10] #VEHICLE0000000000015,2146.0,[#10] #VEHICLE0000000000016,2206.0,[#10] #VEHICLE0000000000017,3026.0,[#10] #VEHICLE0000000000018,836.0,[#10] #VEHICLE0000000000019,1806.0,[#10] #VEHICLE0000000000020,1624.0,[#10] #VEHICLE0000000000021,2399.0
