[#1] #VEHICLE0000000000001,2743.0,[#1] #VEHICLE0000000000002,3592.0,[#1] #VEHICLE0000000000003,517.0,[#1] #VEHICLE0000000000004,2385.0,[#1] #VEHICLE0000000000005,2385.0,[#1] #VEHICLE0000000000006,2973.0,[#1] #VEHICLE0000000000007,2979.0,[#1] #VEHICLE0000000000008,2844.0,[#1] #VEHICLE0000000000009,2834.0,[#1] #VEHICLE0000000000010,3091.0,[#1] #VEHICLE0000000000011,2290.0,[#1] #VEHICLE0000000000012,2960.0,[#1] #VEHICLE0000000000013,2276.0,[#1] #VEHICLE0000000000014,2147.0,[#1] #VEHICLE0000000000015,3022.0,[#1] #VEHICLE0000000000016,2292.0,[#1] #VEHICLE0000000000017,2646.0,[#1] #VEHICLE0000000000018,3014.0,[#1] #VEHICLE0000000000019,1439.0,[#1] #VEHICLE0000000000020,2654.0,[#1] #VEHICLE0000000000021,1407.0,[#1] #VEHICLE0000000000022,2366.0
[#2] #VEHICLE0000000000001,2567.0,[#2] #VEHICLE0000000000002,2198.0,[#2] #VEHICLE0000000000003,2917.0,[#2] #VEHICLE0000000000004,2487.0,[#2] #VEHICLE0000000000005,2336.0,[#2] #VEHICLE0000000000006,2302.0,[#2] #VEHICLE0000000000007,2964.0,[#2] #VEHICLE0000000000008,2399.0,[#2] #VEHICLE0000000000009,2899.0,[#2] #VEHICLE0000000000010,2670.0,[#2] #VEHICLE0000000000011,2643.0,[#2] #VEHICLE0000000000012,2129.0,[#2] #VEHICLE0000000000013,3070.0,[#2] #VEHICLE0000000000014,1889.0,[#2] #VEHICLE0000000000015,2645.0,[#2] #VEHICLE0000000000016,2376.0,[#2] #VEHICLE0000000000017,2626.0,[#2] #VEHICLE0000000000018,1380.0,[#2] #VEHICLE0000000000019,1525.0,[#2] #VEHICLE0000000000020,266.0,[#2] #VEHICLE0000000000021,1401.0,[#2] #VEHICLE0000000000022,1992.0
[#3] #VEHICLE0000000000001,2548.0,[#3] #VEHICLE0000000000002,3028.0,[#3] #VEHICLE0000000000003,2703.0,[#3] #VEHICLE0000000000004,2774.0,[#3] #VEHICLE0000000000005,3063.0,[#3] #VEHICLE0000000000006,2926.0,[#3] #VEHICLE0000000000007,2238.0,[#3] #VEHICLE0000000000008,3175.0,[#3] #VEHICLE0000000000009,2881.0,[#3] #VEHICLE0000000000010,1218.0,[#3] #VEHICLE0000000000011,2776.0,[#3] #VEHICLE0000000000012,2416.0,[#3] #VEHICLE0000000000013,2288.0,[#3] #VEHICLE0000000000014,2015.0,[#3] #VEHICLE0000000000015,2757.0,[#3] #VEHICLE0000000000016,2598.0,[#3] #VEHICLE0000000000017,2279.0,[#3] #VEHICLE0000000000018,2858.0,[#3] #VEHICLE0000000000019,1430.0,[#3] #VEHICLE0000000000020,2416.0,[#3] #VEHICLE0000000000021,1510.0,[#3] #VEHICLE0000000000022,2284.0
[#4] #VEHICLE0000000000001,2163.0,[#4] #VEHICLE0000000000002,2854.0,[#4] #VEHICLE0000000000003,2921.0,[#4] #VEHICLE0000000000004,1917.0,[#4] #VEHICLE0000000000005,2589.0,[#4] #VEHICLE0000000000006,2368.0,[#4] #VEHICLE0000000000007,1712.0,[#4] #VEHICLE0000000000008,1926.0,[#4] #VEHICLE0000000000009,2198.0,[#4] #VEHICLE0000000000010,2936.0,[#4] #VEHICLE0000000000011,2290.0,[#4] #VEHICLE0000000000012,2197.0,[#4] #VEHICLE0000000000013,2791.0,[#4] #VEHICLE0000000000014,2454.0,[#4] #VEHICLE0000000000015,3099.0,[#4] #VEHICLE0000000000016,2115.0,[#4] #VEHICLE0000000000017,2690.0,[#4] #VEHICLE0000000000018,2386.0,[#4] #VEHICLE0000000000019,1242.0,[#4] #VEHICLE0000000000020,1572.0,[#4] #VEHICLE0000000000021,1968.0,[#4] #VEHICLE0000000000022,1658.0
[#5] #VEHICLE0000000000001,2782.0,[#5] #VEHICLE0000000000002,2879.0,[#5] #VEHICLE0000000000003,2891.0,[#5] #VEHICLE0000000000004,2669.0,[#5] #VEHICLE0000000000005,2066.0,[#5] #VEHICLE0000000000006,2606.0,[#5] #VEHICLE0000000000007,3196.0,[#5] #VEHICLE0000000000008,2509.0,[#5] #VEHICLE0000000000009,2637.0,[#5] #VEHICLE0000000000010,2001.0,[#5] #VEHICLE0000000000011,2480.0,[#5] #VEHICLE0000000000012,614.0,[#5] #VEHICLE0000000000013,3602.0,[#5] #VEHICLE0000000000014,2219.0,[#5] #VEHICLE0000000000015,2809.0,[#5] #VEHICLE0000000000016,2379.0,[#5] #VEHICLE0000000000017,2629.0,[#5] #VEHICLE0000000000018,2516.0,[#5] #VEHICLE0000000000019,1076.0,[#5] #VEHICLE0000000000020,1585.0,[#5] #VEHICLE0000000000021,2066.0,[#5] #VEHICLE0000000000022,2076.0
[#6] #VEHICLE0000000000001,2673.0,[#6] #VEHICLE0000000000002,2257.0,[#6] #VEHICLE0000000000003,2791.0,[#6] #VEHICLE0000000000004,3769.0,[#6] #VEHICLE0000000000005,2528.0,[#6] #VEHICLE0000000000006,3065.0,[#6] #VEHICLE0000000000007,2613.0,[#6] #VEHICLE0000000000008,2994.0,[#6] #VEHICLE0000000000009,4103.0,[#6] #VEHICLE0000000000010,2952.0,[#6] #VEHICLE0000000000011,2486.0,[#6] #VEHICLE0000000000012,614.0,[#6] #VEHICLE0000000000013,2855.0,[#6] #VEHICLE0000000000014,2780.0,[#6] #VEHICLE0000000000015,2843.0,[#6] #VEHICLE0000000000016,1364.0,[#6] #VEHICLE0000000000017,2316.0,[#6] #VEHICLE0000000000018,2454.0,[#6] #VEHICLE0000000000019,1362.0,[#6] #VEHICLE0000000000020,2458.0,[#6] #VEHICLE0000000000021,2537.0,[#6] #VEHICLE0000000000022,1990.0
[#7] #VEHICLE0000000000001,3388.0,[#7] #VEHICLE0000000000002,2613.0,[#7] #VEHICLE0000000000003,3223.0,[#7] #VEHICLE0000000000004,1623.0,[#7] #VEHICLE0000000000005,2385.0,[#7] #VEHICLE0000000000006,2732.0,[#7] #VEHICLE0000000000007,2584.0,[#7] #VEHICLE0000000000008,3031.0,[#7] #VEHICLE0000000000009,2343.0,[#7] #VEHICLE0000000000010,3836.0,[#7] #VEHICLE0000000000011,2624.0,[#7] #VEHICLE0000000000012,2726.0,[#7] #VEHICLE0000000000013,2292.0,[#7] #VEHICLE0000000000014,951.0,[#7] #VEHICLE0000000000015,2907.0,[#7] #VEHICLE0000000000016,2937.0,[#7] #VEHICLE0000000000017,2805.0,[#7] #VEHICLE0000000000018,2263.0,[#7] #VEHICLE0000000000019,1284.0,[#7] #VEHICLE0000000000020,1697.0,[#7] #VEHICLE0000000000021,2128.0,[#7] #VEHICLE0000000000022,2354.0
[#8] #VEHICLE0000000000001,1818.0,[#8] #VEHICLE0000000000002,2350.0,[#8] #VEHICLE0000000000003,2712.0,[#8] #VEHICLE0000000000004,2524.0,[#8] #VEHICLE0000000000005,2912.0,[#8] #VEHICLE0000000000006,2154.0,[#8] #VEHICLE0000000000007,2607.0,[#8] #VEHICLE0000000000008,3009.0,[#8] #VEHICLE0000000000009,2088.0,[#8] #VEHICLE0000000000010,2358.0,[#8] #VEHICLE0000000000011,2098.0,[#8] #VEHICLE0000000000012,2950.0,[#8] #VEHICLE0000000000013,2845.0,[#8] #VEHICLE0000000000014,2448.0,[#8] #VEHICLE0000000000015,2229.0,[#8] #VEHICLE0000000000016,2028.0,[#8] #VEHICLE0000000000017,1846.0,[#8] #VEHICLE0000000000018,2394.0,[#8] #VEHICLE0000000000019,1894.0,[#8] #VEHICLE0000000000020,1500.0,[#8] #VEHICLE0000000000021,1558.0,[#8] #VEHICLE0000000000022,1938.0
[#9] #VEHICLE0000000000001,2293.0,[#9] #VEHICLE0000000000002,2764.0,[#9] #VEHICLE0000000000003,2579.0,[#9] #VEHICLE0000000000004,2258.0,[#9] #VEHICLE0000000000005,2960.0,[#9] #VEHICLE0000000000006,2622.0,[#9] #VEHICLE0000000000007,2986.0,[#9] #VEHICLE0000000000008,2227.0,[#9] #VEHICLE0000000000009,2444.0,[#9] #VEHICLE0000000000010,2631.0,[#9] #VEHICLE0000000000011,2456.0,[#9] #VEHICLE0000000000012,2175.0,[#9] #VEHICLE0000000000013,2792.0,[#9] #VEHICLE0000000000014,2057.0,[#9] #VEHICLE0000000000015,2448.0,[#9] #VEHICLE0000000000016,2286.0,[#9] #VEHICLE0000000000017,2198.0,[#9] #VEHICLE0000000000018,2738.0,[#9] #VEHICLE0000000000019,1612.0,[#9] #VEHICLE0000000000020,1599.0,[#9] #VEHICLE0000000000021,2500.0,[#9] #VEHICLE0000000000022,2379.0
[#10] #VEHICLE0000000000001,2625.0,[#10] #VEHICLE0000000000002,2579.0,[#10] #VEHICLE0000000000003,2221.0,[#10] #VEHICLE0000000000004,4144.0,[#10] #VEHICLE0000000000005,3050.0,[#10] #VEHICLE0000000000006,2426.0,[#10] #VEHICLE0000000000007,3450.0,[#10] #VEHICLE0000000000008,2864.0,[#10] #VEHICLE0000000000009,3236.0,[#10] #VEHICLE0000000000010,2486.0,[#10] #VEHICLE0000000000011,2286.0,[#10] #VEHICLE0000000000012,2433.0,[#10] #VEHICLE0000000000013,2706.0,[#10] #VEHICLE0000000000014,2491.0,[#10] #VEHICLE0000000000015,2593.0,[#10] #VEHICLE0000000000016,2364.0,[#10] #VEHICLE0000000000017,3050.0,[#10] #VEHICLE0000000000018,3043.0,[#10] #VEHICLE0000000000019,496.0,[#10] #VEHICLE0000000000020,1689.0,[#10] #VEHICLE0000000000021,1587.0,[#10] #VEHICLE0000000000022,1853.0
