[#15] #VEHICLE0000000000001,10329.0,[#15] #VEHICLE0000000000002,10334.0,[#15] #VEHICLE0000000000003,10137.0,[#15] #VEHICLE0000000000004,10358.0,[#15] #VEHICLE0000000000005,10117.0,[#15] #VEHICLE0000000000006,10303.0,[#15] #VEHICLE0000000000007,10308.0,[#15] #VEHICLE0000000000008,10268.0
[#16] #VEHICLE0000000000001,9675.0,[#16] #VEHICLE0000000000002,9372.0,[#16] #VEHICLE0000000000003,9961.0,[#16] #VEHICLE0000000000004,10174.0,[#16] #VEHICLE0000000000005,9991.0,[#16] #VEHICLE0000000000006,10153.0,[#16] #VEHICLE0000000000007,10158.0,[#16] #VEHICLE0000000000008,10157.0
[#17] #VEHICLE0000000000001,9761.0,[#17] #VEHICLE0000000000002,9704.0,[#17] #VEHICLE0000000000003,9152.0,[#17] #VEHICLE0000000000004,10013.0,[#17] #VEHICLE0000000000005,10025.0,[#17] #VEHICLE0000000000006,9935.0,[#17] #VEHICLE0000000000007,9772.0,[#17] #VEHICLE0000000000008,9898.0
[#18] #VEHICLE0000000000001,9908.0,[#18] #VEHICLE0000000000002,9496.0,[#18] #VEHICLE0000000000003,9736.0,[#18] #VEHICLE0000000000004,9331.0,[#18] #VEHICLE0000000000005,9999.0,[#18] #VEHICLE0000000000006,9833.0,[#18] #VEHICLE0000000000007,9515.0,[#18] #VEHICLE0000000000008,9390.0
[#19] #VEHICLE0000000000001,10082.0,[#19] #VEHICLE0000000000002,9391.0,[#19] #VEHICLE0000000000003,9311.0,[#19] #VEHICLE0000000000004,8946.0,[#19] #VEHICLE0000000000005,9385.0,[#19] #VEHICLE0000000000006,9758.0,[#19] #VEHICLE0000000000007,9641.0,[#19] #VEHICLE0000000000008,10359.0
[#20] #VEHICLE0000000000001,9103.0,[#20] #VEHICLE0000000000002,8699.0,[#20] #VEHICLE0000000000003,8894.0,[#20] #VEHICLE0000000000004,9053.0,[#20] #VEHICLE0000000000005,8778.0,[#20] #VEHICLE0000000000006,8915.0,[#20] #VEHICLE0000000000007,8958.0,[#20] #VEHICLE0000000000008,8573.0
[#21] #VEHICLE0000000000001,10346.0,[#21] #VEHICLE0000000000002,10196.0,[#21] #VEHICLE0000000000003,9754.0,[#21] #VEHICLE0000000000004,10169.0,[#21] #VEHICLE0000000000005,10369.0,[#21] #VEHICLE0000000000006,9680.0,[#21] #VEHICLE0000000000007,10403.0,[#21] #VEHICLE0000000000008,10043.0
[#22] #VEHICLE0000000000001,9105.0,[#22] #VEHICLE0000000000002,9174.0,[#22] #VEHICLE0000000000003,9147.0,[#22] #VEHICLE0000000000004,9192.0,[#22] #VEHICLE0000000000005,8986.0,[#22] #VEHICLE0000000000006,9210.0,[#22] #VEHICLE0000000000007,9211.0,[#22] #VEHICLE0000000000008,8743.0
[#23] #VEHICLE0000000000001,9239.0,[#23] #VEHICLE0000000000002,9721.0,[#23] #VEHICLE0000000000003,8837.0,[#23] #VEHICLE0000000000004,9608.0,[#23] #VEHICLE0000000000005,9266.0,[#23] #VEHICLE0000000000006,9841.0,[#23] #VEHICLE0000000000007,9128.0,[#23] #VEHICLE0000000000008,9843.0
[#24] #VEHICLE0000000000001,9095.0,[#24] #VEHICLE0000000000002,9434.0,[#24] #VEHICLE0000000000003,9343.0,[#24] #VEHICLE0000000000004,9234.0,[#24] #VEHICLE0000000000005,9458.0,[#24] #VEHICLE0000000000006,9577.0,[#24] #VEHICLE0000000000007,9004.0,[#24] #VEHICLE0000000000008,9416.0
[#25] #VEHICLE0000000000001,8727.0,[#25] #VEHICLE0000000000002,9052.0,[#25] #VEHICLE0000000000003,9025.0,[#25] #VEHICLE0000000000004,8937.0,[#25] #VEHICLE0000000000005,8472.0,[#25] #VEHICLE0000000000006,8930.0,[#25] #VEHICLE0000000000007,8924.0,[#25] #VEHICLE0000000000008,8752.0
[#26] #VEHICLE0000000000001,9896.0,[#26] #VEHICLE0000000000002,9730.0,[#26] #VEHICLE0000000000003,9761.0,[#26] #VEHICLE0000000000004,9547.0,[#26] #VEHICLE0000000000005,9418.0,[#26] #VEHICLE0000000000006,9948.0,[#26] #VEHICLE0000000000007,10062.0,[#26] #VEHICLE0000000000008,10092.0
[#27] #VEHICLE0000000000001,9612.0,[#27] #VEHICLE0000000000002,9215.0,[#27] #VEHICLE0000000000003,9620.0,[#27] #VEHICLE0000000000004,9387.0,[#27] #VEHICLE0000000000005,9634.0,[#27] #VEHICLE0000000000006,9596.0,[#27] #VEHICLE0000000000007,9554.0,[#27] #VEHICLE0000000000008,9495.0
[#28] #VEHICLE0000000000001,9819.0,[#28] #VEHICLE0000000000002,9472.0,[#28] #VEHICLE0000000000003,9672.0,[#28] #VEHICLE0000000000004,9808.0,[#28] #VEHICLE0000000000005,9829.0,[#28] #VEHICLE0000000000006,9552.0,[#28] #VEHICLE0000000000007,9785.0,[#28] #VEHICLE0000000000008,9569.0
[#29] #VEHICLE0000000000001,9011.0,[#29] #VEHICLE0000000000002,9271.0,[#29] #VEHICLE0000000000003,8965.0,[#29] #VEHICLE0000000000004,8789.0,[#29] #VEHICLE0000000000005,9302.0,[#29] #VEHICLE0000000000006,8720.0,[#29] #VEHICLE0000000000007,8602.0,[#29] #VEHICLE0000000000008,8816.0
[#30] #VEHICLE0000000000001,9805.0,[#30] #VEHICLE0000000000002,10070.0,[#30] #VEHICLE0000000000003,10252.0,[#30] #VEHICLE0000000000004,10466.0,[#30] #VEHICLE0000000000005,10396.0,[#30] #VEHICLE0000000000006,9866.0,[#30] #VEHICLE0000000000007,10202.0,[#30] #VEHICLE0000000000008,10386.0
