[#1] #VEHICLE0000000000001,12733.0,[#1] #VEHICLE0000000000002,13140.0,[#1] #VEHICLE0000000000003,13225.0,[#1] #VEHICLE0000000000004,12649.0,[#1] #VEHICLE0000000000005,13171.0,[#1] #VEHICLE0000000000006,13014.0
[#2] #VEHICLE0000000000001,13500.0,[#2] #VEHICLE0000000000002,13476.0,[#2] #VEHICLE0000000000003,12969.0,[#2] #VEHICLE0000000000004,13236.0,[#2] #VEHICLE0000000000005,13128.0,[#2] #VEHICLE0000000000006,12952.0
[#3] #VEHICLE0000000000001,12402.0,[#3] #VEHICLE0000000000002,12415.0,[#3] #VEHICLE0000000000003,12415.0,[#3] #VEHICLE0000000000004,12394.0,[#3] #VEHICLE0000000000005,12424.0,[#3] #VEHICLE0000000000006,12318.0
[#4] #VEHICLE0000000000001,12075.0,[#4] #VEHICLE0000000000002,12416.0,[#4] #VEHICLE0000000000003,12605.0,[#4] #VEHICLE0000000000004,12582.0,[#4] #VEHICLE0000000000005,12581.0,[#4] #VEHICLE0000000000006,12607.0
[#5] #VEHICLE0000000000001,12734.0,[#5] #VEHICLE0000000000002,13149.0,[#5] #VEHICLE0000000000003,12727.0,[#5] #VEHICLE0000000000004,13033.0,[#5] #VEHICLE0000000000005,13147.0,[#5] #VEHICLE0000000000006,12998.0
[#6] #VEHICLE0000000000001,12777.0,[#6] #VEHICLE0000000000002,12978.0,[#6] #VEHICLE0000000000003,13093.0,[#6] #VEHICLE0000000000004,13097.0,[#6] #VEHICLE0000000000005,13082.0,[#6] #VEHICLE0000000000006,13089.0
[#7] #VEHICLE0000000000001,12564.0,[#7] #VEHICLE0000000000002,12587.0,[#7] #VEHICLE0000000000003,12560.0,[#7] #VEHICLE0000000000004,12562.0,[#7] #VEHICLE0000000000005,12571.0,[#7] #VEHICLE0000000000006,12483.0
[#8] #VEHICLE0000000000001,13455.0,[#8] #VEHICLE0000000000002,13240.0,[#8] #VEHICLE0000000000003,12995.0,[#8] #VEHICLE0000000000004,13586.0,[#8] #VEHICLE0000000000005,13583.0,[#8] #VEHICLE0000000000006,13573.0
[#9] #VEHICLE0000000000001,12727.0,[#9] #VEHICLE0000000000002,12787.0,[#9] #VEHICLE0000000000003,12699.0,[#9] #VEHICLE0000000000004,12896.0,[#9] #VEHICLE0000000000005,12885.0,[#9] #VEHICLE0000000000006,12476.0
[#10] #VEHICLE0000000000001,13053.0,[#10] #VEHICLE0000000000002,13485.0,[#10] #VEHICLE0000000000003,13525.0,[#10] #VEHICLE0000000000004,13305.0,[#10] #VEHICLE0000000000005,13341.0,[#10] #VEHICLE0000000000006,13046.0
[#11] #VEHICLE0000000000001,13933.0,[#11] #VEHICLE0000000000002,13576.0,[#11] #VEHICLE0000000000003,14058.0,[#11] #VEHICLE0000000000004,13433.0,[#11] #VEHICLE0000000000005,13548.0,[#11] #VEHICLE0000000000006,13412.0
[#12] #VEHICLE0000000000001,11918.0,[#12] #VEHICLE0000000000002,11904.0,[#12] #VEHICLE0000000000003,11891.0,[#12] #VEHICLE0000000000004,11680.0,[#12] #VEHICLE0000000000005,11932.0,[#12] #VEHICLE0000000000006,11917.0
[#13] #VEHICLE0000000000001,12643.0,[#13] #VEHICLE0000000000002,12639.0,[#13] #VEHICLE0000000000003,12091.0,[#13] #VEHICLE0000000000004,12651.0,[#13] #VEHICLE0000000000005,12622.0,[#13] #VEHICLE0000000000006,12633.0
[#14] #VEHICLE0000000000001,13305.0,[#14] #VEHICLE0000000000002,12642.0,[#14] #VEHICLE0000000000003,13290.0,[#14] #VEHICLE0000000000004,13352.0,[#14] #VEHICLE0000000000005,13398.0,[#14] #VEHICLE0000000000006,13014.0
[#15] #VEHICLE0000000000001,12217.0,[#15] #VEHICLE0000000000002,12407.0,[#15] #VEHICLE0000000000003,12419.0,[#15] #VEHICLE0000000000004,12331.0,[#15] #VEHICLE0000000000005,12433.0,[#15] #VEHICLE0000000000006,12038.0
[#16] #VEHICLE0000000000001,13093.0,[#16] #VEHICLE0000000000002,13442.0,[#16] #VEHICLE0000000000003,13353.0,[#16] #VEHICLE0000000000004,13364.0,[#16] #VEHICLE0000000000005,13769.0,[#16] #VEHICLE0000000000006,13556.0
[#17] #VEHICLE0000000000001,12165.0,[#17] #VEHICLE0000000000002,12184.0,[#17] #VEHICLE0000000000003,12097.0,[#17] #VEHICLE0000000000004,12163.0,[#17] #VEHICLE0000000000005,12179.0,[#17] #VEHICLE0000000000006,12180.0
[#18] #VEHICLE0000000000001,12431.0,[#18] #VEHICLE0000000000002,12499.0,[#18] #VEHICLE0000000000003,12409.0,[#18] #VEHICLE0000000000004,12409.0,[#18] #VEHICLE0000000000005,12503.0,[#18] #VEHICLE0000000000006,12510.0
[#19] #VEHICLE0000000000001,13559.0,[#19] #VEHICLE0000000000002,13544.0,[#19] #VEHICLE0000000000003,12888.0,[#19] #VEHICLE0000000000004,13285.0,[#19] #VEHICLE0000000000005,13239.0,[#19] #VEHICLE0000000000006,13173.0
[#20] #VEHICLE0000000000001,13093.0,[#20] #VEHICLE0000000000002,12611.0,[#20] #VEHICLE0000000000003,12980.0,[#20] #VEHICLE0000000000004,13122.0,[#20] #VEHICLE0000000000005,13053.0,[#20] #VEHICLE0000000000006,13087.0
[#21] #VEHICLE0000000000001,12842.0,[#21] #VEHICLE0000000000002,12827.0,[#21] #VEHICLE0000000000003,12842.0,[#21] #VEHICLE0000000000004,12827.0,[#21] #VEHICLE0000000000005,12828.0,[#21] #VEHICLE0000000000006,12824.0
[#22] #VEHICLE0000000000001,12376.0,[#22] #VEHICLE0000000000002,12370.0,[#22] #VEHICLE0000000000003,12360.0,[#22] #VEHICLE0000000000004,12248.0,[#22] #VEHICLE0000000000005,12282.0,[#22] #VEHICLE0000000000006,12148.0
[#23] #VEHICLE0000000000001,13069.0,[#23] #VEHICLE0000000000002,13203.0,[#23] #VEHICLE0000000000003,13052.0,[#23] #VEHICLE0000000000004,13168.0,[#23] #VEHICLE0000000000005,12926.0,[#23] #VEHICLE0000000000006,13011.0
[#24] #VEHICLE0000000000001,12205.0,[#24] #VEHICLE0000000000002,12620.0,[#24] #VEHICLE0000000000003,12812.0,[#24] #VEHICLE0000000000004,12791.0,[#24] #VEHICLE0000000000005,12318.0,[#24] #VEHICLE0000000000006,12807.0
[#25] #VEHICLE0000000000001,12395.0,[#25] #VEHICLE0000000000002,11434.0,[#25] #VEHICLE0000000000003,11737.0,[#25] #VEHICLE0000000000004,12400.0,[#25] #VEHICLE0000000000005,12425.0,[#25] #VEHICLE0000000000006,12423.0
[#26] #VEHICLE0000000000001,13614.0,[#26] #VEHICLE0000000000002,13236.0,[#26] #VEHICLE0000000000003,13314.0,[#26] #VEHICLE0000000000004,13635.0,[#26] #VEHICLE0000000000005,13517.0,[#26] #VEHICLE0000000000006,13035.0
[#27] #VEHICLE0000000000001,12912.0,[#27] #VEHICLE0000000000002,13123.0,[#27] #VEHICLE0000000000003,13199.0,[#27] #VEHICLE0000000000004,12881.0,[#27] #VEHICLE0000000000005,12869.0,[#27] #VEHICLE0000000000006,13120.0
[#28] #VEHICLE0000000000001,12603.0,[#28] #VEHICLE0000000000002,12465.0,[#28] #VEHICLE0000000000003,12493.0,[#28] #VEHICLE0000000000004,12557.0,[#28] #VEHICLE0000000000005,12600.0,[#28] #VEHICLE0000000000006,12593.0
[#29] #VEHICLE0000000000001,12029.0,[#29] #VEHICLE0000000000002,12214.0,[#29] #VEHICLE0000000000003,12374.0,[#29] #VEHICLE0000000000004,12478.0,[#29] #VEHICLE0000000000005,12405.0,[#29] #VEHICLE0000000000006,12302.0
[#30] #VEHICLE0000000000001,13341.0,[#30] #VEHICLE0000000000002,12822.0,[#30] #VEHICLE0000000000003,13337.0,[#30] #VEHICLE0000000000004,13212.0,[#30] #VEHICLE0000000000005,13211.0,[#30] #VEHICLE0000000000006,13299.0
