[#1] #VEHICLE0000000000001,73966.0
[#2] #VEHICLE0000000000001,78530.0
[#3] #VEHICLE0000000000001,77204.0
[#4] #VEHICLE0000000000001,77564.0
[#5] #VEHICLE0000000000001,74636.0
[#6] #VEHICLE0000000000001,76074.0
[#7] #VEHICLE0000000000001,76398.0
[#8] #VEHICLE0000000000001,75506.0
[#9] #VEHICLE0000000000001,77044.0
[#10] #VEHICLE0000000000001,76428.0
[#11] #VEHICLE0000000000001,78522.0
[#12] #VEHICLE0000000000001,74548.0
[#13] #VEHICLE0000000000001,78374.0
[#14] #VEHICLE0000000000001,72304.0
[#15] #VEHICLE0000000000001,72362.0
[#16] #VEHICLE0000000000001,77276.0
[#17] #VEHICLE0000000000001,76410.0
[#18] #VEHICLE0000000000001,77938.0
[#19] #VEHICLE0000000000001,72498.0
[#20] #VEHICLE0000000000001,73830.0
[#21] #VEHICLE0000000000001,75898.0
[#22] #VEHICLE0000000000001,75222.0
[#23] #VEHICLE0000000000001,72578.0
[#24] #VEHICLE0000000000001,77638.0
[#25] #VEHICLE0000000000001,74980.0
[#26] #VEHICLE0000000000001,76526.0
[#27] #VEHICLE0000000000001,79156.0
[#28] #VEHICLE0000000000001,75938.0
[#29] #VEHICLE0000000000001,73074.0
[#30] #VEHICLE0000000000001,76758.0
