[#13] #VEHICLE0000000000001,7802.0,[#13] #VEHICLE0000000000002,6476.0,[#13] #VEHICLE0000000000003,7420.0,[#13] #VEHICLE0000000000004,7536.0,[#13] #VEHICLE0000000000005,6943.0,[#13] #VEHICLE0000000000006,7098.0,[#13] #VEHICLE0000000000007,7211.0,[#13] #VEHICLE0000000000008,7388.0,[#13] #VEHICLE0000000000009,7481.0,[#13] #VEHICLE0000000000010,6922.0
[#14] #VEHICLE0000000000001,7518.0,[#14] #VEHICLE0000000000002,7524.0,[#14] #VEHICLE0000000000003,8275.0,[#14] #VEHICLE0000000000004,7803.0,[#14] #VEHICLE0000000000005,7408.0,[#14] #VEHICLE0000000000006,8181.0,[#14] #VEHICLE0000000000007,7950.0,[#14] #VEHICLE0000000000008,7813.0,[#14] #VEHICLE0000000000009,8209.0,[#14] #VEHICLE0000000000010,8044.0
[#15] #VEHICLE0000000000001,7448.0,[#15] #VEHICLE0000000000002,7275.0,[#15] #VEHICLE0000000000003,7821.0,[#15] #VEHICLE0000000000004,7212.0,[#15] #VEHICLE0000000000005,6939.0,[#15] #VEHICLE0000000000006,6692.0,[#15] #VEHICLE0000000000007,7813.0,[#15] #VEHICLE0000000000008,7401.0,[#15] #VEHICLE0000000000009,7605.0,[#15] #VEHICLE0000000000010,7379.0
[#16] #VEHICLE0000000000001,7782.0,[#16] #VEHICLE0000000000002,7680.0,[#16] #VEHICLE0000000000003,8156.0,[#16] #VEHICLE0000000000004,7258.0,[#16] #VEHICLE0000000000005,7028.0,[#16] #VEHICLE0000000000006,8107.0,[#16] #VEHICLE0000000000007,8140.0,[#16] #VEHICLE0000000000008,7361.0,[#16] #VEHICLE0000000000009,7732.0,[#16] #VEHICLE0000000000010,7984.0
[#17] #VEHICLE0000000000001,7004.0,[#17] #VEHICLE0000000000002,7687.0,[#17] #VEHICLE0000000000003,7639.0,[#17] #VEHICLE0000000000004,6687.0,[#17] #VEHICLE0000000000005,6458.0,[#17] #VEHICLE0000000000006,7652.0,[#17] #VEHICLE0000000000007,7700.0,[#17] #VEHICLE0000000000008,7602.0,[#17] #VEHICLE0000000000009,6988.0,[#17] #VEHICLE0000000000010,7392.0
[#18] #VEHICLE0000000000001,7805.0,[#18] #VEHICLE0000000000002,7566.0,[#18] #VEHICLE0000000000003,7959.0,[#18] #VEHICLE0000000000004,7220.0,[#18] #VEHICLE0000000000005,7183.0,[#18] #VEHICLE0000000000006,7638.0,[#18] #VEHICLE0000000000007,7841.0,[#18] #VEHICLE0000000000008,7388.0,[#18] #VEHICLE0000000000009,7234.0,[#18] #VEHICLE0000000000010,7870.0
[#19] #VEHICLE0000000000001,7857.0,[#19] #VEHICLE0000000000002,7947.0,[#19] #VEHICLE0000000000003,7767.0,[#19] #VEHICLE0000000000004,6895.0,[#19] #VEHICLE0000000000005,7289.0,[#19] #VEHICLE0000000000006,8062.0,[#19] #VEHICLE0000000000007,8054.0,[#19] #VEHICLE0000000000008,7487.0,[#19] #VEHICLE0000000000009,7754.0,[#19] #VEHICLE0000000000010,7529.0
[#20] #VEHICLE0000000000001,7211.0,[#20] #VEHICLE0000000000002,8136.0,[#20] #VEHICLE0000000000003,7805.0,[#20] #VEHICLE0000000000004,7711.0,[#20] #VEHICLE0000000000005,7834.0,[#20] #VEHICLE0000000000006,8285.0,[#20] #VEHICLE0000000000007,8429.0,[#20] #VEHICLE0000000000008,8342.0,[#20] #VEHICLE0000000000009,8183.0,[#20] #VEHICLE0000000000010,8458.0
[#21] #VEHICLE0000000000001,6841.0,[#21] #VEHICLE0000000000002,6922.0,[#21] #VEHICLE0000000000003,6783.0,[#21] #VEHICLE0000000000004,7348.0,[#21] #VEHICLE0000000000005,6975.0,[#21] #VEHICLE0000000000006,7480.0,[#21] #VEHICLE0000000000007,7311.0,[#21] #VEHICLE0000000000008,7274.0,[#21] #VEHICLE0000000000009,7658.0,[#21] #VEHICLE0000000000010,7281.0
[#22] #VEHICLE0000000000001,8046.0,[#22] #VEHICLE0000000000002,7910.0,[#22] #VEHICLE0000000000003,7934.0,[#22] #VEHICLE0000000000004,7741.0,[#22] #VEHICLE0000000000005,7711.0,[#22] #VEHICLE0000000000006,7332.0,[#22] #VEHICLE0000000000007,7985.0,[#22] #VEHICLE0000000000008,7457.0,[#22] #VEHICLE0000000000009,7996.0,[#22] #VEHICLE0000000000010,7634.0
[#23] #VEHICLE0000000000001,6815.0,[#23] #VEHICLE0000000000002,7028.0,[#23] #VEHICLE0000000000003,7296.0,[#23] #VEHICLE0000000000004,7758.0,[#23] #VEHICLE0000000000005,6692.0,[#23] #VEHICLE0000000000006,7405.0,[#23] #VEHICLE0000000000007,7631.0,[#23] #VEHICLE0000000000008,7578.0,[#23] #VEHICLE0000000000009,7743.0,[#23] #VEHICLE0000000000010,7413.0
[#24] #VEHICLE0000000000001,7158.0,[#24] #VEHICLE0000000000002,7196.0,[#24] #VEHICLE0000000000003,7079.0,[#24] #VEHICLE0000000000004,7458.0,[#24] #VEHICLE0000000000005,7333.0,[#24] #VEHICLE0000000000006,7816.0,[#24] #VEHICLE0000000000007,7692.0,[#24] #VEHICLE0000000000008,7914.0,[#24] #VEHICLE0000000000009,8041.0,[#24] #VEHICLE0000000000010,6224.0
[#25] #VEHICLE0000000000001,8101.0,[#25] #VEHICLE0000000000002,7247.0,[#25] #VEHICLE0000000000003,7594.0,[#25] #VEHICLE0000000000004,7995.0,[#25] #VEHICLE0000000000005,7697.0,[#25] #VEHICLE0000000000006,8151.0,[#25] #VEHICLE0000000000007,8047.0,[#25] #VEHICLE0000000000008,8188.0,[#25] #VEHICLE0000000000009,7403.0,[#25] #VEHICLE0000000000010,7788.0
[#26] #VEHICLE0000000000001,6769.0,[#26] #VEHICLE0000000000002,8121.0,[#26] #VEHICLE0000000000003,8172.0,[#26] #VEHICLE0000000000004,7695.0,[#26] #VEHICLE0000000000005,7689.0,[#26] #VEHICLE0000000000006,7521.0,[#26] #VEHICLE0000000000007,7726.0,[#26] #VEHICLE0000000000008,8178.0,[#26] #VEHICLE0000000000009,7811.0,[#26] #VEHICLE0000000000010,8123.0
[#27] #VEHICLE0000000000001,6647.0,[#27] #VEHICLE0000000000002,7372.0,[#27] #VEHICLE0000000000003,7358.0,[#27] #VEHICLE0000000000004,7628.0,[#27] #VEHICLE0000000000005,7200.0,[#27] #VEHICLE0000000000006,7551.0,[#27] #VEHICLE0000000000007,7787.0,[#27] #VEHICLE0000000000008,6893.0,[#27] #VEHICLE0000000000009,7371.0,[#27] #VEHICLE0000000000010,7064.0
[#28] #VEHICLE0000000000001,9033.0,[#28] #VEHICLE0000000000002,8576.0,[#28] #VEHICLE0000000000003,7837.0,[#28] #VEHICLE0000000000004,9025.0,[#28] #VEHICLE0000000000005,8344.0,[#28] #VEHICLE0000000000006,8743.0,[#28] #VEHICLE0000000000007,8462.0,[#28] #VEHICLE0000000000008,8199.0,[#28] #VEHICLE0000000000009,8546.0,[#28] #VEHICLE0000000000010,8313.0
[#29] #VEHICLE0000000000001,7496.0,[#29] #VEHICLE0000000000002,8144.0,[#29] #VEHICLE0000000000003,7259.0,[#29] #VEHICLE0000000000004,6811.0,[#29] #VEHICLE0000000000005,7965.0,[#29] #VEHICLE0000000000006,8067.0,[#29] #VEHICLE0000000000007,8015.0,[#29] #VEHICLE0000000000008,7180.0,[#29] #VEHICLE0000000000009,7935.0,[#29] #VEHICLE0000000000010,7690.0
[#30] #VEHICLE0000000000001,7114.0,[#30] #VEHICLE0000000000002,6452.0,[#30] #VEHICLE0000000000003,6907.0,[#30] #VEHICLE0000000000004,7221.0,[#30] #VEHICLE0000000000005,7344.0,[#30] #VEHICLE0000000000006,7335.0,[#30] #VEHICLE0000000000007,7135.0,[#30] #VEHICLE0000000000008,7587.0,[#30] #VEHICLE0000000000009,7587.0,[#30] #VEHICLE0000000000010,7515.0
