[#12] #VEHICLE0000000000001,6029.0,[#12] #VEHICLE0000000000002,6800.0,[#12] #VEHICLE0000000000003,6503.0,[#12] #VEHICLE0000000000004,6187.0,[#12] #VEHICLE0000000000005,7294.0,[#12] #VEHICLE0000000000006,6830.0,[#12] #VEHICLE0000000000007,6112.0,[#12] #VEHICLE0000000000008,7135.0,[#12] #VEHICLE0000000000009,6290.0,[#12] #VEHICLE0000000000010,6922.0,[#12] #VEHICLE0000000000011,5178.0,[#12] #VEHICLE0000000000012,6236.0
[#13] #VEHICLE0000000000001,5598.0,[#13] #VEHICLE0000000000002,6334.0,[#13] #VEHICLE0000000000003,5639.0,[#13] #VEHICLE0000000000004,6081.0,[#13] #VEHICLE0000000000005,5412.0,[#13] #VEHICLE0000000000006,7263.0,[#13] #VEHICLE0000000000007,6812.0,[#13] #VEHICLE0000000000008,6203.0,[#13] #VEHICLE0000000000009,6899.0,[#13] #VEHICLE0000000000010,6376.0,[#13] #VEHICLE0000000000011,5206.0,[#13] #VEHICLE0000000000012,6797.0
[#14] #VEHICLE0000000000001,6373.0,[#14] #VEHICLE0000000000002,6930.0,[#14] #VEHICLE0000000000003,6927.0,[#14] #VEHICLE0000000000004,6354.0,[#14] #VEHICLE0000000000005,5832.0,[#14] #VEHICLE0000000000006,6959.0,[#14] #VEHICLE0000000000007,6675.0,[#14] #VEHICLE0000000000008,6420.0,[#14] #VEHICLE0000000000009,6952.0,[#14] #VEHICLE0000000000010,5640.0,[#14] #VEHICLE0000000000011,5844.0,[#14] #VEHICLE0000000000012,5998.0
[#15] #VEHICLE0000000000001,5157.0,[#15] #VEHICLE0000000000002,6480.0,[#15] #VEHICLE0000000000003,6192.0,[#15] #VEHICLE0000000000004,6195.0,[#15] #VEHICLE0000000000005,5993.0,[#15] #VEHICLE0000000000006,6625.0,[#15] #VEHICLE0000000000007,6564.0,[#15] #VEHICLE0000000000008,5671.0,[#15] #VEHICLE0000000000009,6171.0,[#15] #VEHICLE0000000000010,6635.0,[#15] #VEHICLE0000000000011,5818.0,[#15] #VEHICLE0000000000012,5987.0
[#16] #VEHICLE0000000000001,6513.0,[#16] #VEHICLE0000000000002,7152.0,[#16] #VEHICLE0000000000003,7036.0,[#16] #VEHICLE0000000000004,5982.0,[#16] #VEHICLE0000000000005,6512.0,[#16] #VEHICLE0000000000006,6305.0,[#16] #VEHICLE0000000000007,6417.0,[#16] #VEHICLE0000000000008,6692.0,[#16] #VEHICLE0000000000009,6166.0,[#16] #VEHICLE0000000000010,7472.0,[#16] #VEHICLE0000000000011,5822.0,[#16] #VEHICLE0000000000012,6193.0
[#17] #VEHICLE0000000000001,6270.0,[#17] #VEHICLE0000000000002,6349.0,[#17] #VEHICLE0000000000003,7086.0,[#17] #VEHICLE0000000000004,6237.0,[#17] #VEHICLE0000000000005,6156.0,[#17] #VEHICLE0000000000006,6983.0,[#17] #VEHICLE0000000000007,6263.0,[#17] #VEHICLE0000000000008,6972.0,[#17] #VEHICLE0000000000009,6865.0,[#17] #VEHICLE0000000000010,6651.0,[#17] #VEHICLE0000000000011,5077.0,[#17] #VEHICLE0000000000012,6869.0
[#18] #VEHICLE0000000000001,6436.0,[#18] #VEHICLE0000000000002,4896.0,[#18] #VEHICLE0000000000003,6436.0,[#18] #VEHICLE0000000000004,5735.0,[#18] #VEHICLE0000000000005,5625.0,[#18] #VEHICLE0000000000006,6287.0,[#18] #VEHICLE0000000000007,5862.0,[#18] #VEHICLE0000000000008,6451.0,[#18] #VEHICLE0000000000009,6619.0,[#18] #VEHICLE0000000000010,6742.0,[#18] #VEHICLE0000000000011,5663.0,[#18] #VEHICLE0000000000012,6020.0
[#19] #VEHICLE0000000000001,6524.0,[#19] #VEHICLE0000000000002,7256.0,[#19] #VEHICLE0000000000003,6385.0,[#19] #VEHICLE0000000000004,6377.0,[#19] #VEHICLE0000000000005,5836.0,[#19] #VEHICLE0000000000006,7231.0,[#19] #VEHICLE0000000000007,5872.0,[#19] #VEHICLE0000000000008,6631.0,[#19] #VEHICLE0000000000009,6512.0,[#19] #VEHICLE0000000000010,7160.0,[#19] #VEHICLE0000000000011,5886.0,[#19] #VEHICLE0000000000012,6783.0
[#20] #VEHICLE0000000000001,6721.0,[#20] #VEHICLE0000000000002,6078.0,[#20] #VEHICLE0000000000003,6162.0,[#20] #VEHICLE0000000000004,6547.0,[#20] #VEHICLE0000000000005,5671.0,[#20] #VEHICLE0000000000006,6848.0,[#20] #VEHICLE0000000000007,6605.0,[#20] #VEHICLE0000000000008,5973.0,[#20] #VEHICLE0000000000009,7617.0,[#20] #VEHICLE0000000000010,7360.0,[#20] #VEHICLE0000000000011,6060.0,[#20] #VEHICLE0000000000012,6832.0
[#21] #VEHICLE0000000000001,6386.0,[#21] #VEHICLE0000000000002,7154.0,[#21] #VEHICLE0000000000003,6342.0,[#21] #VEHICLE0000000000004,6223.0,[#21] #VEHICLE0000000000005,6944.0,[#21] #VEHICLE0000000000006,7301.0,[#21] #VEHICLE0000000000007,6525.0,[#21] #VEHICLE0000000000008,6028.0,[#21] #VEHICLE0000000000009,6038.0,[#21] #VEHICLE0000000000010,7190.0,[#21] #VEHICLE0000000000011,5806.0,[#21] #VEHICLE0000000000012,6566.0
[#22] #VEHICLE0000000000001,6554.0,[#22] #VEHICLE0000000000002,6215.0,[#22] #VEHICLE0000000000003,6243.0,[#22] #VEHICLE0000000000004,5319.0,[#22] #VEHICLE0000000000005,6049.0,[#22] #VEHICLE0000000000006,6523.0,[#22] #VEHICLE0000000000007,5932.0,[#22] #VEHICLE0000000000008,5697.0,[#22] #VEHICLE0000000000009,6041.0,[#22] #VEHICLE0000000000010,5841.0,[#22] #VEHICLE0000000000011,5220.0,[#22] #VEHICLE0000000000012,6215.0
[#23] #VEHICLE0000000000001,6253.0,[#23] #VEHICLE0000000000002,6251.0,[#23] #VEHICLE0000000000003,6300.0,[#23] #VEHICLE0000000000004,5545.0,[#23] #VEHICLE0000000000005,6609.0,[#23] #VEHICLE0000000000006,6657.0,[#23] #VEHICLE0000000000007,6477.0,[#23] #VEHICLE0000000000008,6113.0,[#23] #VEHICLE0000000000009,6429.0,[#23] #VEHICLE0000000000010,5032.0,[#23] #VEHICLE0000000000011,5725.0,[#23] #VEHICLE0000000000012,6375.0
[#24] #VEHICLE0000000000001,6445.0,[#24] #VEHICLE0000000000002,6182.0,[#24] #VEHICLE0000000000003,6923.0,[#24] #VEHICLE0000000000004,5619.0,[#24] #VEHICLE0000000000005,5962.0,[#24] #VEHICLE0000000000006,5932.0,[#24] #VEHICLE0000000000007,6592.0,[#24] #VEHICLE0000000000008,6666.0,[#24] #VEHICLE0000000000009,7089.0,[#24] #VEHICLE0000000000010,6163.0,[#24] #VEHICLE0000000000011,6161.0,[#24] #VEHICLE0000000000012,6200.0
[#25] #VEHICLE0000000000001,5769.0,[#25] #VEHICLE0000000000002,5506.0,[#25] #VEHICLE0000000000003,6547.0,[#25] #VEHICLE0000000000004,6611.0,[#25] #VEHICLE0000000000005,5533.0,[#25] #VEHICLE0000000000006,6646.0,[#25] #VEHICLE0000000000007,6173.0,[#25] #VEHICLE0000000000008,6504.0,[#25] #VEHICLE0000000000009,6177.0,[#25] #VEHICLE0000000000010,5618.0,[#25] #VEHICLE0000000000011,5862.0,[#25] #VEHICLE0000000000012,6233.0
[#26] #VEHICLE0000000000001,5685.0,[#26] #VEHICLE0000000000002,6166.0,[#26] #VEHICLE0000000000003,5385.0,[#26] #VEHICLE0000000000004,6291.0,[#26] #VEHICLE0000000000005,5206.0,[#26] #VEHICLE0000000000006,6007.0,[#26] #VEHICLE0000000000007,6098.0,[#26] #VEHICLE0000000000008,5632.0,[#26] #VEHICLE0000000000009,5663.0,[#26] #VEHICLE0000000000010,6252.0,[#26] #VEHICLE0000000000011,4896.0,[#26] #VEHICLE0000000000012,5539.0
[#27] #VEHICLE0000000000001,6238.0,[#27] #VEHICLE0000000000002,6866.0,[#27] #VEHICLE0000000000003,6199.0,[#27] #VEHICLE0000000000004,5843.0,[#27] #VEHICLE0000000000005,6708.0,[#27] #VEHICLE0000000000006,6341.0,[#27] #VEHICLE0000000000007,6279.0,[#27] #VEHICLE0000000000008,6961.0,[#27] #VEHICLE0000000000009,6863.0,[#27] #VEHICLE0000000000010,6549.0,[#27] #VEHICLE0000000000011,5810.0,[#27] #VEHICLE0000000000012,6720.0
[#28] #VEHICLE0000000000001,6323.0,[#28] #VEHICLE0000000000002,5700.0,[#28] #VEHICLE0000000000003,5934.0,[#28] #VEHICLE0000000000004,6129.0,[#28] #VEHICLE0000000000005,5727.0,[#28] #VEHICLE0000000000006,6087.0,[#28] #VEHICLE0000000000007,6395.0,[#28] #VEHICLE0000000000008,6846.0,[#28] #VEHICLE0000000000009,6188.0,[#28] #VEHICLE0000000000010,5795.0,[#28] #VEHICLE0000000000011,6256.0,[#28] #VEHICLE0000000000012,5516.0
[#29] #VEHICLE0000000000001,6134.0,[#29] #VEHICLE0000000000002,5741.0,[#29] #VEHICLE0000000000003,5245.0,[#29] #VEHICLE0000000000004,6374.0,[#29] #VEHICLE0000000000005,5579.0,[#29] #VEHICLE0000000000006,5675.0,[#29] #VEHICLE0000000000007,6283.0,[#29] #VEHICLE0000000000008,6182.0,[#29] #VEHICLE0000000000009,6114.0,[#29] #VEHICLE0000000000010,5334.0,[#29] #VEHICLE0000000000011,5351.0,[#29] #VEHICLE0000000000012,6107.0
[#30] #VEHICLE0000000000001,6873.0,[#30] #VEHICLE0000000000002,6270.0,[#30] #VEHICLE0000000000003,5867.0,[#30] #VEHICLE0000000000004,7013.0,[#30] #VEHICLE0000000000005,7007.0,[#30] #VEHICLE0000000000006,5938.0,[#30] #VEHICLE0000000000007,6581.0,[#30] #VEHICLE0000000000008,6175.0,[#30] #VEHICLE0000000000009,6730.0,[#30] #VEHICLE0000000000010,6709.0,[#30] #VEHICLE0000000000011,5802.0,[#30] #VEHICLE0000000000012,6813.0
