[#1] #VEHICLE0000000000001,19818.0,[#1] #VEHICLE0000000000002,19729.0,[#1] #VEHICLE0000000000003,19757.0,[#1] #VEHICLE0000000000004,19825.0
[#2] #VEHICLE0000000000001,18842.0,[#2] #VEHICLE0000000000002,18694.0,[#2] #VEHICLE0000000000003,18439.0,[#2] #VEHICLE0000000000004,18855.0
[#3] #VEHICLE0000000000001,18541.0,[#3] #VEHICLE0000000000002,18973.0,[#3] #VEHICLE0000000000003,18973.0,[#3] #VEHICLE0000000000004,18307.0
[#4] #VEHICLE0000000000001,18762.0,[#4] #VEHICLE0000000000002,18706.0,[#4] #VEHICLE0000000000003,18760.0,[#4] #VEHICLE0000000000004,18649.0
[#5] #VEHICLE0000000000001,19683.0,[#5] #VEHICLE0000000000002,19914.0,[#5] #VEHICLE0000000000003,19943.0,[#5] #VEHICLE0000000000004,19950.0
[#6] #VEHICLE0000000000001,18997.0,[#6] #VEHICLE0000000000002,19287.0,[#6] #VEHICLE0000000000003,19285.0,[#6] #VEHICLE0000000000004,19278.0
[#7] #VEHICLE0000000000001,19013.0,[#7] #VEHICLE0000000000002,19009.0,[#7] #VEHICLE0000000000003,19020.0,[#7] #VEHICLE0000000000004,18771.0
[#8] #VEHICLE0000000000001,18613.0,[#8] #VEHICLE0000000000002,18633.0,[#8] #VEHICLE0000000000003,18635.0,[#8] #VEHICLE0000000000004,18620.0
[#9] #VEHICLE0000000000001,19701.0,[#9] #VEHICLE0000000000002,19258.0,[#9] #VEHICLE0000000000003,19932.0,[#9] #VEHICLE0000000000004,19539.0
[#10] #VEHICLE0000000000001,17608.0,[#10] #VEHICLE0000000000002,17617.0,[#10] #VEHICLE0000000000003,17620.0,[#10] #VEHICLE0000000000004,17498.0
[#11] #VEHICLE0000000000001,18155.0,[#11] #VEHICLE0000000000002,18211.0,[#11] #VEHICLE0000000000003,18221.0,[#11] #VEHICLE0000000000004,18212.0
[#12] #VEHICLE0000000000001,19385.0,[#12] #VEHICLE0000000000002,19399.0,[#12] #VEHICLE0000000000003,19312.0,[#12] #VEHICLE0000000000004,19487.0
[#13] #VEHICLE0000000000001,19436.0,[#13] #VEHICLE0000000000002,18904.0,[#13] #VEHICLE0000000000003,19445.0,[#13] #VEHICLE0000000000004,19448.0
[#14] #VEHICLE0000000000001,19698.0,[#14] #VEHICLE0000000000002,19699.0,[#14] #VEHICLE0000000000003,19712.0,[#14] #VEHICLE0000000000004,19698.0
[#15] #VEHICLE0000000000001,19448.0,[#15] #VEHICLE0000000000002,19022.0,[#15] #VEHICLE0000000000003,19304.0,[#15] #VEHICLE0000000000004,19059.0
[#16] #VEHICLE0000000000001,19614.0,[#16] #VEHICLE0000000000002,19516.0,[#16] #VEHICLE0000000000003,19613.0,[#16] #VEHICLE0000000000004,19611.0
[#17] #VEHICLE0000000000001,19785.0,[#17] #VEHICLE0000000000002,19780.0,[#17] #VEHICLE0000000000003,19758.0,[#17] #VEHICLE0000000000004,19717.0
[#18] #VEHICLE0000000000001,17602.0,[#18] #VEHICLE0000000000002,17577.0,[#18] #VEHICLE0000000000003,17591.0,[#18] #VEHICLE0000000000004,17583.0
[#19] #VEHICLE0000000000001,18843.0,[#19] #VEHICLE0000000000002,18843.0,[#19] #VEHICLE0000000000003,18847.0,[#19] #VEHICLE0000000000004,18842.0
[#20] #VEHICLE0000000000001,19197.0,[#20] #VEHICLE0000000000002,19284.0,[#20] #VEHICLE0000000000003,19284.0,[#20] #VEHICLE0000000000004,18877.0
[#21] #VEHICLE0000000000001,19035.0,[#21] #VEHICLE0000000000002,19090.0,[#21] #VEHICLE0000000000003,19111.0,[#21] #VEHICLE0000000000004,19104.0
[#22] #VEHICLE0000000000001,20180.0,[#22] #VEHICLE0000000000002,20062.0,[#22] #VEHICLE0000000000003,19879.0,[#22] #VEHICLE0000000000004,20155.0
[#23] #VEHICLE0000000000001,18881.0,[#23] #VEHICLE0000000000002,19071.0,[#23] #VEHICLE0000000000003,18489.0,[#23] #VEHICLE0000000000004,19070.0
[#24] #VEHICLE0000000000001,19681.0,[#24] #VEHICLE0000000000002,19821.0,[#24] #VEHICLE0000000000003,18690.0,[#24] #VEHICLE0000000000004,19826.0
[#25] #VEHICLE0000000000001,18502.0,[#25] #VEHICLE0000000000002,18498.0,[#25] #VEHICLE0000000000003,18502.0,[#25] #VEHICLE0000000000004,18413.0
[#26] #VEHICLE0000000000001,19924.0,[#26] #VEHICLE0000000000002,18952.0,[#26] #VEHICLE0000000000003,19607.0,[#26] #VEHICLE0000000000004,19264.0
[#27] #VEHICLE0000000000001,19802.0,[#27] #VEHICLE0000000000002,19815.0,[#27] #VEHICLE0000000000003,19758.0,[#27] #VEHICLE0000000000004,19814.0
[#28] #VEHICLE0000000000001,18980.0,[#28] #VEHICLE0000000000002,19139.0,[#28] #VEHICLE0000000000003,19214.0,[#28] #VEHICLE0000000000004,19196.0
[#29] #VEHICLE0000000000001,19128.0,[#29] #VEHICLE0000000000002,19131.0,[#29] #VEHICLE0000000000003,19124.0,[#29] #VEHICLE0000000000004,18959.0
[#30] #VEHICLE0000000000001,19636.0,[#30] #VEHICLE0000000000002,19591.0,[#30] #VEHICLE0000000000003,19714.0,[#30] #VEHICLE0000000000004,19703.0
