[#1] #VEHICLE0000000000001,8731.0,[#1] #VEHICLE0000000000002,8712.0,[#1] #VEHICLE0000000000003,8349.0,[#1] #VEHICLE0000000000004,8365.0,[#1] #VEHICLE0000000000005,7817.0,[#1] #VEHICLE0000000000006,8722.0,[#1] #VEHICLE0000000000007,8734.0,[#1] #VEHICLE0000000000008,8606.0,[#1] #VEHICLE0000000000009,8624.0
[#2] #VEHICLE0000000000001,8635.0,[#2] #VEHICLE0000000000002,9065.0,[#2] #VEHICLE0000000000003,8433.0,[#2] #VEHICLE0000000000004,8898.0,[#2] #VEHICLE0000000000005,7934.0,[#2] #VEHICLE0000000000006,9032.0,[#2] #VEHICLE0000000000007,7756.0,[#2] #VEHICLE0000000000008,8612.0,[#2] #VEHICLE0000000000009,8167.0
[#3] #VEHICLE0000000000001,9131.0,[#3] #VEHICLE0000000000002,7914.0,[#3] #VEHICLE0000000000003,9448.0,[#3] #VEHICLE0000000000004,8843.0,[#3] #VEHICLE0000000000005,8706.0,[#3] #VEHICLE0000000000006,8088.0,[#3] #VEHICLE0000000000007,8966.0,[#3] #VEHICLE0000000000008,8333.0,[#3] #VEHICLE0000000000009,8514.0
[#4] #VEHICLE0000000000001,8135.0,[#4] #VEHICLE0000000000002,8127.0,[#4] #VEHICLE0000000000003,8174.0,[#4] #VEHICLE0000000000004,8300.0,[#4] #VEHICLE0000000000005,8077.0,[#4] #VEHICLE0000000000006,8201.0,[#4] #VEHICLE0000000000007,8115.0,[#4] #VEHICLE0000000000008,7951.0,[#4] #VEHICLE0000000000009,8102.0
[#5] #VEHICLE0000000000001,8809.0,[#5] #VEHICLE0000000000002,8664.0,[#5] #VEHICLE0000000000003,8938.0,[#5] #VEHICLE0000000000004,8269.0,[#5] #VEHICLE0000000000005,8360.0,[#5] #VEHICLE0000000000006,8753.0,[#5] #VEHICLE0000000000007,8717.0,[#5] #VEHICLE0000000000008,8930.0,[#5] #VEHICLE0000000000009,9057.0
[#6] #VEHICLE0000000000001,8961.0,[#6] #VEHICLE0000000000002,8781.0,[#6] #VEHICLE0000000000003,9165.0,[#6] #VEHICLE0000000000004,8632.0,[#6] #VEHICLE0000000000005,8320.0,[#6] #VEHICLE0000000000006,9273.0,[#6] #VEHICLE0000000000007,8530.0,[#6] #VEHICLE0000000000008,8681.0,[#6] #VEHICLE0000000000009,8734.0
[#7] #VEHICLE0000000000001,8980.0,[#7] #VEHICLE0000000000002,8550.0,[#7] #VEHICLE0000000000003,8344.0,[#7] #VEHICLE0000000000004,8133.0,[#7] #VEHICLE0000000000005,8886.0,[#7] #VEHICLE0000000000006,8631.0,[#7] #VEHICLE0000000000007,8548.0,[#7] #VEHICLE0000000000008,7874.0,[#7] #VEHICLE0000000000009,8687.0
[#8] #VEHICLE0000000000001,8332.0,[#8] #VEHICLE0000000000002,7853.0,[#8] #VEHICLE0000000000003,7407.0,[#8] #VEHICLE0000000000004,7417.0,[#8] #VEHICLE0000000000005,7866.0,[#8] #VEHICLE0000000000006,8297.0,[#8] #VEHICLE0000000000007,7974.0,[#8] #VEHICLE0000000000008,8056.0,[#8] #VEHICLE0000000000009,8225.0
[#9] #VEHICLE0000000000001,8713.0,[#9] #VEHICLE0000000000002,8172.0,[#9] #VEHICLE0000000000003,8398.0,[#9] #VEHICLE0000000000004,7705.0,[#9] #VEHICLE0000000000005,8582.0,[#9] #VEHICLE0000000000006,8240.0,[#9] #VEHICLE0000000000007,8698.0,[#9] #VEHICLE0000000000008,8571.0,[#9] #VEHICLE0000000000009,8953.0
[#10] #VEHICLE0000000000001,9158.0,[#10] #VEHICLE0000000000002,9687.0,[#10] #VEHICLE0000000000003,9753.0,[#10] #VEHICLE0000000000004,8924.0,[#10] #VEHICLE0000000000005,8711.0,[#10] #VEHICLE0000000000006,9274.0,[#10] #VEHICLE0000000000007,8648.0,[#10] #VEHICLE0000000000008,9085.0,[#10] #VEHICLE0000000000009,8609.0
[#11] #VEHICLE0000000000001,8410.0,[#11] #VEHICLE0000000000002,8186.0,[#11] #VEHICLE0000000000003,7761.0,[#11] #VEHICLE0000000000004,8432.0,[#11] #VEHICLE0000000000005,8129.0,[#11] #VEHICLE0000000000006,8279.0,[#11] #VEHICLE0000000000007,8493.0,[#11] #VEHICLE0000000000008,8561.0,[#11] #VEHICLE0000000000009,8328.0
[#12] #VEHICLE0000000000001,8847.0,[#12] #VEHICLE0000000000002,8602.0,[#12] #VEHICLE0000000000003,9152.0,[#12] #VEHICLE0000000000004,8932.0,[#12] #VEHICLE0000000000005,8713.0,[#12] #VEHICLE0000000000006,9200.0,[#12] #VEHICLE0000000000007,9372.0,[#12] #VEHICLE0000000000008,9102.0,[#12] #VEHICLE0000000000009,8432.0
[#13] #VEHICLE0000000000001,8324.0,[#13] #VEHICLE0000000000002,8683.0,[#13] #VEHICLE0000000000003,7755.0,[#13] #VEHICLE0000000000004,8686.0,[#13] #VEHICLE0000000000005,7676.0,[#13] #VEHICLE0000000000006,8279.0,[#13] #VEHICLE0000000000007,8564.0,[#13] #VEHICLE0000000000008,8287.0,[#13] #VEHICLE0000000000009,8241.0
