[#1] #VEHICLE0000000000001,11075.0,[#1] #VEHICLE0000000000002,10754.0,[#1] #VEHICLE0000000000003,11049.0,[#1] #VEHICLE0000000000004,10997.0,[#1] #VEHICLE0000000000005,10578.0,[#1] #VEHICLE0000000000006,10702.0,[#1] #VEHICLE0000000000007,10950.0
[#2] #VEHICLE0000000000001,11328.0,[#2] #VEHICLE0000000000002,11295.0,[#2] #VEHICLE0000000000003,11055.0,[#2] #VEHICLE0000000000004,11338.0,[#2] #VEHICLE0000000000005,11328.0,[#2] #VEHICLE0000000000006,11338.0,[#2] #VEHICLE0000000000007,11343.0
[#3] #VEHICLE0000000000001,10880.0,[#3] #VEHICLE0000000000002,10909.0,[#3] #VEHICLE0000000000003,10863.0,[#3] #VEHICLE0000000000004,10950.0,[#3] #VEHICLE0000000000005,10968.0,[#3] #VEHICLE0000000000006,10931.0,[#3] #VEHICLE0000000000007,10964.0
[#4] #VEHICLE0000000000001,11567.0,[#4] #VEHICLE0000000000002,10788.0,[#4] #VEHICLE0000000000003,11840.0,[#4] #VEHICLE0000000000004,12038.0,[#4] #VEHICLE0000000000005,11458.0,[#4] #VEHICLE0000000000006,11709.0,[#4] #VEHICLE0000000000007,11933.0
[#5] #VEHICLE0000000000001,10972.0,[#5] #VEHICLE0000000000002,10434.0,[#5] #VEHICLE0000000000003,10723.0,[#5] #VEHICLE0000000000004,10952.0,[#5] #VEHICLE0000000000005,10676.0,[#5] #VEHICLE0000000000006,10969.0,[#5] #VEHICLE0000000000007,10265.0
[#6] #VEHICLE0000000000001,10814.0,[#6] #VEHICLE0000000000002,10520.0,[#6] #VEHICLE0000000000003,10949.0,[#6] #VEHICLE0000000000004,10943.0,[#6] #VEHICLE0000000000005,10941.0,[#6] #VEHICLE0000000000006,10950.0,[#6] #VEHICLE0000000000007,10725.0
[#7] #VEHICLE0000000000001,11222.0,[#7] #VEHICLE0000000000002,10788.0,[#7] #VEHICLE0000000000003,10830.0,[#7] #VEHICLE0000000000004,10942.0,[#7] #VEHICLE0000000000005,10922.0,[#7] #VEHICLE0000000000006,11047.0,[#7] #VEHICLE0000000000007,11281.0
[#8] #VEHICLE0000000000001,11489.0,[#8] #VEHICLE0000000000002,11499.0,[#8] #VEHICLE0000000000003,11355.0,[#8] #VEHICLE0000000000004,11511.0,[#8] #VEHICLE0000000000005,11387.0,[#8] #VEHICLE0000000000006,10972.0,[#8] #VEHICLE0000000000007,11358.0
[#9] #VEHICLE0000000000001,9468.0,[#9] #VEHICLE0000000000002,10337.0,[#9] #VEHICLE0000000000003,10087.0,[#9] #VEHICLE0000000000004,10135.0,[#9] #VEHICLE0000000000005,10455.0,[#9] #VEHICLE0000000000006,10408.0,[#9] #VEHICLE0000000000007,10150.0
[#10] #VEHICLE0000000000001,11648.0,[#10] #VEHICLE0000000000002,11088.0,[#10] #VEHICLE0000000000003,11240.0,[#10] #VEHICLE0000000000004,11259.0,[#10] #VEHICLE0000000000005,10964.0,[#10] #VEHICLE0000000000006,11067.0,[#10] #VEHICLE0000000000007,11204.0
[#11] #VEHICLE0000000000001,10959.0,[#11] #VEHICLE0000000000002,10957.0,[#11] #VEHICLE0000000000003,10820.0,[#11] #VEHICLE0000000000004,10890.0,[#11] #VEHICLE0000000000005,10966.0,[#11] #VEHICLE0000000000006,10951.0,[#11] #VEHICLE0000000000007,10822.0
[#12] #VEHICLE0000000000001,11345.0,[#12] #VEHICLE0000000000002,11150.0,[#12] #VEHICLE0000000000003,11341.0,[#12] #VEHICLE0000000000004,11053.0,[#12] #VEHICLE0000000000005,11434.0,[#12] #VEHICLE0000000000006,11505.0,[#12] #VEHICLE0000000000007,11411.0
[#13] #VEHICLE0000000000001,9885.0,[#13] #VEHICLE0000000000002,10423.0,[#13] #VEHICLE0000000000003,9589.0,[#13] #VEHICLE0000000000004,10197.0,[#13] #VEHICLE0000000000005,10277.0,[#13] #VEHICLE0000000000006,10351.0,[#13] #VEHICLE0000000000007,9890.0
[#14] #VEHICLE0000000000001,11344.0,[#14] #VEHICLE0000000000002,11354.0,[#14] #VEHICLE0000000000003,10679.0,[#14] #VEHICLE0000000000004,11335.0,[#14] #VEHICLE0000000000005,11154.0,[#14] #VEHICLE0000000000006,10506.0,[#14] #VEHICLE0000000000007,11331.0
[#15] #VEHICLE0000000000001,11279.0,[#15] #VEHICLE0000000000002,11588.0,[#15] #VEHICLE0000000000003,10802.0,[#15] #VEHICLE0000000000004,11179.0,[#15] #VEHICLE0000000000005,10958.0,[#15] #VEHICLE0000000000006,11499.0,[#15] #VEHICLE0000000000007,10622.0
[#16] #VEHICLE0000000000001,10866.0,[#16] #VEHICLE0000000000002,9966.0,[#16] #VEHICLE0000000000003,10758.0,[#16] #VEHICLE0000000000004,10535.0,[#16] #VEHICLE0000000000005,10947.0,[#16] #VEHICLE0000000000006,10923.0,[#16] #VEHICLE0000000000007,10262.0
[#17] #VEHICLE0000000000001,11002.0,[#17] #VEHICLE0000000000002,10942.0,[#17] #VEHICLE0000000000003,10693.0,[#17] #VEHICLE0000000000004,10587.0,[#17] #VEHICLE0000000000005,11102.0,[#17] #VEHICLE0000000000006,10592.0,[#17] #VEHICLE0000000000007,11156.0
[#18] #VEHICLE0000000000001,11615.0,[#18] #VEHICLE0000000000002,11266.0,[#18] #VEHICLE0000000000003,11804.0,[#18] #VEHICLE0000000000004,10960.0,[#18] #VEHICLE0000000000005,11826.0,[#18] #VEHICLE0000000000006,11178.0,[#18] #VEHICLE0000000000007,11691.0
[#19] #VEHICLE0000000000001,11223.0,[#19] #VEHICLE0000000000002,11376.0,[#19] #VEHICLE0000000000003,11559.0,[#19] #VEHICLE0000000000004,11325.0,[#19] #VEHICLE0000000000005,11795.0,[#19] #VEHICLE0000000000006,11522.0,[#19] #VEHICLE0000000000007,11792.0
[#20] #VEHICLE0000000000001,11674.0,[#20] #VEHICLE0000000000002,11296.0,[#20] #VEHICLE0000000000003,11361.0,[#20] #VEHICLE0000000000004,11812.0,[#20] #VEHICLE0000000000005,11925.0,[#20] #VEHICLE0000000000006,12003.0,[#20] #VEHICLE0000000000007,11843.0
[#21] #VEHICLE0000000000001,10498.0,[#21] #VEHICLE0000000000002,10630.0,[#21] #VEHICLE0000000000003,10572.0,[#21] #VEHICLE0000000000004,10666.0,[#21] #VEHICLE0000000000005,10624.0,[#21] #VEHICLE0000000000006,10587.0,[#21] #VEHICLE0000000000007,10652.0
[#22] #VEHICLE0000000000001,11144.0,[#22] #VEHICLE0000000000002,10538.0,[#22] #VEHICLE0000000000003,10929.0,[#22] #VEHICLE0000000000004,11059.0,[#22] #VEHICLE0000000000005,11004.0,[#22] #VEHICLE0000000000006,11097.0,[#22] #VEHICLE0000000000007,11251.0
[#23] #VEHICLE0000000000001,11263.0,[#23] #VEHICLE0000000000002,11848.0,[#23] #VEHICLE0000000000003,11637.0,[#23] #VEHICLE0000000000004,11637.0,[#23] #VEHICLE0000000000005,12073.0,[#23] #VEHICLE0000000000006,12165.0,[#23] #VEHICLE0000000000007,12158.0
[#24] #VEHICLE0000000000001,11637.0,[#24] #VEHICLE0000000000002,11739.0,[#24] #VEHICLE0000000000003,11321.0,[#24] #VEHICLE0000000000004,11573.0,[#24] #VEHICLE0000000000005,11686.0,[#24] #VEHICLE0000000000006,11424.0,[#24] #VEHICLE0000000000007,11323.0
[#25] #VEHICLE0000000000001,10578.0,[#25] #VEHICLE0000000000002,10626.0,[#25] #VEHICLE0000000000003,9859.0,[#25] #VEHICLE0000000000004,10101.0,[#25] #VEHICLE0000000000005,10496.0,[#25] #VEHICLE0000000000006,10750.0,[#25] #VEHICLE0000000000007,10517.0
[#26] #VEHICLE0000000000001,10871.0,[#26] #VEHICLE0000000000002,10389.0,[#26] #VEHICLE0000000000003,10857.0,[#26] #VEHICLE0000000000004,10789.0,[#26] #VEHICLE0000000000005,10976.0,[#26] #VEHICLE0000000000006,10843.0,[#26] #VEHICLE0000000000007,10951.0
[#27] #VEHICLE0000000000001,10961.0,[#27] #VEHICLE0000000000002,10610.0,[#27] #VEHICLE0000000000003,11146.0,[#27] #VEHICLE0000000000004,11260.0,[#27] #VEHICLE0000000000005,11120.0,[#27] #VEHICLE0000000000006,10983.0,[#27] #VEHICLE0000000000007,11272.0
