[#1] #VEHICLE0000000000001,2708.0,[#1] #VEHICLE0000000000002,2350.0,[#1] #VEHICLE0000000000003,3617.0,[#1] #VEHICLE0000000000004,2215.0,[#1] #VEHICLE0000000000005,2636.0,[#1] #VEHICLE0000000000006,2564.0,[#1] #VEHICLE0000000000007,1208.0,[#1] #VEHICLE0000000000008,2770.0,[#1] #VEHICLE0000000000009,2980.0,[#1] #VEHICLE0000000000010,1966.0,[#1] #VEHICLE0000000000011,2610.0,[#1] #VEHICLE0000000000012,3048.0,[#1] #VEHICLE0000000000013,2389.0,[#1] #VEHICLE0000000000014,39.0,[#1] #VEHICLE0000000000015,2998.0,[#1] #VEHICLE0000000000016,4.0,[#1] #VEHICLE0000000000017,2682.0,[#1] #VEHICLE0000000000018,2630.0,[#1] #VEHICLE0000000000019,1190.0,[#1] #VEHICLE0000000000020,1673.0,[#1] #VEHICLE0000000000021,2034.0,[#1] #VEHICLE0000000000022,2096.0,[#1] #VEHICLE0000000000023,1729.0,[#1] #VEHICLE0000000000024,1383.0
[#2] #VEHICLE0000000000001,2641.0,[#2] #VEHICLE0000000000002,2924.0,[#2] #VEHICLE0000000000003,1265.0,[#2] #VEHICLE0000000000004,2517.0,[#2] #VEHICLE0000000000005,2972.0,[#2] #VEHICLE0000000000006,2444.0,[#2] #VEHICLE0000000000007,2740.0,[#2] #VEHICLE0000000000008,2509.0,[#2] #VEHICLE0000000000009,2546.0,[#2] #VEHICLE0000000000010,2671.0,[#2] #VEHICLE0000000000011,2699.0,[#2] #VEHICLE0000000000012,2125.0,[#2] #VEHICLE0000000000013,3064.0,[#2] #VEHICLE0000000000014,2123.0,[#2] #VEHICLE0000000000015,2302.0,[#2] #VEHICLE0000000000016,2028.0,[#2] #VEHICLE0000000000017,1272.0,[#2] #VEHICLE0000000000018,2488.0,[#2] #VEHICLE0000000000019,1227.0,[#2] #VEHICLE0000000000020,1354.0,[#2] #VEHICLE0000000000021,1732.0,[#2] #VEHICLE0000000000022,1274.0,[#2] #VEHICLE0000000000023,2082.0,[#2] #VEHICLE0000000000024,1203.0
[#3] #VEHICLE0000000000001,2175.0,[#3] #VEHICLE0000000000002,2428.0,[#3] #VEHICLE0000000000003,2555.0,[#3] #VEHICLE0000000000004,1922.0,[#3] #VEHICLE0000000000005,3128.0,[#3] #VEHICLE0000000000006,2328.0,[#3] #VEHICLE0000000000007,2343.0,[#3] #VEHICLE0000000000008,1951.0,[#3] #VEHICLE0000000000009,2376.0,[#3] #VEHICLE0000000000010,2482.0,[#3] #VEHICLE0000000000011,2028.0,[#3] #VEHICLE0000000000012,2477.0,[#3] #VEHICLE0000000000013,2341.0,[#3] #VEHICLE0000000000014,1881.0,[#3] #VEHICLE0000000000015,2158.0,[#3] #VEHICLE0000000000016,2144.0,[#3] #VEHICLE0000000000017,2168.0,[#3] #VEHICLE0000000000018,2660.0,[#3] #VEHICLE0000000000019,1221.0,[#3] #VEHICLE0000000000020,1054.0,[#3] #VEHICLE0000000000021,88.0,[#3] #VEHICLE0000000000022,2176.0,[#3] #VEHICLE0000000000023,1628.0,[#3] #VEHICLE0000000000024,1695.0
[#4] #VEHICLE0000000000001,2859.0,[#4] #VEHICLE0000000000002,2483.0,[#4] #VEHICLE0000000000003,2606.0,[#4] #VEHICLE0000000000004,2759.0,[#4] #VEHICLE0000000000005,954.0,[#4] #VEHICLE0000000000006,1938.0,[#4] #VEHICLE0000000000007,2336.0,[#4] #VEHICLE0000000000008,2121.0,[#4] #VEHICLE0000000000009,2758.0,[#4] #VEHICLE0000000000010,2444.0,[#4] #VEHICLE0000000000011,2120.0,[#4] #VEHICLE0000000000012,3375.0,[#4] #VEHICLE0000000000013,2519.0,[#4] #VEHICLE0000000000014,2241.0,[#4] #VEHICLE0000000000015,2612.0,[#4] #VEHICLE0000000000016,1584.0,[#4] #VEHICLE0000000000017,2484.0,[#4] #VEHICLE0000000000018,2520.0,[#4] #VEHICLE0000000000019,1070.0,[#4] #VEHICLE0000000000020,1373.0,[#4] #VEHICLE0000000000021,2028.0,[#4] #VEHICLE0000000000022,2470.0,[#4] #VEHICLE0000000000023,622.0,[#4] #VEHICLE0000000000024,1971.0
[#5] #VEHICLE0000000000001,2672.0,[#5] #VEHICLE0000000000002,2547.0,[#5] #VEHICLE0000000000003,2867.0,[#5] #VEHICLE0000000000004,2625.0,[#5] #VEHICLE0000000000005,2814.0,[#5] #VEHICLE0000000000006,2770.0,[#5] #VEHICLE0000000000007,2330.0,[#5] #VEHICLE0000000000008,3155.0,[#5] #VEHICLE0000000000009,2800.0,[#5] #VEHICLE0000000000010,2330.0,[#5] #VEHICLE0000000000011,1334.0,[#5] #VEHICLE0000000000012,2880.0,[#5] #VEHICLE0000000000013,2828.0,[#5] #VEHICLE0000000000014,39.0,[#5] #VEHICLE0000000000015,2759.0,[#5] #VEHICLE0000000000016,4.0,[#5] #VEHICLE0000000000017,2100.0,[#5] #VEHICLE0000000000018,2692.0,[#5] #VEHICLE0000000000019,1467.0,[#5] #VEHICLE0000000000020,2294.0,[#5] #VEHICLE0000000000021,2225.0,[#5] #VEHICLE0000000000022,2363.0,[#5] #VEHICLE0000000000023,2651.0,[#5] #VEHICLE0000000000024,1303.0
[#6] #VEHICLE0000000000001,2381.0,[#6] #VEHICLE0000000000002,2548.0,[#6] #VEHICLE0000000000003,909.0,[#6] #VEHICLE0000000000004,2491.0,[#6] #VEHICLE0000000000005,1028.0,[#6] #VEHICLE0000000000006,2210.0,[#6] #VEHICLE0000000000007,2646.0,[#6] #VEHICLE0000000000008,2753.0,[#6] #VEHICLE0000000000009,2456.0,[#6] #VEHICLE0000000000010,2556.0,[#6] #VEHICLE0000000000011,1232.0,[#6] #VEHICLE0000000000012,1756.0,[#6] #VEHICLE0000000000013,2433.0,[#6] #VEHICLE0000000000014,2522.0,[#6] #VEHICLE0000000000015,2555.0,[#6] #VEHICLE0000000000016,2415.0,[#6] #VEHICLE0000000000017,2050.0,[#6] #VEHICLE0000000000018,2109.0,[#6] #VEHICLE0000000000019,1491.0,[#6] #VEHICLE0000000000020,1466.0,[#6] #VEHICLE0000000000021,1880.0,[#6] #VEHICLE0000000000022,1864.0,[#6] #VEHICLE0000000000023,1886.0,[#6] #VEHICLE0000000000024,1469.0
[#7] #VEHICLE0000000000001,1779.0,[#7] #VEHICLE0000000000002,2908.0,[#7] #VEHICLE0000000000003,2570.0,[#7] #VEHICLE0000000000004,2451.0,[#7] #VEHICLE0000000000005,2470.0,[#7] #VEHICLE0000000000006,1928.0,[#7] #VEHICLE0000000000007,2812.0,[#7] #VEHICLE0000000000008,2314.0,[#7] #VEHICLE0000000000009,2435.0,[#7] #VEHICLE0000000000010,2356.0,[#7] #VEHICLE0000000000011,622.0,[#7] #VEHICLE0000000000012,2908.0,[#7] #VEHICLE0000000000013,3010.0,[#7] #VEHICLE0000000000014,1889.0,[#7] #VEHICLE0000000000015,1309.0,[#7] #VEHICLE0000000000016,2251.0,[#7] #VEHICLE0000000000017,2018.0,[#7] #VEHICLE0000000000018,2234.0,[#7] #VEHICLE0000000000019,1070.0,[#7] #VEHICLE0000000000020,1368.0,[#7] #VEHICLE0000000000021,2356.0,[#7] #VEHICLE0000000000022,1924.0,[#7] #VEHICLE0000000000023,1496.0,[#7] #VEHICLE0000000000024,1410.0
[#8] #VEHICLE0000000000001,2474.0,[#8] #VEHICLE0000000000002,2840.0,[#8] #VEHICLE0000000000003,2615.0,[#8] #VEHICLE0000000000004,1393.0,[#8] #VEHICLE0000000000005,530.0,[#8] #VEHICLE0000000000006,2348.0,[#8] #VEHICLE0000000000007,1268.0,[#8] #VEHICLE0000000000008,1528.0,[#8] #VEHICLE0000000000009,2880.0,[#8] #VEHICLE0000000000010,2552.0,[#8] #VEHICLE0000000000011,2516.0,[#8] #VEHICLE0000000000012,2708.0,[#8] #VEHICLE0000000000013,2555.0,[#8] #VEHICLE0000000000014,2375.0,[#8] #VEHICLE0000000000015,2003.0,[#8] #VEHICLE0000000000016,2409.0,[#8] #VEHICLE0000000000017,2304.0,[#8] #VEHICLE0000000000018,1874.0,[#8] #VEHICLE0000000000019,1589.0,[#8] #VEHICLE0000000000020,1020.0,[#8] #VEHICLE0000000000021,2498.0,[#8] #VEHICLE0000000000022,1786.0,[#8] #VEHICLE0000000000023,1960.0,[#8] #VEHICLE0000000000024,1278.0
[#9] #VEHICLE0000000000001,2377.0,[#9] #VEHICLE0000000000002,2574.0,[#9] #VEHICLE0000000000003,2503.0,[#9] #VEHICLE0000000000004,519.0,[#9] #VEHICLE0000000000005,2407.0,[#9] #VEHICLE0000000000006,2190.0,[#9] #VEHICLE0000000000007,2178.0,[#9] #VEHICLE0000000000008,2480.0,[#9] #VEHICLE0000000000009,3099.0,[#9] #VEHICLE0000000000010,1928.0,[#9] #VEHICLE0000000000011,1811.0,[#9] #VEHICLE0000000000012,2432.0,[#9] #VEHICLE0000000000013,2959.0,[#9] #VEHICLE0000000000014,43.0,[#9] #VEHICLE0000000000015,2160.0,[#9] #VEHICLE0000000000016,1848.0,[#9] #VEHICLE0000000000017,2532.0,[#9] #VEHICLE0000000000018,2176.0,[#9] #VEHICLE0000000000019,1420.0,[#9] #VEHICLE0000000000020,2308.0,[#9] #VEHICLE0000000000021,2280.0,[#9] #VEHICLE0000000000022,1266.0,[#9] #VEHICLE0000000000023,1946.0,[#9] #VEHICLE0000000000024,1763.0
[#10] #VEHICLE0000000000001,2504.0,[#10] #VEHICLE0000000000002,2474.0,[#10] #VEHICLE0000000000003,1273.0,[#10] #VEHICLE0000000000004,2155.0,[#10] #VEHICLE0000000000005,2541.0,[#10] #VEHICLE0000000000006,2580.0,[#10] #VEHICLE0000000000007,2561.0,[#10] #VEHICLE0000000000008,2433.0,[#10] #VEHICLE0000000000009,2198.0,[#10] #VEHICLE0000000000010,2500.0,[#10] #VEHICLE0000000000011,1042.0,[#10] #VEHICLE0000000000012,1432.0,[#10] #VEHICLE0000000000013,3118.0,[#10] #VEHICLE0000000000014,2585.0,[#10] #VEHICLE0000000000015,2282.0,[#10] #VEHICLE0000000000016,2136.0,[#10] #VEHICLE0000000000017,2738.0,[#10] #VEHICLE0000000000018,2878.0,[#10] #VEHICLE0000000000019,1076.0,[#10] #VEHICLE0000000000020,1419.0,[#10] #VEHICLE0000000000021,2206.0,[#10] #VEHICLE0000000000022,2040.0,[#10] #VEHICLE0000000000023,2136.0,[#10] #VEHICLE0000000000024,1071.0
