[#1] #VEHICLE0000000000001,4772.0,[#1] #VEHICLE0000000000002,4623.0,[#1] #VEHICLE0000000000003,4813.0,[#1] #VEHICLE0000000000004,4447.0,[#1] #VEHICLE0000000000005,4077.0,[#1] #VEHICLE0000000000006,4004.0,[#1] #VEHICLE0000000000007,5063.0,[#1] #VEHICLE0000000000008,3923.0,[#1] #VEHICLE0000000000009,3619.0,[#1] #VEHICLE0000000000010,4844.0,[#1] #VEHICLE0000000000011,3718.0,[#1] #VEHICLE0000000000012,4446.0,[#1] #VEHICLE0000000000013,3979.0,[#1] #VEHICLE0000000000014,4037.0,[#1] #VEHICLE0000000000015,4071.0
[#2] #VEHICLE0000000000001,5496.0,[#2] #VEHICLE0000000000002,4516.0,[#2] #VEHICLE0000000000003,5219.0,[#2] #VEHICLE0000000000004,5532.0,[#2] #VEHICLE0000000000005,4592.0,[#2] #VEHICLE0000000000006,5000.0,[#2] #VEHICLE0000000000007,4668.0,[#2] #VEHICLE0000000000008,4275.0,[#2] #VEHICLE0000000000009,4962.0,[#2] #VEHICLE0000000000010,4602.0,[#2] #VEHICLE0000000000011,3862.0,[#2] #VEHICLE0000000000012,5007.0,[#2] #VEHICLE0000000000013,4586.0,[#2] #VEHICLE0000000000014,5119.0,[#2] #VEHICLE0000000000015,5242.0
[#3] #VEHICLE0000000000001,4153.0,[#3] #VEHICLE0000000000002,4506.0,[#3] #VEHICLE0000000000003,3901.0,[#3] #VEHICLE0000000000004,3673.0,[#3] #VEHICLE0000000000005,4058.0,[#3] #VEHICLE0000000000006,3734.0,[#3] #VEHICLE0000000000007,4050.0,[#3] #VEHICLE0000000000008,4285.0,[#3] #VEHICLE0000000000009,4801.0,[#3] #VEHICLE0000000000010,4487.0,[#3] #VEHICLE0000000000011,4058.0,[#3] #VEHICLE0000000000012,4683.0,[#3] #VEHICLE0000000000013,4952.0,[#3] #VEHICLE0000000000014,4237.0,[#3] #VEHICLE0000000000015,4573.0
[#4] #VEHICLE0000000000001,4623.0,[#4] #VEHICLE0000000000002,5138.0,[#4] #VEHICLE0000000000003,5678.0,[#4] #VEHICLE0000000000004,4337.0,[#4] #VEHICLE0000000000005,4899.0,[#4] #VEHICLE0000000000006,4182.0,[#4] #VEHICLE0000000000007,5637.0,[#4] #VEHICLE0000000000008,4930.0,[#4] #VEHICLE0000000000009,5197.0,[#4] #VEHICLE0000000000010,4259.0,[#4] #VEHICLE0000000000011,3641.0,[#4] #VEHICLE0000000000012,4182.0,[#4] #VEHICLE0000000000013,5404.0,[#4] #VEHICLE0000000000014,4491.0,[#4] #VEHICLE0000000000015,5292.0
[#5] #VEHICLE0000000000001,3971.0,[#5] #VEHICLE0000000000002,4223.0,[#5] #VEHICLE0000000000003,3582.0,[#5] #VEHICLE0000000000004,4032.0,[#5] #VEHICLE0000000000005,4720.0,[#5] #VEHICLE0000000000006,4258.0,[#5] #VEHICLE0000000000007,5086.0,[#5] #VEHICLE0000000000008,3704.0,[#5] #VEHICLE0000000000009,4425.0,[#5] #VEHICLE0000000000010,3572.0,[#5] #VEHICLE0000000000011,4418.0,[#5] #VEHICLE0000000000012,4846.0,[#5] #VEHICLE0000000000013,4388.0,[#5] #VEHICLE0000000000014,4323.0,[#5] #VEHICLE0000000000015,4142.0
[#6] #VEHICLE0000000000001,4054.0,[#6] #VEHICLE0000000000002,3918.0,[#6] #VEHICLE0000000000003,3956.0,[#6] #VEHICLE0000000000004,4931.0,[#6] #VEHICLE0000000000005,4672.0,[#6] #VEHICLE0000000000006,4633.0,[#6] #VEHICLE0000000000007,5108.0,[#6] #VEHICLE0000000000008,4286.0,[#6] #VEHICLE0000000000009,4939.0,[#6] #VEHICLE0000000000010,4585.0,[#6] #VEHICLE0000000000011,3955.0,[#6] #VEHICLE0000000000012,3861.0,[#6] #VEHICLE0000000000013,4414.0,[#6] #VEHICLE0000000000014,5033.0,[#6] #VEHICLE0000000000015,4081.0
[#7] #VEHICLE0000000000001,4970.0,[#7] #VEHICLE0000000000002,4764.0,[#7] #VEHICLE0000000000003,3728.0,[#7] #VEHICLE0000000000004,4101.0,[#7] #VEHICLE0000000000005,4242.0,[#7] #VEHICLE0000000000006,4460.0,[#7] #VEHICLE0000000000007,4922.0,[#7] #VEHICLE0000000000008,5446.0,[#7] #VEHICLE0000000000009,5469.0,[#7] #VEHICLE0000000000010,5109.0,[#7] #VEHICLE0000000000011,4242.0,[#7] #VEHICLE0000000000012,4248.0,[#7] #VEHICLE0000000000013,4064.0,[#7] #VEHICLE0000000000014,4168.0,[#7] #VEHICLE0000000000015,4302.0
[#8] #VEHICLE0000000000001,4579.0,[#8] #VEHICLE0000000000002,4075.0,[#8] #VEHICLE0000000000003,4514.0,[#8] #VEHICLE0000000000004,4944.0,[#8] #VEHICLE0000000000005,4331.0,[#8] #VEHICLE0000000000006,4154.0,[#8] #VEHICLE0000000000007,5540.0,[#8] #VEHICLE0000000000008,5387.0,[#8] #VEHICLE0000000000009,4866.0,[#8] #VEHICLE0000000000010,5370.0,[#8] #VEHICLE0000000000011,3484.0,[#8] #VEHICLE0000000000012,5076.0,[#8] #VEHICLE0000000000013,5177.0,[#8] #VEHICLE0000000000014,4196.0,[#8] #VEHICLE0000000000015,3647.0
[#9] #VEHICLE0000000000001,4027.0,[#9] #VEHICLE0000000000002,4727.0,[#9] #VEHICLE0000000000003,4610.0,[#9] #VEHICLE0000000000004,4740.0,[#9] #VEHICLE0000000000005,3953.0,[#9] #VEHICLE0000000000006,4001.0,[#9] #VEHICLE0000000000007,4899.0,[#9] #VEHICLE0000000000008,4918.0,[#9] #VEHICLE0000000000009,5183.0,[#9] #VEHICLE0000000000010,3559.0,[#9] #VEHICLE0000000000011,4544.0,[#9] #VEHICLE0000000000012,4162.0,[#9] #VEHICLE0000000000013,4979.0,[#9] #VEHICLE0000000000014,4146.0,[#9] #VEHICLE0000000000015,4281.0
[#10] #VEHICLE0000000000001,3923.0,[#10] #VEHICLE0000000000002,3717.0,[#10] #VEHICLE0000000000003,4808.0,[#10] #VEHICLE0000000000004,4485.0,[#10] #VEHICLE0000000000005,3442.0,[#10] #VEHICLE0000000000006,4029.0,[#10] #VEHICLE0000000000007,4241.0,[#10] #VEHICLE0000000000008,4903.0,[#10] #VEHICLE0000000000009,4805.0,[#10] #VEHICLE0000000000010,3712.0,[#10] #VEHICLE0000000000011,3445.0,[#10] #VEHICLE0000000000012,4700.0,[#10] #VEHICLE0000000000013,4771.0,[#10] #VEHICLE0000000000014,3910.0,[#10] #VEHICLE0000000000015,3776.0
