[#11] #VEHICLE0000000000001,4838.0,[#11] #VEHICLE0000000000002,4522.0,[#11] #VEHICLE0000000000003,5284.0,[#11] #VEHICLE0000000000004,5112.0,[#11] #VEHICLE0000000000005,4754.0,[#11] #VEHICLE0000000000006,5036.0,[#11] #VEHICLE0000000000007,5918.0,[#11] #VEHICLE0000000000008,5872.0,[#11] #VEHICLE0000000000009,5442.0,[#11] #VEHICLE0000000000010,4451.0,[#11] #VEHICLE0000000000011,5126.0,[#11] #VEHICLE0000000000012,5050.0,[#11] #VEHICLE0000000000013,5115.0,[#11] #VEHICLE0000000000014,4917.0
[#12] #VEHICLE0000000000001,4797.0,[#12] #VEHICLE0000000000002,5691.0,[#12] #VEHICLE0000000000003,3945.0,[#12] #VEHICLE0000000000004,5475.0,[#12] #VEHICLE0000000000005,5626.0,[#12] #VEHICLE0000000000006,4327.0,[#12] #VEHICLE0000000000007,5589.0,[#12] #VEHICLE0000000000008,4618.0,[#12] #VEHICLE0000000000009,5476.0,[#12] #VEHICLE0000000000010,5190.0,[#12] #VEHICLE0000000000011,3772.0,[#12] #VEHICLE0000000000012,5627.0,[#12] #VEHICLE0000000000013,4895.0,[#12] #VEHICLE0000000000014,4587.0
[#13] #VEHICLE0000000000001,6187.0,[#13] #VEHICLE0000000000002,5664.0,[#13] #VEHICLE0000000000003,6344.0,[#13] #VEHICLE0000000000004,5063.0,[#13] #VEHICLE0000000000005,5995.0,[#13] #VEHICLE0000000000006,5428.0,[#13] #VEHICLE0000000000007,5259.0,[#13] #VEHICLE0000000000008,5623.0,[#13] #VEHICLE0000000000009,5318.0,[#13] #VEHICLE0000000000010,5266.0,[#13] #VEHICLE0000000000011,5344.0,[#13] #VEHICLE0000000000012,4813.0,[#13] #VEHICLE0000000000013,4190.0,[#13] #VEHICLE0000000000014,5228.0
[#14] #VEHICLE0000000000001,5589.0,[#14] #VEHICLE0000000000002,4086.0,[#14] #VEHICLE0000000000003,6018.0,[#14] #VEHICLE0000000000004,4567.0,[#14] #VEHICLE0000000000005,4942.0,[#14] #VEHICLE0000000000006,5174.0,[#14] #VEHICLE0000000000007,5816.0,[#14] #VEHICLE0000000000008,5314.0,[#14] #VEHICLE0000000000009,4956.0,[#14] #VEHICLE0000000000010,5681.0,[#14] #VEHICLE0000000000011,4232.0,[#14] #VEHICLE0000000000012,5045.0,[#14] #VEHICLE0000000000013,4607.0,[#14] #VEHICLE0000000000014,4639.0
[#15] #VEHICLE0000000000001,4510.0,[#15] #VEHICLE0000000000002,4978.0,[#15] #VEHICLE0000000000003,5159.0,[#15] #VEHICLE0000000000004,5108.0,[#15] #VEHICLE0000000000005,5294.0,[#15] #VEHICLE0000000000006,4334.0,[#15] #VEHICLE0000000000007,5428.0,[#15] #VEHICLE0000000000008,5239.0,[#15] #VEHICLE0000000000009,4543.0,[#15] #VEHICLE0000000000010,3648.0,[#15] #VEHICLE0000000000011,3728.0,[#15] #VEHICLE0000000000012,4197.0,[#15] #VEHICLE0000000000013,4318.0,[#15] #VEHICLE0000000000014,4554.0
[#16] #VEHICLE0000000000001,4786.0,[#16] #VEHICLE0000000000002,4828.0,[#16] #VEHICLE0000000000003,4696.0,[#16] #VEHICLE0000000000004,5631.0,[#16] #VEHICLE0000000000005,3838.0,[#16] #VEHICLE0000000000006,3628.0,[#16] #VEHICLE0000000000007,4643.0,[#16] #VEHICLE0000000000008,5539.0,[#16] #VEHICLE0000000000009,5588.0,[#16] #VEHICLE0000000000010,4209.0,[#16] #VEHICLE0000000000011,3754.0,[#16] #VEHICLE0000000000012,4403.0,[#16] #VEHICLE0000000000013,5324.0,[#16] #VEHICLE0000000000014,4987.0
[#18] #VEHICLE0000000000001,4982.0,[#18] #VEHICLE0000000000002,5914.0,[#18] #VEHICLE0000000000003,5455.0,[#18] #VEHICLE0000000000004,4950.0,[#18] #VEHICLE0000000000005,5471.0,[#18] #VEHICLE0000000000006,4978.0,[#18] #VEHICLE0000000000007,6084.0,[#18] #VEHICLE0000000000008,5642.0,[#18] #VEHICLE0000000000009,6057.0,[#18] #VEHICLE0000000000010,5471.0,[#18] #VEHICLE0000000000011,5634.0,[#18] #VEHICLE0000000000012,5666.0,[#18] #VEHICLE0000000000013,5699.0,[#18] #VEHICLE0000000000014,5021.0
[#19] #VEHICLE0000000000001,4725.0,[#19] #VEHICLE0000000000002,5848.0,[#19] #VEHICLE0000000000003,6215.0,[#19] #VEHICLE0000000000004,5578.0,[#19] #VEHICLE0000000000005,5473.0,[#19] #VEHICLE0000000000006,4180.0,[#19] #VEHICLE0000000000007,6108.0,[#19] #VEHICLE0000000000008,6194.0,[#19] #VEHICLE0000000000009,5037.0,[#19] #VEHICLE0000000000010,5551.0,[#19] #VEHICLE0000000000011,4865.0,[#19] #VEHICLE0000000000012,5345.0,[#19] #VEHICLE0000000000013,5821.0,[#19] #VEHICLE0000000000014,5123.0
[#20] #VEHICLE0000000000001,3985.0,[#20] #VEHICLE0000000000002,4927.0,[#20] #VEHICLE0000000000003,5372.0,[#20] #VEHICLE0000000000004,5181.0,[#20] #VEHICLE0000000000005,4001.0,[#20] #VEHICLE0000000000006,5224.0,[#20] #VEHICLE0000000000007,4358.0,[#20] #VEHICLE0000000000008,5194.0,[#20] #VEHICLE0000000000009,4254.0,[#20] #VEHICLE0000000000010,5285.0,[#20] #VEHICLE0000000000011,3471.0,[#20] #VEHICLE0000000000012,4566.0,[#20] #VEHICLE0000000000013,4984.0,[#20] #VEHICLE0000000000014,4740.0
[#21] #VEHICLE0000000000001,5193.0,[#21] #VEHICLE0000000000002,5110.0,[#21] #VEHICLE0000000000003,5313.0,[#21] #VEHICLE0000000000004,5549.0,[#21] #VEHICLE0000000000005,4609.0,[#21] #VEHICLE0000000000006,4987.0,[#21] #VEHICLE0000000000007,4618.0,[#21] #VEHICLE0000000000008,5474.0,[#21] #VEHICLE0000000000009,4392.0,[#21] #VEHICLE0000000000010,5250.0,[#21] #VEHICLE0000000000011,4231.0,[#21] #VEHICLE0000000000012,4997.0,[#21] #VEHICLE0000000000013,4465.0,[#21] #VEHICLE0000000000014,4418.0
[#22] #VEHICLE0000000000001,5741.0,[#22] #VEHICLE0000000000002,5697.0,[#22] #VEHICLE0000000000003,5013.0,[#22] #VEHICLE0000000000004,5491.0,[#22] #VEHICLE0000000000005,6234.0,[#22] #VEHICLE0000000000006,5357.0,[#22] #VEHICLE0000000000007,5945.0,[#22] #VEHICLE0000000000008,5886.0,[#22] #VEHICLE0000000000009,5304.0,[#22] #VEHICLE0000000000010,4344.0,[#22] #VEHICLE0000000000011,4634.0,[#22] #VEHICLE0000000000012,5150.0,[#22] #VEHICLE0000000000013,5729.0,[#22] #VEHICLE0000000000014,5801.0
[#23] #VEHICLE0000000000001,5055.0,[#23] #VEHICLE0000000000002,5933.0,[#23] #VEHICLE0000000000003,4629.0,[#23] #VEHICLE0000000000004,5688.0,[#23] #VEHICLE0000000000005,6291.0,[#23] #VEHICLE0000000000006,4899.0,[#23] #VEHICLE0000000000007,5649.0,[#23] #VEHICLE0000000000008,5596.0,[#23] #VEHICLE0000000000009,4949.0,[#23] #VEHICLE0000000000010,5283.0,[#23] #VEHICLE0000000000011,5061.0,[#23] #VEHICLE0000000000012,4340.0,[#23] #VEHICLE0000000000013,5263.0,[#23] #VEHICLE0000000000014,4246.0
[#24] #VEHICLE0000000000001,5709.0,[#24] #VEHICLE0000000000002,4703.0,[#24] #VEHICLE0000000000003,4549.0,[#24] #VEHICLE0000000000004,4539.0,[#24] #VEHICLE0000000000005,5774.0,[#24] #VEHICLE0000000000006,5554.0,[#24] #VEHICLE0000000000007,5171.0,[#24] #VEHICLE0000000000008,4287.0,[#24] #VEHICLE0000000000009,5536.0,[#24] #VEHICLE0000000000010,5414.0,[#24] #VEHICLE0000000000011,4885.0,[#24] #VEHICLE0000000000012,5178.0,[#24] #VEHICLE0000000000013,5208.0,[#24] #VEHICLE0000000000014,4955.0
[#25] #VEHICLE0000000000001,4875.0,[#25] #VEHICLE0000000000002,5076.0,[#25] #VEHICLE0000000000003,5337.0,[#25] #VEHICLE0000000000004,4720.0,[#25] #VEHICLE0000000000005,5469.0,[#25] #VEHICLE0000000000006,5094.0,[#25] #VEHICLE0000000000007,5314.0,[#25] #VEHICLE0000000000008,5190.0,[#25] #VEHICLE0000000000009,5474.0,[#25] #VEHICLE0000000000010,5311.0,[#25] #VEHICLE0000000000011,4898.0,[#25] #VEHICLE0000000000012,5009.0,[#25] #VEHICLE0000000000013,5709.0,[#25] #VEHICLE0000000000014,5011.0
[#26] #VEHICLE0000000000001,5234.0,[#26] #VEHICLE0000000000002,4980.0,[#26] #VEHICLE0000000000003,4421.0,[#26] #VEHICLE0000000000004,4568.0,[#26] #VEHICLE0000000000005,4403.0,[#26] #VEHICLE0000000000006,4283.0,[#26] #VEHICLE0000000000007,4445.0,[#26] #VEHICLE0000000000008,5014.0,[#26] #VEHICLE0000000000009,4460.0,[#26] #VEHICLE0000000000010,4040.0,[#26] #VEHICLE0000000000011,4329.0,[#26] #VEHICLE0000000000012,3952.0,[#26] #VEHICLE0000000000013,3946.0,[#26] #VEHICLE0000000000014,4164.0
[#27] #VEHICLE0000000000001,5621.0,[#27] #VEHICLE0000000000002,5238.0,[#27] #VEHICLE0000000000003,4923.0,[#27] #VEHICLE0000000000004,5207.0,[#27] #VEHICLE0000000000005,5592.0,[#27] #VEHICLE0000000000006,4812.0,[#27] #VEHICLE0000000000007,5144.0,[#27] #VEHICLE0000000000008,5726.0,[#27] #VEHICLE0000000000009,5639.0,[#27] #VEHICLE0000000000010,4264.0,[#27] #VEHICLE0000000000011,5134.0,[#27] #VEHICLE0000000000012,5149.0,[#27] #VEHICLE0000000000013,5886.0,[#27] #VEHICLE0000000000014,4763.0
[#28] #VEHICLE0000000000001,4111.0,[#28] #VEHICLE0000000000002,4482.0,[#28] #VEHICLE0000000000003,4869.0,[#28] #VEHICLE0000000000004,4913.0,[#28] #VEHICLE0000000000005,4728.0,[#28] #VEHICLE0000000000006,4435.0,[#28] #VEHICLE0000000000007,5441.0,[#28] #VEHICLE0000000000008,5678.0,[#28] #VEHICLE0000000000009,5220.0,[#28] #VEHICLE0000000000010,5406.0,[#28] #VEHICLE0000000000011,4905.0,[#28] #VEHICLE0000000000012,4988.0,[#28] #VEHICLE0000000000013,5476.0,[#28] #VEHICLE0000000000014,5239.0
[#29] #VEHICLE0000000000001,5595.0,[#29] #VEHICLE0000000000002,3669.0,[#29] #VEHICLE0000000000003,5495.0,[#29] #VEHICLE0000000000004,3622.0,[#29] #VEHICLE0000000000005,3625.0,[#29] #VEHICLE0000000000006,4244.0,[#29] #VEHICLE0000000000007,5026.0,[#29] #VEHICLE0000000000008,5076.0,[#29] #VEHICLE0000000000009,4472.0,[#29] #VEHICLE0000000000010,5611.0,[#29] #VEHICLE0000000000011,4830.0,[#29] #VEHICLE0000000000012,5222.0,[#29] #VEHICLE0000000000013,5226.0,[#29] #VEHICLE0000000000014,5242.0
[#30] #VEHICLE0000000000001,5795.0,[#30] #VEHICLE0000000000002,5317.0,[#30] #VEHICLE0000000000003,4828.0,[#30] #VEHICLE0000000000004,5067.0,[#30] #VEHICLE0000000000005,5817.0,[#30] #VEHICLE0000000000006,5034.0,[#30] #VEHICLE0000000000007,4858.0,[#30] #VEHICLE0000000000008,5618.0,[#30] #VEHICLE0000000000009,5046.0,[#30] #VEHICLE0000000000010,6098.0,[#30] #VEHICLE0000000000011,5121.0,[#30] #VEHICLE0000000000012,4943.0,[#30] #VEHICLE0000000000013,5984.0,[#30] #VEHICLE0000000000014,5132.0
