44.0,VEHICLE0000000000009,posX,133.0,posY,43.0,status,MOVE
44.0,VEHICLE0000000000010,posX,140.0,posY,42.0,status,MOVE
45.0,VEHICLE0000000000001,posX,125.0,posY,8.0,status,MOVE
45.0,VEHICLE0000000000002,posX,127.0,posY,8.0,status,MOVE
45.0,VEHICLE0000000000003,posX,141.0,posY,15.0,status,MOVE
45.0,VEHICLE0000000000004,posX,131.0,posY,27.0,status,MOVE
45.0,VEHICLE0000000000005,posX,134.0,posY,35.0,status,MOVE
45.0,VEHICLE0000000000008,posX,109.0,posY,43.0,status,MOVE
45.0,VEHICLE0000000000009,posX,134.0,posY,43.0,status,MOVE
45.0,VEHICLE0000000000010,posX,141.0,posY,42.0,status,MOVE
46.0,VEHICLE0000000000001,posX,124.0,posY,8.0,status,MOVE
46.0,VEHICLE0000000000002,posX,126.0,posY,8.0,status,MOVE
46.0,VEHICLE0000000000003,posX,141.0,posY,14.0,status,MOVE
46.0,VEHICLE0000000000004,posX,131.0,posY,26.0,status,MOVE
46.0,VEHICLE0000000000005,posX,133.0,posY,35.0,status,MOVE
46.0,VEHICLE0000000000008,posX,110.0,posY,43.0,status,MOVE
46.0,VEHICLE0000000000009,posX,135.0,posY,43.0,status,MOVE
46.0,VEHICLE0000000000010,posX,141.0,posY,41.0,status,MOVE
47.0,VEHICLE0000000000001,posX,123.0,posY,8.0,status,MOVE
47.0,VEHICLE0000000000002,posX,125.0,posY,8.0,status,MOVE
47.0,VEHICLE0000000000003,posX,141.0,posY,13.0,status,MOVE
47.0,VEHICLE0000000000004,posX,131.0,posY,25.0,status,MOVE
47.0,VEHICLE0000000000005,posX,132.0,posY,35.0,status,MOVE
47.0,VEHICLE0000000000008,posX,111.0,posY,43.0,status,MOVE
47.0,VEHICLE0000000000009,posX,136.0,posY,43.0,status,MOVE
47.0,VEHICLE0000000000010,posX,141.0,posY,40.0,status,MOVE
48.0,VEHICLE0000000000001,posX,122.0,posY,8.0,status,MOVE
48.0,VEHICLE0000000000002,posX,124.0,posY,8.0,status,MOVE
48.0,VEHICLE0000000000003,posX,141.0,posY,12.0,status,MOVE
48.0,VEHICLE0000000000004,posX,131.0,posY,24.0,status,MOVE
48.0,VEHICLE0000000000005,posX,132.0,posY,34.0,status,MOVE
48.0,VEHICLE0000000000008,posX,112.0,posY,43.0,status,MOVE
48.0,VEHICLE0000000000009,posX,137.0,posY,43.0,status,MOVE
48.0,VEHICLE0000000000010,posX,141.0,posY,39.0,status,MOVE
49.0,VEHICLE0000000000001,posX,121.0,posY,8.0,status,MOVE
49.0,VEHICLE0000000000002,posX,123.0,posY,8.0,status,MOVE
49.0,VEHICLE0000000000003,posX,141.0,posY,11.0,status,MOVE
49.0,VEHICLE0000000000004,posX,131.0,posY,23.0,status,ARRIVAL
49.0,VEHICLE0000000000004,posX,131.0,posY,23.0,status,ARRIVAL
49.0,VEHICLE0000000000005,posX,131.0,posY,34.0,status,MOVE
49.0,VEHICLE0000000000008,posX,113.0,posY,43.0,status,MOVE
49.0,VEHICLE0000000000009,posX,138.0,posY,43.0,status,MOVE
49.0,VEHICLE0000000000010,posX,141.0,posY,38.0,status,MOVE
50.0,VEHICLE0000000000001,posX,120.0,posY,8.0,status,MOVE
50.0,VEHICLE0000000000002,posX,122.0,posY,8.0,status,MOVE
50.0,VEHICLE0000000000003,posX,141.0,posY,10.0,status,MOVE
50.0,VEHICLE0000000000004,posX,131.0,posY,23.0,status,LIFT_DOWN
50.0,VEHICLE0000000000005,posX,131.0,posY,33.0,status,MOVE
50.0,VEHICLE0000000000008,posX,114.0,posY,43.0,status,MOVE
50.0,VEHICLE0000000000009,posX,139.0,posY,43.0,status,MOVE
50.0,VEHICLE0000000000010,posX,141.0,posY,37.0,status,MOVE
51.0,VEHICLE0000000000004,posX,131.0,posY,23.0,status,LOAD
51.0,VEHICLE0000000000001,posX,119.0,posY,8.0,status,MOVE
51.0,VEHICLE0000000000002,posX,121.0,posY,8.0,status,MOVE
51.0,VEHICLE0000000000003,posX,141.0,posY,9.0,status,MOVE
51.0,VEHICLE0000000000005,posX,131.0,posY,32.0,status,MOVE
51.0,VEHICLE0000000000008,posX,115.0,posY,43.0,status,MOVE
51.0,VEHICLE0000000000009,posX,140.0,posY,43.0,status,MOVE
51.0,VEHICLE0000000000010,posX,141.0,posY,36.0,status,MOVE
52.0,VEHICLE0000000000001,posX,118.0,posY,8.0,status,MOVE
52.0,VEHICLE0000000000002,posX,120.0,posY,8.0,status,MOVE
52.0,VEHICLE0000000000003,posX,141.0,posY,8.0,status,MOVE
52.0,VEHICLE0000000000004,posX,131.0,posY,23.0,status,LIFT_UP
0,VEHICLE0000000000014,posX,127.0,posY,68.0,status,INIT
0,VEHICLE0000000000016,posX,125.0,posY,105.0,status,INIT
52.0,VEHICLE0000000000005,posX,131.0,posY,31.0,status,MOVE
52.0,VEHICLE0000000000008,posX,116.0,posY,43.0,status,MOVE
52.0,VEHICLE0000000000009,posX,140.0,posY,42.0,status,MOVE
52.0,VEHICLE0000000000010,posX,140.0,posY,36.0,status,MOVE
53.0,VEHICLE0000000000001,posX,117.0,posY,8.0,status,MOVE
53.0,VEHICLE0000000000002,posX,120.0,posY,9.0,status,MOVE
53.0,VEHICLE0000000000003,posX,140.0,posY,8.0,status,MOVE
53.0,VEHICLE0000000000004,posX,131.0,posY,22.0,status,MOVE
53.0,VEHICLE0000000000005,posX,131.0,posY,30.0,status,MOVE
53.0,VEHICLE0000000000008,posX,117.0,posY,43.0,status,MOVE
53.0,VEHICLE0000000000009,posX,141.0,posY,42.0,status,MOVE
53.0,VEHICLE0000000000010,posX,140.0,posY,35.0,status,MOVE
53.0,VEHICLE0000000000014,posX,126.0,posY,68.0,status,MOVE
53.0,VEHICLE0000000000016,posX,124.0,posY,105.0,status,MOVE
54.0,VEHICLE0000000000001,posX,116.0,posY,8.0,status,MOVE
54.0,VEHICLE0000000000002,posX,119.0,posY,9.0,status,MOVE
54.0,VEHICLE0000000000003,posX,139.0,posY,8.0,status,MOVE
54.0,VEHICLE0000000000004,posX,131.0,posY,21.0,status,MOVE
54.0,VEHICLE0000000000005,posX,131.0,posY,29.0,status,MOVE
54.0,VEHICLE0000000000008,posX,118.0,posY,43.0,status,MOVE
54.0,VEHICLE0000000000009,posX,141.0,posY,41.0,status,MOVE
54.0,VEHICLE0000000000010,posX,139.0,posY,35.0,status,MOVE
54.0,VEHICLE0000000000014,posX,126.0,posY,69.0,status,MOVE
54.0,VEHICLE0000000000016,posX,123.0,posY,105.0,status,MOVE
55.0,VEHICLE0000000000001,posX,115.0,posY,8.0,status,MOVE
55.0,VEHICLE0000000000002,posX,119.0,posY,10.0,status,MOVE
55.0,VEHICLE0000000000003,posX,138.0,posY,8.0,status,MOVE
55.0,VEHICLE0000000000004,posX,131.0,posY,20.0,status,MOVE
55.0,VEHICLE0000000000005,posX,131.0,posY,28.0,status,MOVE
55.0,VEHICLE0000000000008,posX,119.0,posY,43.0,status,MOVE
55.0,VEHICLE0000000000009,posX,141.0,posY,40.0,status,MOVE
55.0,VEHICLE0000000000010,posX,138.0,posY,35.0,status,MOVE
55.0,VEHICLE0000000000014,posX,126.0,posY,70.0,status,MOVE
55.0,VEHICLE0000000000016,posX,122.0,posY,105.0,status,MOVE
