[#1] #VEHICLE0000000000001,99.9508041627247,[#1] #VEHICLE0000000000002,99.81078524124882,[#1] #VEHICLE0000000000003,99.48912015137181
[#2] #VEHICLE0000000000001,99.95844038083723,[#2] #VEHICLE0000000000002,99.95844038083723,[#2] #VEHICLE0000000000003,99.9244370560677
[#3] #VEHICLE0000000000001,99.95676950284928,[#3] #VEHICLE0000000000002,99.9213990960896,[#3] #VEHICLE0000000000003,99.9410493220672
[#4] #VEHICLE0000000000001,99.94766505636072,[#4] #VEHICLE0000000000002,99.93558776167471,[#4] #VEHICLE0000000000003,99.95169082125604
[#5] #VEHICLE0000000000001,99.72124067530427,[#5] #VEHICLE0000000000002,99.89399293286219,[#5] #VEHICLE0000000000003,99.88221436984688
[#6] #VEHICLE0000000000001,99.90931761505327,[#6] #VEHICLE0000000000002,99.95843724023275,[#6] #VEHICLE0000000000003,99.90931761505327
[#7] #VEHICLE0000000000001,99.95722507388396,[#7] #VEHICLE0000000000002,99.94167055529631,[#7] #VEHICLE0000000000003,99.9066728884741
[#8] #VEHICLE0000000000001,99.95732298739088,[#8] #VEHICLE0000000000002,99.94180407371483,[#8] #VEHICLE0000000000003,99.94180407371483
[#9] #VEHICLE0000000000001,99.924167740957,[#9] #VEHICLE0000000000002,99.95829225752635,[#9] #VEHICLE0000000000003,99.9090012891484
[#10] #VEHICLE0000000000001,97.3342968404994,[#10] #VEHICLE0000000000002,97.33028222730739,[#10] #VEHICLE0000000000003,96.98502549279377
[#11] #VEHICLE0000000000001,99.90885614461492,[#11] #VEHICLE0000000000002,99.89366550205074,[#11] #VEHICLE0000000000003,99.05438250037977
[#12] #VEHICLE0000000000001,99.95276706289853,[#12] #VEHICLE0000000000002,99.95670314099033,[#12] #VEHICLE0000000000003,99.92127843816422
[#13] #VEHICLE0000000000001,99.95491248924047,[#13] #VEHICLE0000000000002,99.94261589539698,[#13] #VEHICLE0000000000003,99.90572611386645
[#14] #VEHICLE0000000000001,99.95156482861401,[#14] #VEHICLE0000000000002,99.7839046199702,[#14] #VEHICLE0000000000003,99.92548435171386
[#15] #VEHICLE0000000000001,99.93995797057941,[#15] #VEHICLE0000000000002,99.06184329030322,[#15] #VEHICLE0000000000003,99.94371059741819
[#16] #VEHICLE0000000000001,99.94700582935877,[#16] #VEHICLE0000000000002,99.93885288002934,[#16] #VEHICLE0000000000003,99.88178223472342
[#17] #VEHICLE0000000000001,99.9369830641985,[#17] #VEHICLE0000000000002,98.779046868846,[#17] #VEHICLE0000000000003,99.95273729814888
[#18] #VEHICLE0000000000001,99.93578492229975,[#18] #VEHICLE0000000000002,99.95290894301982,[#18] #VEHICLE0000000000003,99.9229419067597
[#19] #VEHICLE0000000000001,99.89938794332187,[#19] #VEHICLE0000000000002,99.89519577429363,[#19] #VEHICLE0000000000003,99.9245409574914
[#20] #VEHICLE0000000000001,99.82683982683983,[#20] #VEHICLE0000000000002,99.95052566481138,[#20] #VEHICLE0000000000003,99.9299113584828
[#21] #VEHICLE0000000000001,98.28235105701474,[#21] #VEHICLE0000000000002,99.9239269698911,[#21] #VEHICLE0000000000003,99.21124279308135
[#22] #VEHICLE0000000000001,99.95870405826483,[#22] #VEHICLE0000000000002,98.04407403236101,[#22] #VEHICLE0000000000003,98.04782820888238
[#23] #VEHICLE0000000000001,99.74916049682405,[#23] #VEHICLE0000000000002,99.48618359833313,[#23] #VEHICLE0000000000003,99.89885503904196
[#24] #VEHICLE0000000000001,99.94706794207721,[#24] #VEHICLE0000000000002,99.95841052591781,[#24] #VEHICLE0000000000003,99.90547846799501
[#25] #VEHICLE0000000000001,99.95581619537275,[#25] #VEHICLE0000000000002,99.89154884318766,[#25] #VEHICLE0000000000003,99.93573264781492
[#26] #VEHICLE0000000000001,99.94916314719224,[#26] #VEHICLE0000000000002,99.95698420147036,[#26] #VEHICLE0000000000003,99.13577350226811
[#27] #VEHICLE0000000000001,99.91087344028521,[#27] #VEHICLE0000000000002,99.36868686868688,[#27] #VEHICLE0000000000003,99.91830065359477
[#28] #VEHICLE0000000000001,99.92042651388557,[#28] #VEHICLE0000000000002,99.95623458263707,[#28] #VEHICLE0000000000003,99.95225590833134
[#29] #VEHICLE0000000000001,99.90922366499586,[#29] #VEHICLE0000000000002,99.94079804238861,[#29] #VEHICLE0000000000003,99.94079804238861
[#30] #VEHICLE0000000000001,97.4152785755313,[#30] #VEHICLE0000000000002,99.95486994338229,[#30] #VEHICLE0000000000003,99.94256174612292
