[#1] #VEHICLE0000000000001,64.33905146316852,[#1] #VEHICLE0000000000002,69.42482341069626,[#1] #VEHICLE0000000000003,74.32896064581232,[#1] #VEHICLE0000000000004,65.22704339051462,[#1] #VEHICLE0000000000005,72.49243188698284,[#1] #VEHICLE0000000000006,47.124117053481335,[#1] #VEHICLE0000000000007,70.23208879919274,[#1] #VEHICLE0000000000008,72.43188698284561,[#1] #VEHICLE0000000000009,65.42885973763875,[#1] #VEHICLE0000000000010,80.60544904137234,[#1] #VEHICLE0000000000011,52.472250252270435,[#1] #VEHICLE0000000000012,66.3572149344097,[#1] #VEHICLE0000000000013,55.56004036326942,[#1] #VEHICLE0000000000014,69.82845610494451,[#1] #VEHICLE0000000000015,81.27144298688194,[#1] #VEHICLE0000000000016,75.90312815338042,[#1] #VEHICLE0000000000017,67.99192734611503,[#1] #VEHICLE0000000000018,63.895055499495456
[#2] #VEHICLE0000000000001,59.97076633952808,[#2] #VEHICLE0000000000002,65.12841929421592,[#2] #VEHICLE0000000000003,68.76174566715389,[#2] #VEHICLE0000000000004,72.58300271455418,[#2] #VEHICLE0000000000005,83.4412194612654,[#2] #VEHICLE0000000000006,73.77323031948214,[#2] #VEHICLE0000000000007,79.30674462309459,[#2] #VEHICLE0000000000008,62.45562747964084,[#2] #VEHICLE0000000000009,77.38567550636876,[#2] #VEHICLE0000000000010,80.43432866986845,[#2] #VEHICLE0000000000011,48.527876383378576,[#2] #VEHICLE0000000000012,56.233034036333265,[#2] #VEHICLE0000000000013,56.83858843182292,[#2] #VEHICLE0000000000014,43.036124451868865,[#2] #VEHICLE0000000000015,80.95635832115265,[#2] #VEHICLE0000000000016,45.47922321987889,[#2] #VEHICLE0000000000017,60.2213405721445,[#2] #VEHICLE0000000000018,58.96846940906243
[#3] #VEHICLE0000000000001,86.87217072644967,[#3] #VEHICLE0000000000002,91.07566285837466,[#3] #VEHICLE0000000000003,92.75705971114463,[#3] #VEHICLE0000000000004,57.66328950204785,[#3] #VEHICLE0000000000005,85.60034490191852,[#3] #VEHICLE0000000000006,40.76309549471869,[#3] #VEHICLE0000000000007,80.87949989221815,[#3] #VEHICLE0000000000008,70.12287130847166,[#3] #VEHICLE0000000000009,76.2017676223324,[#3] #VEHICLE0000000000010,74.58503987928434,[#3] #VEHICLE0000000000011,53.45979737012287,[#3] #VEHICLE0000000000012,67.94567794783359,[#3] #VEHICLE0000000000013,73.91679241215779,[#3] #VEHICLE0000000000014,71.69648631170512,[#3] #VEHICLE0000000000015,86.82905798663505,[#3] #VEHICLE0000000000016,65.18646259969822,[#3] #VEHICLE0000000000017,58.633326147876694,[#3] #VEHICLE0000000000018,49.385643457641734
[#4] #VEHICLE0000000000001,83.60858794384805,[#4] #VEHICLE0000000000002,58.67052023121387,[#4] #VEHICLE0000000000003,67.25846407927332,[#4] #VEHICLE0000000000004,83.71180842279108,[#4] #VEHICLE0000000000005,63.93476465730801,[#4] #VEHICLE0000000000006,77.00247729149463,[#4] #VEHICLE0000000000007,74.77291494632536,[#4] #VEHICLE0000000000008,83.7737407101569,[#4] #VEHICLE0000000000009,83.15441783649877,[#4] #VEHICLE0000000000010,84.16597853014038,[#4] #VEHICLE0000000000011,72.79108175061933,[#4] #VEHICLE0000000000012,78.44756399669694,[#4] #VEHICLE0000000000013,74.52518579686209,[#4] #VEHICLE0000000000014,61.89099917423617,[#4] #VEHICLE0000000000015,88.31544178364987,[#4] #VEHICLE0000000000016,62.0148637489678,[#4] #VEHICLE0000000000017,42.23781998348473,[#4] #VEHICLE0000000000018,68.57968620974401
[#5] #VEHICLE0000000000001,48.59873995220509,[#5] #VEHICLE0000000000002,58.57049750162937,[#5] #VEHICLE0000000000003,89.70236802085596,[#5] #VEHICLE0000000000004,60.156419726265476,[#5] #VEHICLE0000000000005,81.16445796219857,[#5] #VEHICLE0000000000006,66.69563328264175,[#5] #VEHICLE0000000000007,76.49359113621551,[#5] #VEHICLE0000000000008,93.22181186182924,[#5] #VEHICLE0000000000009,96.43710623506408,[#5] #VEHICLE0000000000010,62.45926569628503,[#5] #VEHICLE0000000000011,69.99782750380187,[#5] #VEHICLE0000000000012,72.17032370193353,[#5] #VEHICLE0000000000013,56.35455137953509,[#5] #VEHICLE0000000000014,60.156419726265476,[#5] #VEHICLE0000000000015,75.05974364544862,[#5] #VEHICLE0000000000016,66.84770801651098,[#5] #VEHICLE0000000000017,63.45861394742559,[#5] #VEHICLE0000000000018,43.319574190745165
[#6] #VEHICLE0000000000001,76.34587403866139,[#6] #VEHICLE0000000000002,48.51382249012679,[#6] #VEHICLE0000000000003,69.79837871544377,[#6] #VEHICLE0000000000004,64.12388276865516,[#6] #VEHICLE0000000000005,55.16524631053835,[#6] #VEHICLE0000000000006,54.35460403242569,[#6] #VEHICLE0000000000007,88.69257950530034,[#6] #VEHICLE0000000000008,67.53273747661609,[#6] #VEHICLE0000000000009,91.85200581999584,[#6] #VEHICLE0000000000010,86.73872375805446,[#6] #VEHICLE0000000000011,57.493244647682396,[#6] #VEHICLE0000000000012,61.54645603824569,[#6] #VEHICLE0000000000013,66.763666597381,[#6] #VEHICLE0000000000014,80.52379962585741,[#6] #VEHICLE0000000000015,65.76595302431927,[#6] #VEHICLE0000000000016,88.38079401371857,[#6] #VEHICLE0000000000017,56.53710247349824,[#6] #VEHICLE0000000000018,44.21118270629807
[#7] #VEHICLE0000000000001,83.76439494053237,[#7] #VEHICLE0000000000002,80.36624504436473,[#7] #VEHICLE0000000000003,71.70096280913725,[#7] #VEHICLE0000000000004,69.6998300925052,[#7] #VEHICLE0000000000005,47.25316216726449,[#7] #VEHICLE0000000000006,49.51859543137625,[#7] #VEHICLE0000000000007,66.67925240702284,[#7] #VEHICLE0000000000008,67.73645459694167,[#7] #VEHICLE0000000000009,46.592410798565226,[#7] #VEHICLE0000000000010,61.544270341702855,[#7] #VEHICLE0000000000011,62.54483670001888,[#7] #VEHICLE0000000000012,55.61638663394374,[#7] #VEHICLE0000000000013,57.44761185576741,[#7] #VEHICLE0000000000014,64.56484802718519,[#7] #VEHICLE0000000000015,67.1323390598452,[#7] #VEHICLE0000000000016,51.19879176892581,[#7] #VEHICLE0000000000017,47.32867660940155,[#7] #VEHICLE0000000000018,58.67472154049462
[#8] #VEHICLE0000000000001,52.15580087481775,[#8] #VEHICLE0000000000002,75.79670901895439,[#8] #VEHICLE0000000000003,73.88044157467193,[#8] #VEHICLE0000000000004,74.46365340554051,[#8] #VEHICLE0000000000005,83.62841074776088,[#8] #VEHICLE0000000000006,46.2195375963341,[#8] #VEHICLE0000000000007,68.9439700062487,[#8] #VEHICLE0000000000008,61.23724224119975,[#8] #VEHICLE0000000000009,58.77942095396792,[#8] #VEHICLE0000000000010,85.52384919808374,[#8] #VEHICLE0000000000011,63.77837950426994,[#8] #VEHICLE0000000000012,68.27744219954177,[#8] #VEHICLE0000000000013,78.25453030618621,[#8] #VEHICLE0000000000014,71.48510726931889,[#8] #VEHICLE0000000000015,58.30035409289731,[#8] #VEHICLE0000000000016,44.59487606748594,[#8] #VEHICLE0000000000017,56.65486357008957,[#8] #VEHICLE0000000000018,70.36034159550094
[#9] #VEHICLE0000000000001,79.79710770559034,[#9] #VEHICLE0000000000002,65.96157996978201,[#9] #VEHICLE0000000000003,93.69738830131664,[#9] #VEHICLE0000000000004,83.96287502698036,[#9] #VEHICLE0000000000005,73.23548456723505,[#9] #VEHICLE0000000000006,64.14849989207858,[#9] #VEHICLE0000000000007,90.61083531189294,[#9] #VEHICLE0000000000008,58.75242823224692,[#9] #VEHICLE0000000000009,52.19080509389165,[#9] #VEHICLE0000000000010,85.47377509173322,[#9] #VEHICLE0000000000011,52.32031081372761,[#9] #VEHICLE0000000000012,63.09086984675156,[#9] #VEHICLE0000000000013,63.22037556658753,[#9] #VEHICLE0000000000014,68.3142672134686,[#9] #VEHICLE0000000000015,65.68098424347075,[#9] #VEHICLE0000000000016,47.22641916684653,[#9] #VEHICLE0000000000017,73.81826030649688,[#9] #VEHICLE0000000000018,73.77509173321822
[#10] #VEHICLE0000000000001,64.55133387227163,[#10] #VEHICLE0000000000002,74.45432497978982,[#10] #VEHICLE0000000000003,84.49878738884398,[#10] #VEHICLE0000000000004,74.11075181891673,[#10] #VEHICLE0000000000005,48.544866612772836,[#10] #VEHICLE0000000000006,58.64995957962813,[#10] #VEHICLE0000000000007,62.914308811641064,[#10] #VEHICLE0000000000008,80.45675020210186,[#10] #VEHICLE0000000000009,70.12934518997575,[#10] #VEHICLE0000000000010,57.57881972514147,[#10] #VEHICLE0000000000011,51.798706548100235,[#10] #VEHICLE0000000000012,86.76232821341956,[#10] #VEHICLE0000000000013,60.61034761519806,[#10] #VEHICLE0000000000014,69.40177849636217,[#10] #VEHICLE0000000000015,51.67744543249798,[#10] #VEHICLE0000000000016,67.46160064672596,[#10] #VEHICLE0000000000017,72.45351657235246,[#10] #VEHICLE0000000000018,62.085691188358936
