[#1] #VEHICLE0000000000001,55.598631698973776,[#1] #VEHICLE0000000000002,54.412770809578106,[#1] #VEHICLE0000000000003,54.93728620296465,[#1] #VEHICLE0000000000004,62.485746864310144,[#1] #VEHICLE0000000000005,64.1733181299886,[#1] #VEHICLE0000000000006,60.524515393386544,[#1] #VEHICLE0000000000007,56.37400228050171,[#1] #VEHICLE0000000000008,58.44925883694413,[#1] #VEHICLE0000000000009,70.8551881413911,[#1] #VEHICLE0000000000010,81.04903078677309,[#1] #VEHICLE0000000000011,59.04218928164197,[#1] #VEHICLE0000000000012,51.01482326111745,[#1] #VEHICLE0000000000013,72.06385404789054,[#1] #VEHICLE0000000000014,42.02964652223489,[#1] #VEHICLE0000000000015,53.47776510832383,[#1] #VEHICLE0000000000016,72.3375142531357,[#1] #VEHICLE0000000000017,60.43329532497149,[#1] #VEHICLE0000000000018,62.212086659064994,[#1] #VEHICLE0000000000019,44.60661345496009,[#1] #VEHICLE0000000000020,51.493728620296466
[#2] #VEHICLE0000000000001,69.42590120160213,[#2] #VEHICLE0000000000002,56.38629283489096,[#2] #VEHICLE0000000000003,87.24966622162884,[#2] #VEHICLE0000000000004,53.67156208277704,[#2] #VEHICLE0000000000005,77.36982643524699,[#2] #VEHICLE0000000000006,59.012016021361816,[#2] #VEHICLE0000000000007,63.21762349799733,[#2] #VEHICLE0000000000008,94.68179795282599,[#2] #VEHICLE0000000000009,53.538050734312414,[#2] #VEHICLE0000000000010,70.36048064085448,[#2] #VEHICLE0000000000011,61.63773920783267,[#2] #VEHICLE0000000000012,50.11125945705385,[#2] #VEHICLE0000000000013,57.20961281708945,[#2] #VEHICLE0000000000014,51.29060970182465,[#2] #VEHICLE0000000000015,74.52158433466845,[#2] #VEHICLE0000000000016,46.86248331108144,[#2] #VEHICLE0000000000017,76.2572318647085,[#2] #VEHICLE0000000000018,56.831330663106364,[#2] #VEHICLE0000000000019,35.959056519804186,[#2] #VEHICLE0000000000020,50.022251891410775
[#3] #VEHICLE0000000000001,77.26057906458797,[#3] #VEHICLE0000000000002,57.63919821826281,[#3] #VEHICLE0000000000003,51.60356347438753,[#3] #VEHICLE0000000000004,47.59465478841871,[#3] #VEHICLE0000000000005,63.69710467706013,[#3] #VEHICLE0000000000006,67.6837416481069,[#3] #VEHICLE0000000000007,60.69042316258352,[#3] #VEHICLE0000000000008,76.39198218262806,[#3] #VEHICLE0000000000009,63.76391982182628,[#3] #VEHICLE0000000000010,53.919821826280625,[#3] #VEHICLE0000000000011,54.96659242761692,[#3] #VEHICLE0000000000012,63.340757238307354,[#3] #VEHICLE0000000000013,58.9086859688196,[#3] #VEHICLE0000000000014,58.12917594654788,[#3] #VEHICLE0000000000015,68.59688195991092,[#3] #VEHICLE0000000000016,55.7238307349666,[#3] #VEHICLE0000000000017,62.93986636971047,[#3] #VEHICLE0000000000018,65.47884187082406,[#3] #VEHICLE0000000000019,50.91314031180401,[#3] #VEHICLE0000000000020,32.3162583518931
[#4] #VEHICLE0000000000001,75.15730093295726,[#4] #VEHICLE0000000000002,64.56932089390324,[#4] #VEHICLE0000000000003,63.98351052289,[#4] #VEHICLE0000000000004,66.41353872857452,[#4] #VEHICLE0000000000005,62.464742894337164,[#4] #VEHICLE0000000000006,69.68973747016707,[#4] #VEHICLE0000000000007,64.65610761553482,[#4] #VEHICLE0000000000008,86.20091126057713,[#4] #VEHICLE0000000000009,57.300932957257544,[#4] #VEHICLE0000000000010,77.543935777826,[#4] #VEHICLE0000000000011,47.55912345411152,[#4] #VEHICLE0000000000012,53.87285745280972,[#4] #VEHICLE0000000000013,74.28943371664135,[#4] #VEHICLE0000000000014,42.720763723150355,[#4] #VEHICLE0000000000015,74.7016706443914,[#4] #VEHICLE0000000000016,50.11933174224343,[#4] #VEHICLE0000000000017,58.47255369928401,[#4] #VEHICLE0000000000018,60.83749186374485,[#4] #VEHICLE0000000000019,51.35604252549359,[#4] #VEHICLE0000000000020,37.62204382729442
[#5] #VEHICLE0000000000001,57.23063418915954,[#5] #VEHICLE0000000000002,71.86745666008338,[#5] #VEHICLE0000000000003,60.8733816107088,[#5] #VEHICLE0000000000004,65.67917489576476,[#5] #VEHICLE0000000000005,46.47794601711652,[#5] #VEHICLE0000000000006,55.78231292517006,[#5] #VEHICLE0000000000007,86.8773315777924,[#5] #VEHICLE0000000000008,71.45051569014703,[#5] #VEHICLE0000000000009,56.484529295589205,[#5] #VEHICLE0000000000010,66.79833223612025,[#5] #VEHICLE0000000000011,52.00789993416721,[#5] #VEHICLE0000000000012,56.550362080316,[#5] #VEHICLE0000000000013,68.07109940750495,[#5] #VEHICLE0000000000014,51.63484748738205,[#5] #VEHICLE0000000000015,55.71648014044327,[#5] #VEHICLE0000000000016,85.67039719113451,[#5] #VEHICLE0000000000017,71.31885012069344,[#5] #VEHICLE0000000000018,60.74171604125521,[#5] #VEHICLE0000000000019,64.27474215492649,[#5] #VEHICLE0000000000020,49.11125740618828
[#7] #VEHICLE0000000000001,62.25061645370993,[#7] #VEHICLE0000000000002,69.5359784801614,[#7] #VEHICLE0000000000003,54.29275947097063,[#7] #VEHICLE0000000000004,55.92916386460435,[#7] #VEHICLE0000000000005,57.274153777180004,[#7] #VEHICLE0000000000006,63.70768885900022,[#7] #VEHICLE0000000000007,77.4265859672719,[#7] #VEHICLE0000000000008,55.77224837480386,[#7] #VEHICLE0000000000009,61.443622506164544,[#7] #VEHICLE0000000000010,56.84824030486438,[#7] #VEHICLE0000000000011,50.750952701188076,[#7] #VEHICLE0000000000012,64.62676529926026,[#7] #VEHICLE0000000000013,69.64806097287604,[#7] #VEHICLE0000000000014,46.334902488231336,[#7] #VEHICLE0000000000015,93.92512889486662,[#7] #VEHICLE0000000000016,53.127101546738395,[#7] #VEHICLE0000000000017,56.489576328177534,[#7] #VEHICLE0000000000018,63.147276395427035,[#7] #VEHICLE0000000000019,63.81977135171486,[#7] #VEHICLE0000000000020,53.03743555256669
[#8] #VEHICLE0000000000001,88.90570934256056,[#8] #VEHICLE0000000000002,51.36245674740484,[#8] #VEHICLE0000000000003,61.74307958477508,[#8] #VEHICLE0000000000004,70.17733564013841,[#8] #VEHICLE0000000000005,62.586505190311414,[#8] #VEHICLE0000000000006,53.76297577854672,[#8] #VEHICLE0000000000007,80.88235294117648,[#8] #VEHICLE0000000000008,54.13062283737025,[#8] #VEHICLE0000000000009,49.37283737024221,[#8] #VEHICLE0000000000010,57.82871972318338,[#8] #VEHICLE0000000000011,47.42647058823529,[#8] #VEHICLE0000000000012,61.67820069204152,[#8] #VEHICLE0000000000013,50.51903114186851,[#8] #VEHICLE0000000000014,54.26038062283737,[#8] #VEHICLE0000000000015,63.77595155709342,[#8] #VEHICLE0000000000016,55.88235294117647,[#8] #VEHICLE0000000000017,68.81487889273356,[#8] #VEHICLE0000000000018,77.61678200692042,[#8] #VEHICLE0000000000019,64.90051903114187,[#8] #VEHICLE0000000000020,50.410899653979236
[#9] #VEHICLE0000000000001,75.38426763110307,[#9] #VEHICLE0000000000002,73.3499095840868,[#9] #VEHICLE0000000000003,51.19801084990958,[#9] #VEHICLE0000000000004,53.34538878842676,[#9] #VEHICLE0000000000005,50.0,[#9] #VEHICLE0000000000006,82.86618444846293,[#9] #VEHICLE0000000000007,53.8878842676311,[#9] #VEHICLE0000000000008,58.74773960216998,[#9] #VEHICLE0000000000009,49.36708860759494,[#9] #VEHICLE0000000000010,53.6618444846293,[#9] #VEHICLE0000000000011,44.52983725135624,[#9] #VEHICLE0000000000012,54.49819168173599,[#9] #VEHICLE0000000000013,52.62206148282098,[#9] #VEHICLE0000000000014,46.79023508137432,[#9] #VEHICLE0000000000015,61.12115732368897,[#9] #VEHICLE0000000000016,79.70162748643762,[#9] #VEHICLE0000000000017,73.86980108499095,[#9] #VEHICLE0000000000018,53.02893309222423,[#9] #VEHICLE0000000000019,30.877034358047016,[#9] #VEHICLE0000000000020,50.13562386980108
[#10] #VEHICLE0000000000001,76.17138032925284,[#10] #VEHICLE0000000000002,63.50780920219502,[#10] #VEHICLE0000000000003,86.97762769100886,[#10] #VEHICLE0000000000004,59.60320810468552,[#10] #VEHICLE0000000000005,62.642465175179396,[#10] #VEHICLE0000000000006,35.162515829463906,[#10] #VEHICLE0000000000007,49.810046433094136,[#10] #VEHICLE0000000000008,59.47657239341494,[#10] #VEHICLE0000000000009,88.32840861122837,[#10] #VEHICLE0000000000010,45.63106796116505,[#10] #VEHICLE0000000000011,49.34571549176868,[#10] #VEHICLE0000000000012,54.643309413254535,[#10] #VEHICLE0000000000013,65.66061629379485,[#10] #VEHICLE0000000000014,52.152807091599826,[#10] #VEHICLE0000000000015,64.49978894048122,[#10] #VEHICLE0000000000016,61.01730688054031,[#10] #VEHICLE0000000000017,58.75897002954833,[#10] #VEHICLE0000000000018,64.90080202617138,[#10] #VEHICLE0000000000019,50.823132123258766,[#10] #VEHICLE0000000000020,62.49472351203039
[#11] #VEHICLE0000000000001,62.13547646383467,[#11] #VEHICLE0000000000002,78.41561423650975,[#11] #VEHICLE0000000000003,65.92422502870264,[#11] #VEHICLE0000000000004,48.12858783008036,[#11] #VEHICLE0000000000005,60.9414466130884,[#11] #VEHICLE0000000000006,67.16417910447761,[#11] #VEHICLE0000000000007,64.1561423650976,[#11] #VEHICLE0000000000008,58.805970149253724,[#11] #VEHICLE0000000000009,82.04362801377727,[#11] #VEHICLE0000000000010,55.7060849598163,[#11] #VEHICLE0000000000011,62.96211251435132,[#11] #VEHICLE0000000000012,62.61768082663605,[#11] #VEHICLE0000000000013,66.56716417910448,[#11] #VEHICLE0000000000014,56.877152698048214,[#11] #VEHICLE0000000000015,68.67967853042481,[#11] #VEHICLE0000000000016,76.92307692307693,[#11] #VEHICLE0000000000017,59.35706084959816,[#11] #VEHICLE0000000000018,59.38002296211251,[#11] #VEHICLE0000000000019,44.385763490241104,[#11] #VEHICLE0000000000020,50.05740528128588
