[#1] #VEHICLE0000000000001,53.294797687861276,[#1] #VEHICLE0000000000002,53.179190751445084,[#1] #VEHICLE0000000000003,63.63005780346821,[#1] #VEHICLE0000000000004,64.9479768786127,[#1] #VEHICLE0000000000005,67.53757225433526,[#1] #VEHICLE0000000000006,60.36994219653179,[#1] #VEHICLE0000000000007,69.66473988439307,[#1] #VEHICLE0000000000008,51.39884393063584,[#1] #VEHICLE0000000000009,51.97687861271676,[#1] #VEHICLE0000000000010,12.578034682080924,[#1] #VEHICLE0000000000011,67.35260115606937,[#1] #VEHICLE0000000000012,55.83815028901734,[#1] #VEHICLE0000000000013,67.00578034682081,[#1] #VEHICLE0000000000014,49.94219653179191,[#1] #VEHICLE0000000000015,58.03468208092486,[#1] #VEHICLE0000000000016,55.884393063583815,[#1] #VEHICLE0000000000017,48.69364161849711,[#1] #VEHICLE0000000000018,60.0,[#1] #VEHICLE0000000000019,2.5895953757225434,[#1] #VEHICLE0000000000020,33.96531791907515,[#1] #VEHICLE0000000000021,27.05202312138728,[#1] #VEHICLE0000000000022,62.913294797687854,[#1] #VEHICLE0000000000023,47.445086705202314
[#2] #VEHICLE0000000000001,86.38268156424581,[#2] #VEHICLE0000000000002,72.95158286778398,[#2] #VEHICLE0000000000003,57.98417132216015,[#2] #VEHICLE0000000000004,16.736499068901303,[#2] #VEHICLE0000000000005,66.41061452513966,[#2] #VEHICLE0000000000006,49.650837988826815,[#2] #VEHICLE0000000000007,60.59124767225326,[#2] #VEHICLE0000000000008,59.5903165735568,[#2] #VEHICLE0000000000009,69.92551210428304,[#2] #VEHICLE0000000000010,48.27746741154562,[#2] #VEHICLE0000000000011,48.97579143389199,[#2] #VEHICLE0000000000012,56.61080074487895,[#2] #VEHICLE0000000000013,67.22532588454376,[#2] #VEHICLE0000000000014,55.88919925512105,[#2] #VEHICLE0000000000015,57.12290502793296,[#2] #VEHICLE0000000000016,50.18621973929237,[#2] #VEHICLE0000000000017,67.0391061452514,[#2] #VEHICLE0000000000018,50.0,[#2] #VEHICLE0000000000019,35.311918063314714,[#2] #VEHICLE0000000000020,39.85102420856611,[#2] #VEHICLE0000000000021,30.353817504655495,[#2] #VEHICLE0000000000022,42.08566108007449,[#2] #VEHICLE0000000000023,45.94972067039106
[#3] #VEHICLE0000000000001,55.84384093113483,[#3] #VEHICLE0000000000002,75.02424830261882,[#3] #VEHICLE0000000000003,59.38409311348206,[#3] #VEHICLE0000000000004,61.83317167798255,[#3] #VEHICLE0000000000005,56.64403491755577,[#3] #VEHICLE0000000000006,25.897187196896216,[#3] #VEHICLE0000000000007,69.10766246362755,[#3] #VEHICLE0000000000008,61.88166828322017,[#3] #VEHICLE0000000000009,62.60911736178467,[#3] #VEHICLE0000000000010,53.006789524733264,[#3] #VEHICLE0000000000011,48.739088263821536,[#3] #VEHICLE0000000000012,55.60135790494666,[#3] #VEHICLE0000000000013,65.00969932104753,[#3] #VEHICLE0000000000014,0.9456838021338506,[#3] #VEHICLE0000000000015,69.6168768186227,[#3] #VEHICLE0000000000016,48.545101842871,[#3] #VEHICLE0000000000017,54.04946653734238,[#3] #VEHICLE0000000000018,61.15421920465567,[#3] #VEHICLE0000000000019,25.121241513094084,[#3] #VEHICLE0000000000020,40.83414161008729,[#3] #VEHICLE0000000000021,53.4917555771096,[#3] #VEHICLE0000000000022,57.371483996120276,[#3] #VEHICLE0000000000023,51.55189136760426
[#4] #VEHICLE0000000000001,63.320659062103935,[#4] #VEHICLE0000000000002,55.71609632446134,[#4] #VEHICLE0000000000003,70.03802281368822,[#4] #VEHICLE0000000000004,66.36248415716096,[#4] #VEHICLE0000000000005,61.49556400506972,[#4] #VEHICLE0000000000006,50.39290240811153,[#4] #VEHICLE0000000000007,72.54752851711027,[#4] #VEHICLE0000000000008,63.11787072243346,[#4] #VEHICLE0000000000009,59.72116603295311,[#4] #VEHICLE0000000000010,43.29531051964512,[#4] #VEHICLE0000000000011,40.70975918884664,[#4] #VEHICLE0000000000012,15.564005069708491,[#4] #VEHICLE0000000000013,75.99493029150824,[#4] #VEHICLE0000000000014,59.036755386565275,[#4] #VEHICLE0000000000015,54.093789607097584,[#4] #VEHICLE0000000000016,44.9936628643853,[#4] #VEHICLE0000000000017,54.90494296577947,[#4] #VEHICLE0000000000018,53.78960709759188,[#4] #VEHICLE0000000000019,39.69581749049429,[#4] #VEHICLE0000000000020,45.8808618504436,[#4] #VEHICLE0000000000021,50.646387832699624,[#4] #VEHICLE0000000000022,37.870722433460074,[#4] #VEHICLE0000000000023,55.462610899873255
[#5] #VEHICLE0000000000001,61.01814753711996,[#5] #VEHICLE0000000000002,47.89064341267971,[#5] #VEHICLE0000000000003,48.715531463587084,[#5] #VEHICLE0000000000004,63.91703983030874,[#5] #VEHICLE0000000000005,46.688663681357525,[#5] #VEHICLE0000000000006,60.52321470657554,[#5] #VEHICLE0000000000007,66.3209992929531,[#5] #VEHICLE0000000000008,61.91374027810511,[#5] #VEHICLE0000000000009,49.06905491397596,[#5] #VEHICLE0000000000010,56.11595569172755,[#5] #VEHICLE0000000000011,62.36153664859769,[#5] #VEHICLE0000000000012,50.81310393589441,[#5] #VEHICLE0000000000013,79.04784350695263,[#5] #VEHICLE0000000000014,27.362715060098985,[#5] #VEHICLE0000000000015,52.22719773744991,[#5] #VEHICLE0000000000016,39.736035823709635,[#5] #VEHICLE0000000000017,50.200329955220354,[#5] #VEHICLE0000000000018,37.94485034173933,[#5] #VEHICLE0000000000019,40.23096865425407,[#5] #VEHICLE0000000000020,37.82700919160971,[#5] #VEHICLE0000000000021,52.98138109827952,[#5] #VEHICLE0000000000022,35.16379919868018,[#5] #VEHICLE0000000000023,48.362008013198206
[#6] #VEHICLE0000000000001,57.59448538150701,[#6] #VEHICLE0000000000002,62.752555265034474,[#6] #VEHICLE0000000000003,73.37770382695507,[#6] #VEHICLE0000000000004,60.56572379367721,[#6] #VEHICLE0000000000005,61.44521036367958,[#6] #VEHICLE0000000000006,14.166864749227479,[#6] #VEHICLE0000000000007,60.35179462800095,[#6] #VEHICLE0000000000008,67.4352270026147,[#6] #VEHICLE0000000000009,46.707867839315426,[#6] #VEHICLE0000000000010,66.3180413596387,[#6] #VEHICLE0000000000011,60.684573330164014,[#6] #VEHICLE0000000000012,55.83551224150226,[#6] #VEHICLE0000000000013,50.534822914190634,[#6] #VEHICLE0000000000014,52.98312336581888,[#6] #VEHICLE0000000000015,61.15997147611124,[#6] #VEHICLE0000000000016,46.87425719039695,[#6] #VEHICLE0000000000017,62.277157119087235,[#6] #VEHICLE0000000000018,57.76087473258854,[#6] #VEHICLE0000000000019,3.7081055383884003,[#6] #VEHICLE0000000000020,40.93178036605657,[#6] #VEHICLE0000000000021,55.76420251961017,[#6] #VEHICLE0000000000022,40.9793201806513,[#6] #VEHICLE0000000000023,43.83170905633468
[#7] #VEHICLE0000000000001,53.814382896015545,[#7] #VEHICLE0000000000002,74.73275024295432,[#7] #VEHICLE0000000000003,75.17006802721087,[#7] #VEHICLE0000000000004,90.33041788143828,[#7] #VEHICLE0000000000005,68.31875607385811,[#7] #VEHICLE0000000000006,66.3751214771623,[#7] #VEHICLE0000000000007,60.05830903790087,[#7] #VEHICLE0000000000008,66.61807580174927,[#7] #VEHICLE0000000000009,58.843537414965986,[#7] #VEHICLE0000000000010,59.57240038872692,[#7] #VEHICLE0000000000011,32.94460641399417,[#7] #VEHICLE0000000000012,61.39455782312925,[#7] #VEHICLE0000000000013,73.25072886297376,[#7] #VEHICLE0000000000014,50.218658892128275,[#7] #VEHICLE0000000000015,56.87560738581146,[#7] #VEHICLE0000000000016,61.80758017492711,[#7] #VEHICLE0000000000017,67.00680272108843,[#7] #VEHICLE0000000000018,59.28085519922255,[#7] #VEHICLE0000000000019,26.141885325558796,[#7] #VEHICLE0000000000020,34.64528668610301,[#7] #VEHICLE0000000000021,36.12730806608357,[#7] #VEHICLE0000000000022,32.02137998056365,[#7] #VEHICLE0000000000023,8.430515063168125
[#8] #VEHICLE0000000000001,61.93708983933016,[#8] #VEHICLE0000000000002,60.737723466847704,[#8] #VEHICLE0000000000003,61.575016972165656,[#8] #VEHICLE0000000000004,63.13645621181263,[#8] #VEHICLE0000000000005,54.49196650825979,[#8] #VEHICLE0000000000006,53.72256166553518,[#8] #VEHICLE0000000000007,65.6030776193709,[#8] #VEHICLE0000000000008,65.05996831862413,[#8] #VEHICLE0000000000009,55.75922154333559,[#8] #VEHICLE0000000000010,57.11699479520254,[#8] #VEHICLE0000000000011,11.722109074451232,[#8] #VEHICLE0000000000012,75.80900656257072,[#8] #VEHICLE0000000000013,69.67639737497171,[#8] #VEHICLE0000000000014,38.289205702647656,[#8] #VEHICLE0000000000015,53.518895677755154,[#8] #VEHICLE0000000000016,48.38198687485857,[#8] #VEHICLE0000000000017,21.136003620728673,[#8] #VEHICLE0000000000018,58.83684091423399,[#8] #VEHICLE0000000000019,37.3387644263408,[#8] #VEHICLE0000000000020,37.76872595609866,[#8] #VEHICLE0000000000021,29.508938673908126,[#8] #VEHICLE0000000000022,47.02421362299163,[#8] #VEHICLE0000000000023,56.438108169269064
[#9] #VEHICLE0000000000001,72.03452527743526,[#9] #VEHICLE0000000000002,38.199753390875465,[#9] #VEHICLE0000000000003,61.035758323057955,[#9] #VEHICLE0000000000004,68.95191122071516,[#9] #VEHICLE0000000000005,20.123304562268803,[#9] #VEHICLE0000000000006,49.6177558569667,[#9] #VEHICLE0000000000007,54.25400739827374,[#9] #VEHICLE0000000000008,66.58446362515413,[#9] #VEHICLE0000000000009,60.912453760789155,[#9] #VEHICLE0000000000010,51.29469790382244,[#9] #VEHICLE0000000000011,61.159062885326755,[#9] #VEHICLE0000000000012,65.7953144266338,[#9] #VEHICLE0000000000013,65.7213316892725,[#9] #VEHICLE0000000000014,57.681874229346484,[#9] #VEHICLE0000000000015,60.02466091245376,[#9] #VEHICLE0000000000016,48.63131935881628,[#9] #VEHICLE0000000000017,57.50924784217016,[#9] #VEHICLE0000000000018,58.939580764488284,[#9] #VEHICLE0000000000019,29.91368680641184,[#9] #VEHICLE0000000000020,41.87422934648582,[#9] #VEHICLE0000000000021,48.18742293464858,[#9] #VEHICLE0000000000022,48.43403205918619,[#9] #VEHICLE0000000000023,47.5462392108508
[#10] #VEHICLE0000000000001,70.10431484115695,[#10] #VEHICLE0000000000002,61.54575628259838,[#10] #VEHICLE0000000000003,70.57847321005217,[#10] #VEHICLE0000000000004,12.304409672830726,[#10] #VEHICLE0000000000005,53.62731152204836,[#10] #VEHICLE0000000000006,53.67472735893789,[#10] #VEHICLE0000000000007,76.67140825035563,[#10] #VEHICLE0000000000008,74.41915599810336,[#10] #VEHICLE0000000000009,70.83926031294452,[#10] #VEHICLE0000000000010,62.63632053105738,[#10] #VEHICLE0000000000011,51.683262209578,[#10] #VEHICLE0000000000012,70.41251778093883,[#10] #VEHICLE0000000000013,69.20341394025604,[#10] #VEHICLE0000000000014,39.663347558084396,[#10] #VEHICLE0000000000015,60.55002370791844,[#10] #VEHICLE0000000000016,55.97439544807966,[#10] #VEHICLE0000000000017,64.20104314841157,[#10] #VEHICLE0000000000018,68.0891417733523,[#10] #VEHICLE0000000000019,43.0298719772404,[#10] #VEHICLE0000000000020,36.15457562825984,[#10] #VEHICLE0000000000021,46.372688477951634,[#10] #VEHICLE0000000000022,41.67852062588905,[#10] #VEHICLE0000000000023,26.26837363679469
