[#1] #VEHICLE0000000000001,64.28404030935083,[#1] #VEHICLE0000000000002,84.18092336536208,[#1] #VEHICLE0000000000003,12.116240918678228,[#1] #VEHICLE0000000000004,55.89407077572065,[#1] #VEHICLE0000000000005,55.89407077572065,[#1] #VEHICLE0000000000006,69.6742441996719,[#1] #VEHICLE0000000000007,69.81485821420202,[#1] #VEHICLE0000000000008,66.65104288727444,[#1] #VEHICLE0000000000009,66.41668619639091,[#1] #VEHICLE0000000000010,72.43965315209749,[#1] #VEHICLE0000000000011,53.667682212327165,[#1] #VEHICLE0000000000012,69.36958050152332,[#1] #VEHICLE0000000000013,53.33958284509023,[#1] #VEHICLE0000000000014,50.31638153269276,[#1] #VEHICLE0000000000015,70.82259198500117,[#1] #VEHICLE0000000000016,53.714553550503865,[#1] #VEHICLE0000000000017,62.01078040778064,[#1] #VEHICLE0000000000018,70.63510663229435,[#1] #VEHICLE0000000000019,33.72392781813921,[#1] #VEHICLE0000000000020,62.19826576048746,[#1] #VEHICLE0000000000021,32.973986407311926,[#1] #VEHICLE0000000000022,55.44879306304195
[#2] #VEHICLE0000000000001,64.03093040658518,[#2] #VEHICLE0000000000002,54.826640059865305,[#2] #VEHICLE0000000000003,72.76128710401596,[#2] #VEHICLE0000000000004,62.035420304315295,[#2] #VEHICLE0000000000005,58.26889498628087,[#2] #VEHICLE0000000000006,57.42080319281616,[#2] #VEHICLE0000000000007,73.93364928909952,[#2] #VEHICLE0000000000008,59.84035919181841,[#2] #VEHICLE0000000000009,72.31229733100524,[#2] #VEHICLE0000000000010,66.60014966325767,[#2] #VEHICLE0000000000011,65.92666500374158,[#2] #VEHICLE0000000000012,53.10551259665752,[#2] #VEHICLE0000000000013,76.57770017460713,[#2] #VEHICLE0000000000014,47.11898228984784,[#2] #VEHICLE0000000000015,65.97655275629832,[#2] #VEHICLE0000000000016,59.266650037415815,[#2] #VEHICLE0000000000017,65.50261910700922,[#2] #VEHICLE0000000000018,34.42254926415565,[#2] #VEHICLE0000000000019,38.039411324519826,[#2] #VEHICLE0000000000020,6.6350710900473935,[#2] #VEHICLE0000000000021,34.9463706660015,[#2] #VEHICLE0000000000022,49.688201546520325
[#3] #VEHICLE0000000000001,57.49097472924187,[#3] #VEHICLE0000000000002,68.32129963898917,[#3] #VEHICLE0000000000003,60.988267148014444,[#3] #VEHICLE0000000000004,62.59025270758123,[#3] #VEHICLE0000000000005,69.11101083032491,[#3] #VEHICLE0000000000006,66.01985559566786,[#3] #VEHICLE0000000000007,50.496389891696744,[#3] #VEHICLE0000000000008,71.63808664259928,[#3] #VEHICLE0000000000009,65.00451263537906,[#3] #VEHICLE0000000000010,27.481949458483758,[#3] #VEHICLE0000000000011,62.63537906137184,[#3] #VEHICLE0000000000012,54.51263537906137,[#3] #VEHICLE0000000000013,51.624548736462096,[#3] #VEHICLE0000000000014,45.464801444043324,[#3] #VEHICLE0000000000015,62.20667870036101,[#3] #VEHICLE0000000000016,58.61913357400722,[#3] #VEHICLE0000000000017,51.42148014440433,[#3] #VEHICLE0000000000018,64.485559566787,[#3] #VEHICLE0000000000019,32.265342960288805,[#3] #VEHICLE0000000000020,54.51263537906137,[#3] #VEHICLE0000000000021,34.07039711191336,[#3] #VEHICLE0000000000022,51.53429602888087
[#4] #VEHICLE0000000000001,51.70929954578054,[#4] #VEHICLE0000000000002,68.22854410710016,[#4] #VEHICLE0000000000003,69.83026535978962,[#4] #VEHICLE0000000000004,45.82835285680134,[#4] #VEHICLE0000000000005,61.893377958403065,[#4] #VEHICLE0000000000006,56.61008845326321,[#4] #VEHICLE0000000000007,40.92756394931867,[#4] #VEHICLE0000000000008,46.043509442983506,[#4] #VEHICLE0000000000009,52.54601960315563,[#4] #VEHICLE0000000000010,70.18885967009324,[#4] #VEHICLE0000000000011,54.74539803968443,[#4] #VEHICLE0000000000012,52.52211331580205,[#4] #VEHICLE0000000000013,66.72244800382501,[#4] #VEHICLE0000000000014,58.66602916567057,[#4] #VEHICLE0000000000015,74.0855845087258,[#4] #VEHICLE0000000000016,50.56179775280899,[#4] #VEHICLE0000000000017,64.30791298111403,[#4] #VEHICLE0000000000018,57.04040162562754,[#4] #VEHICLE0000000000019,29.691608893138895,[#4] #VEHICLE0000000000020,37.58068371981832,[#4] #VEHICLE0000000000021,47.04757351183361,[#4] #VEHICLE0000000000022,39.63662443222567
[#5] #VEHICLE0000000000001,65.09124941506785,[#5] #VEHICLE0000000000002,67.36078614880674,[#5] #VEHICLE0000000000003,67.64155357978474,[#5] #VEHICLE0000000000004,62.44735610669162,[#5] #VEHICLE0000000000005,48.338792700046795,[#5] #VEHICLE0000000000006,60.9733270940571,[#5] #VEHICLE0000000000007,74.77772578380907,[#5] #VEHICLE0000000000008,58.703790360318195,[#5] #VEHICLE0000000000009,61.698642957416936,[#5] #VEHICLE0000000000010,46.81796911558259,[#5] #VEHICLE0000000000011,58.02526906878802,[#5] #VEHICLE0000000000012,14.365933551708002,[#5] #VEHICLE0000000000013,84.27702386523164,[#5] #VEHICLE0000000000014,51.91857744501638,[#5] #VEHICLE0000000000015,65.72297613476836,[#5] #VEHICLE0000000000016,55.6621431913898,[#5] #VEHICLE0000000000017,61.51146467009827,[#5] #VEHICLE0000000000018,58.867571361722035,[#5] #VEHICLE0000000000019,25.175479644361253,[#5] #VEHICLE0000000000020,37.084698175011695,[#5] #VEHICLE0000000000021,48.338792700046795,[#5] #VEHICLE0000000000022,48.57276555919513
[#6] #VEHICLE0000000000001,58.747252747252745,[#6] #VEHICLE0000000000002,49.604395604395606,[#6] #VEHICLE0000000000003,61.34065934065934,[#6] #VEHICLE0000000000004,82.83516483516483,[#6] #VEHICLE0000000000005,55.560439560439555,[#6] #VEHICLE0000000000006,67.36263736263737,[#6] #VEHICLE0000000000007,57.42857142857143,[#6] #VEHICLE0000000000008,65.80219780219781,[#6] #VEHICLE0000000000009,90.17582417582418,[#6] #VEHICLE0000000000010,64.87912087912088,[#6] #VEHICLE0000000000011,54.63736263736264,[#6] #VEHICLE0000000000012,13.494505494505493,[#6] #VEHICLE0000000000013,62.747252747252745,[#6] #VEHICLE0000000000014,61.0989010989011,[#6] #VEHICLE0000000000015,62.48351648351649,[#6] #VEHICLE0000000000016,29.978021978021978,[#6] #VEHICLE0000000000017,50.9010989010989,[#6] #VEHICLE0000000000018,53.934065934065934,[#6] #VEHICLE0000000000019,29.934065934065934,[#6] #VEHICLE0000000000020,54.02197802197802,[#6] #VEHICLE0000000000021,55.75824175824175,[#6] #VEHICLE0000000000022,43.73626373626374
[#7] #VEHICLE0000000000001,83.90292223873205,[#7] #VEHICLE0000000000002,64.71025260029718,[#7] #VEHICLE0000000000003,79.81674096087173,[#7] #VEHICLE0000000000004,40.193164933135215,[#7] #VEHICLE0000000000005,59.06389301634473,[#7] #VEHICLE0000000000006,67.65725606736008,[#7] #VEHICLE0000000000007,63.992075284794446,[#7] #VEHICLE0000000000008,75.06191183754333,[#7] #VEHICLE0000000000009,58.02377414561665,[#7] #VEHICLE0000000000010,94.99752352649826,[#7] #VEHICLE0000000000011,64.98266468548786,[#7] #VEHICLE0000000000012,67.50866765725607,[#7] #VEHICLE0000000000013,56.76077265973254,[#7] #VEHICLE0000000000014,23.551263001485882,[#7] #VEHICLE0000000000015,71.99108469539375,[#7] #VEHICLE0000000000016,72.73402674591381,[#7] #VEHICLE0000000000017,69.46508172362556,[#7] #VEHICLE0000000000018,56.04259534422982,[#7] #VEHICLE0000000000019,31.79791976225854,[#7] #VEHICLE0000000000020,42.02575532441803,[#7] #VEHICLE0000000000021,52.699356116889554,[#7] #VEHICLE0000000000022,58.296186230807336
[#8] #VEHICLE0000000000001,45.20139234211835,[#8] #VEHICLE0000000000002,58.42864246643461,[#8] #VEHICLE0000000000003,67.42913973147687,[#8] #VEHICLE0000000000004,62.754848334162105,[#8] #VEHICLE0000000000005,72.40179015415217,[#8] #VEHICLE0000000000006,53.555445052212825,[#8] #VEHICLE0000000000007,64.81849825957235,[#8] #VEHICLE0000000000008,74.81352560914968,[#8] #VEHICLE0000000000009,51.91447041272998,[#8] #VEHICLE0000000000010,58.62754848334162,[#8] #VEHICLE0000000000011,52.16310293386375,[#8] #VEHICLE0000000000012,73.34659373446047,[#8] #VEHICLE0000000000013,70.73595226255594,[#8] #VEHICLE0000000000014,60.865241173545506,[#8] #VEHICLE0000000000015,55.42018896071607,[#8] #VEHICLE0000000000016,50.4226752859274,[#8] #VEHICLE0000000000017,45.89756340129289,[#8] #VEHICLE0000000000018,59.52262555942317,[#8] #VEHICLE0000000000019,47.09099950273496,[#8] #VEHICLE0000000000020,37.29487817006464,[#8] #VEHICLE0000000000021,38.736946792640474,[#8] #VEHICLE0000000000022,48.18498259572352
[#9] #VEHICLE0000000000001,54.43969610636278,[#9] #VEHICLE0000000000002,65.62203228869895,[#9] #VEHICLE0000000000003,61.2298195631529,[#9] #VEHICLE0000000000004,53.60873694207028,[#9] #VEHICLE0000000000005,70.27540360873694,[#9] #VEHICLE0000000000006,62.25071225071225,[#9] #VEHICLE0000000000007,70.89268755935423,[#9] #VEHICLE0000000000008,52.87274453941121,[#9] #VEHICLE0000000000009,58.0246913580247,[#9] #VEHICLE0000000000010,62.464387464387464,[#9] #VEHICLE0000000000011,58.30959164292497,[#9] #VEHICLE0000000000012,51.63817663817664,[#9] #VEHICLE0000000000013,66.28679962013295,[#9] #VEHICLE0000000000014,48.8366571699905,[#9] #VEHICLE0000000000015,58.119658119658126,[#9] #VEHICLE0000000000016,54.27350427350427,[#9] #VEHICLE0000000000017,52.18423551756886,[#9] #VEHICLE0000000000018,65.00474833808167,[#9] #VEHICLE0000000000019,38.2716049382716,[#9] #VEHICLE0000000000020,37.96296296296296,[#9] #VEHICLE0000000000021,59.35422602089269,[#9] #VEHICLE0000000000022,56.481481481481474
[#10] #VEHICLE0000000000001,61.08913195252502,[#10] #VEHICLE0000000000002,60.0186176402141,[#10] #VEHICLE0000000000003,51.68722364440307,[#10] #VEHICLE0000000000004,96.43937630905283,[#10] #VEHICLE0000000000005,70.97975331626716,[#10] #VEHICLE0000000000006,56.45799394926693,[#10] #VEHICLE0000000000007,80.2885734233186,[#10] #VEHICLE0000000000008,66.65115196648824,[#10] #VEHICLE0000000000009,75.30835466604607,[#10] #VEHICLE0000000000010,57.85431696532465,[#10] #VEHICLE0000000000011,53.199906911798934,[#10] #VEHICLE0000000000012,56.62089830114033,[#10] #VEHICLE0000000000013,62.97416802420294,[#10] #VEHICLE0000000000014,57.97067721666279,[#10] #VEHICLE0000000000015,60.3444263439609,[#10] #VEHICLE0000000000016,55.01512683267396,[#10] #VEHICLE0000000000017,70.97975331626716,[#10] #VEHICLE0000000000018,70.81684896439377,[#10] #VEHICLE0000000000019,11.542936932743775,[#10] #VEHICLE0000000000020,39.30649290202467,[#10] #VEHICLE0000000000021,36.93274377472655,[#10] #VEHICLE0000000000022,43.123109145915755
