[#1] #VEHICLE0000000000001,90.32746545523376,[#1] #VEHICLE0000000000002,87.50709823963658,[#1] #VEHICLE0000000000003,91.10353965549876,[#1] #VEHICLE0000000000004,84.17565777020633,[#1] #VEHICLE0000000000005,77.17206132879046,[#1] #VEHICLE0000000000006,75.79027067953814,[#1] #VEHICLE0000000000007,95.8356994132122,[#1] #VEHICLE0000000000008,74.25705091803898,[#1] #VEHICLE0000000000009,68.50274465265947,[#1] #VEHICLE0000000000010,91.69032746545524,[#1] #VEHICLE0000000000011,70.376679916714,[#1] #VEHICLE0000000000012,84.15672913117547,[#1] #VEHICLE0000000000013,75.3170547037668,[#1] #VEHICLE0000000000014,76.41491576755631,[#1] #VEHICLE0000000000015,77.05848949460534
[#2] #VEHICLE0000000000001,96.16797900262468,[#2] #VEHICLE0000000000002,79.02012248468941,[#2] #VEHICLE0000000000003,91.32108486439195,[#2] #VEHICLE0000000000004,96.7979002624672,[#2] #VEHICLE0000000000005,80.34995625546807,[#2] #VEHICLE0000000000006,87.48906386701663,[#2] #VEHICLE0000000000007,81.67979002624672,[#2] #VEHICLE0000000000008,74.80314960629921,[#2] #VEHICLE0000000000009,86.8241469816273,[#2] #VEHICLE0000000000010,80.5249343832021,[#2] #VEHICLE0000000000011,67.57655293088364,[#2] #VEHICLE0000000000012,87.61154855643044,[#2] #VEHICLE0000000000013,80.24496937882765,[#2] #VEHICLE0000000000014,89.57130358705162,[#2] #VEHICLE0000000000015,91.72353455818023
[#3] #VEHICLE0000000000001,78.99942933231881,[#3] #VEHICLE0000000000002,85.71428571428571,[#3] #VEHICLE0000000000003,74.20582081034811,[#3] #VEHICLE0000000000004,69.86874643332699,[#3] #VEHICLE0000000000005,77.19231500856002,[#3] #VEHICLE0000000000006,71.02910405174053,[#3] #VEHICLE0000000000007,77.04013696024349,[#3] #VEHICLE0000000000008,81.51036712954156,[#3] #VEHICLE0000000000009,91.32585124595776,[#3] #VEHICLE0000000000010,85.35286284953395,[#3] #VEHICLE0000000000011,77.19231500856002,[#3] #VEHICLE0000000000012,89.08122503328894,[#3] #VEHICLE0000000000013,94.19821190793229,[#3] #VEHICLE0000000000014,80.59729883964238,[#3] #VEHICLE0000000000015,86.98877686893665
[#4] #VEHICLE0000000000001,75.0,[#4] #VEHICLE0000000000002,83.35496430889033,[#4] #VEHICLE0000000000003,92.11550940947437,[#4] #VEHICLE0000000000004,70.36015574302401,[#4] #VEHICLE0000000000005,79.47761194029852,[#4] #VEHICLE0000000000006,67.84555483452304,[#4] #VEHICLE0000000000007,91.45035691109669,[#4] #VEHICLE0000000000008,79.9805321219987,[#4] #VEHICLE0000000000009,84.31213497728749,[#4] #VEHICLE0000000000010,69.09474367293966,[#4] #VEHICLE0000000000011,59.06878650227125,[#4] #VEHICLE0000000000012,67.84555483452304,[#4] #VEHICLE0000000000013,87.67034393251136,[#4] #VEHICLE0000000000014,72.85853341985724,[#4] #VEHICLE0000000000015,85.85334198572355
[#5] #VEHICLE0000000000001,72.78225806451613,[#5] #VEHICLE0000000000002,77.40102639296188,[#5] #VEHICLE0000000000003,65.6524926686217,[#5] #VEHICLE0000000000004,73.90029325513197,[#5] #VEHICLE0000000000005,86.51026392961877,[#5] #VEHICLE0000000000006,78.0425219941349,[#5] #VEHICLE0000000000007,93.21847507331378,[#5] #VEHICLE0000000000008,67.88856304985337,[#5] #VEHICLE0000000000009,81.1033724340176,[#5] #VEHICLE0000000000010,65.4692082111437,[#5] #VEHICLE0000000000011,80.97507331378299,[#5] #VEHICLE0000000000012,88.81964809384164,[#5] #VEHICLE0000000000013,80.42521994134897,[#5] #VEHICLE0000000000014,79.23387096774194,[#5] #VEHICLE0000000000015,75.91642228739003
[#6] #VEHICLE0000000000001,71.73951513006548,[#6] #VEHICLE0000000000002,69.33286144045302,[#6] #VEHICLE0000000000003,70.00530879490356,[#6] #VEHICLE0000000000004,87.25889223146346,[#6] #VEHICLE0000000000005,82.67563263139267,[#6] #VEHICLE0000000000006,81.98548929393029,[#6] #VEHICLE0000000000007,90.39108122456201,[#6] #VEHICLE0000000000008,75.84498318881614,[#6] #VEHICLE0000000000009,87.4004600955583,[#6] #VEHICLE0000000000010,81.13608210936117,[#6] #VEHICLE0000000000011,69.9876128118917,[#6] #VEHICLE0000000000012,68.32419040877721,[#6] #VEHICLE0000000000013,78.11006901433375,[#6] #VEHICLE0000000000014,89.0638824986728,[#6] #VEHICLE0000000000015,72.2173066713856
[#7] #VEHICLE0000000000001,89.21199066594866,[#7] #VEHICLE0000000000002,85.5142703284868,[#7] #VEHICLE0000000000003,66.91796804882428,[#7] #VEHICLE0000000000004,73.61335487345181,[#7] #VEHICLE0000000000005,76.14431879375336,[#7] #VEHICLE0000000000006,80.05744031592174,[#7] #VEHICLE0000000000007,88.3503859271226,[#7] #VEHICLE0000000000008,97.75623765930712,[#7] #VEHICLE0000000000009,98.16908992999461,[#7] #VEHICLE0000000000010,91.70705438879914,[#7] #VEHICLE0000000000011,76.14431879375336,[#7] #VEHICLE0000000000012,76.25201938610662,[#7] #VEHICLE0000000000013,72.94920122060672,[#7] #VEHICLE0000000000014,74.81601148806318,[#7] #VEHICLE0000000000015,77.22132471728594
[#8] #VEHICLE0000000000001,79.759623758927,[#8] #VEHICLE0000000000002,70.980665389305,[#8] #VEHICLE0000000000003,78.62741682633687,[#8] #VEHICLE0000000000004,86.11740114962551,[#8] #VEHICLE0000000000005,75.43981884689079,[#8] #VEHICLE0000000000006,72.35673227660686,[#8] #VEHICLE0000000000007,96.4988677930674,[#8] #VEHICLE0000000000008,93.83382685943215,[#8] #VEHICLE0000000000009,84.75875283051734,[#8] #VEHICLE0000000000010,93.53771120013936,[#8] #VEHICLE0000000000011,60.686291586831565,[#8] #VEHICLE0000000000012,88.41665215119318,[#8] #VEHICLE0000000000013,90.17592753875631,[#8] #VEHICLE0000000000014,73.08831214074203,[#8] #VEHICLE0000000000015,63.52551820240377
[#9] #VEHICLE0000000000001,73.41841385597083,[#9] #VEHICLE0000000000002,86.18049225159527,[#9] #VEHICLE0000000000003,84.04740200546946,[#9] #VEHICLE0000000000004,86.41750227894256,[#9] #VEHICLE0000000000005,72.06927985414767,[#9] #VEHICLE0000000000006,72.9443938012762,[#9] #VEHICLE0000000000007,89.31631722880583,[#9] #VEHICLE0000000000008,89.66271649954422,[#9] #VEHICLE0000000000009,94.49407474931631,[#9] #VEHICLE0000000000010,64.88605287146764,[#9] #VEHICLE0000000000011,82.84412032816772,[#9] #VEHICLE0000000000012,75.87967183226982,[#9] #VEHICLE0000000000013,90.77484047402005,[#9] #VEHICLE0000000000014,75.58796718322698,[#9] #VEHICLE0000000000015,78.04922515952597
[#10] #VEHICLE0000000000001,74.4826276817923,[#10] #VEHICLE0000000000002,70.5714828175432,[#10] #VEHICLE0000000000003,91.28536168596925,[#10] #VEHICLE0000000000004,85.1528384279476,[#10] #VEHICLE0000000000005,65.35029428517183,[#10] #VEHICLE0000000000006,76.49515853426998,[#10] #VEHICLE0000000000007,80.52022023922537,[#10] #VEHICLE0000000000008,93.08904499715209,[#10] #VEHICLE0000000000009,91.2284032656161,[#10] #VEHICLE0000000000010,70.47655211695462,[#10] #VEHICLE0000000000011,65.40725270552497,[#10] #VEHICLE0000000000012,89.23485855325612,[#10] #VEHICLE0000000000013,90.58287450161382,[#10] #VEHICLE0000000000014,74.235807860262,[#10] #VEHICLE0000000000015,71.69166508448832
