[#1] #VEHICLE0000000000001,97.71484030351156,[#1] #VEHICLE0000000000002,94.88265396153167,[#1] #VEHICLE0000000000003,97.4854420328216,[#1] #VEHICLE0000000000004,97.02664549144167,[#1] #VEHICLE0000000000005,93.32980412916886,[#1] #VEHICLE0000000000006,94.42385742015176,[#1] #VEHICLE0000000000007,96.61196400211752
[#2] #VEHICLE0000000000001,99.56930649556122,[#2] #VEHICLE0000000000002,99.27924760481673,[#2] #VEHICLE0000000000003,97.1697283994023,[#2] #VEHICLE0000000000004,99.65720312912015,[#2] #VEHICLE0000000000005,99.56930649556122,[#2] #VEHICLE0000000000006,99.65720312912015,[#2] #VEHICLE0000000000007,99.70115144589963
[#3] #VEHICLE0000000000001,98.9720731374511,[#3] #VEHICLE0000000000002,99.23587737651232,[#3] #VEHICLE0000000000003,98.81742927317384,[#3] #VEHICLE0000000000004,99.6088419903575,[#3] #VEHICLE0000000000005,99.77258255253344,[#3] #VEHICLE0000000000006,99.43600473028292,[#3] #VEHICLE0000000000007,99.73619576093878
[#4] #VEHICLE0000000000001,95.64246733917645,[#4] #VEHICLE0000000000002,89.20125682156441,[#4] #VEHICLE0000000000003,97.89978501736398,[#4] #VEHICLE0000000000004,99.53696047626921,[#4] #VEHICLE0000000000005,94.74119398048619,[#4] #VEHICLE0000000000006,96.81660327435092,[#4] #VEHICLE0000000000007,98.66876136927402
[#5] #VEHICLE0000000000001,99.72732230503544,[#5] #VEHICLE0000000000002,94.83730230867114,[#5] #VEHICLE0000000000003,97.46409743682966,[#5] #VEHICLE0000000000004,99.54553717505908,[#5] #VEHICLE0000000000005,97.0369023813852,[#5] #VEHICLE0000000000006,99.700054535539,[#5] #VEHICLE0000000000007,93.30121796037083
[#6] #VEHICLE0000000000001,98.48816029143897,[#6] #VEHICLE0000000000002,95.81056466302368,[#6] #VEHICLE0000000000003,99.7176684881603,[#6] #VEHICLE0000000000004,99.66302367941712,[#6] #VEHICLE0000000000005,99.6448087431694,[#6] #VEHICLE0000000000006,99.72677595628416,[#6] #VEHICLE0000000000007,97.6775956284153
[#7] #VEHICLE0000000000001,99.25703166460286,[#7] #VEHICLE0000000000002,95.41836193171768,[#7] #VEHICLE0000000000003,95.78984609941624,[#7] #VEHICLE0000000000004,96.78047054661242,[#7] #VEHICLE0000000000005,96.60357332389881,[#7] #VEHICLE0000000000006,97.70918096585883,[#7] #VEHICLE0000000000007,99.778878471608
[#8] #VEHICLE0000000000001,99.70493795018658,[#8] #VEHICLE0000000000002,99.79172090601406,[#8] #VEHICLE0000000000003,98.54204634209842,[#8] #VEHICLE0000000000004,99.89586045300703,[#8] #VEHICLE0000000000005,98.81975180074633,[#8] #VEHICLE0000000000006,95.2182591339061,[#8] #VEHICLE0000000000007,98.56808122884665
[#9] #VEHICLE0000000000001,89.19453603391428,[#9] #VEHICLE0000000000002,97.3810645313236,[#9] #VEHICLE0000000000003,95.02590673575129,[#9] #VEHICLE0000000000004,95.47809703250117,[#9] #VEHICLE0000000000005,98.49269901083373,[#9] #VEHICLE0000000000006,98.04992934526612,[#9] #VEHICLE0000000000007,95.61940650023551
[#10] #VEHICLE0000000000001,99.72602739726028,[#10] #VEHICLE0000000000002,94.93150684931507,[#10] #VEHICLE0000000000003,96.23287671232876,[#10] #VEHICLE0000000000004,96.39554794520548,[#10] #VEHICLE0000000000005,93.86986301369863,[#10] #VEHICLE0000000000006,94.75171232876713,[#10] #VEHICLE0000000000007,95.92465753424658
