[#1] #VEHICLE0000000000001,99.06015037593986,[#1] #VEHICLE0000000000002,96.12573099415205,[#1] #VEHICLE0000000000003,97.859231411863,[#1] #VEHICLE0000000000004,99.53007518796993,[#1] #VEHICLE0000000000005,97.38930659983292,[#1] #VEHICLE0000000000006,99.55096073517126,[#1] #VEHICLE0000000000007,99.7702589807853,[#1] #VEHICLE0000000000008,98.14118629908104
[#2] #VEHICLE0000000000001,93.41277407054336,[#2] #VEHICLE0000000000002,93.68922783603432,[#2] #VEHICLE0000000000003,93.6606291706387,[#2] #VEHICLE0000000000004,97.3307912297426,[#2] #VEHICLE0000000000005,97.53098188751191,[#2] #VEHICLE0000000000006,98.4556720686368,[#2] #VEHICLE0000000000007,98.58913250714967,[#2] #VEHICLE0000000000008,92.1163012392755
[#3] #VEHICLE0000000000001,98.37804753646843,[#3] #VEHICLE0000000000002,97.64357849637865,[#3] #VEHICLE0000000000003,92.30847699683771,[#3] #VEHICLE0000000000004,91.4209935733959,[#3] #VEHICLE0000000000005,93.93042946036928,[#3] #VEHICLE0000000000006,99.12271753544833,[#3] #VEHICLE0000000000007,99.59196164439457,[#3] #VEHICLE0000000000008,94.68530041823932
[#4] #VEHICLE0000000000001,97.86221060492906,[#4] #VEHICLE0000000000002,99.61725168035848,[#4] #VEHICLE0000000000003,94.40814040328604,[#4] #VEHICLE0000000000004,98.82374906646751,[#4] #VEHICLE0000000000005,96.61127707244212,[#4] #VEHICLE0000000000006,92.6624346527259,[#4] #VEHICLE0000000000007,96.56460044809559,[#4] #VEHICLE0000000000008,98.24495892457058
[#5] #VEHICLE0000000000001,95.25310587798998,[#5] #VEHICLE0000000000002,88.22547747079548,[#5] #VEHICLE0000000000003,91.56313740033376,[#5] #VEHICLE0000000000004,90.691637307621,[#5] #VEHICLE0000000000005,86.94604116447246,[#5] #VEHICLE0000000000006,93.6677174114593,[#5] #VEHICLE0000000000007,96.12460597070276,[#5] #VEHICLE0000000000008,96.38420174300019
[#6] #VEHICLE0000000000001,98.55087048404951,[#6] #VEHICLE0000000000002,99.64778102042871,[#6] #VEHICLE0000000000003,98.80245546945758,[#6] #VEHICLE0000000000004,95.52178725973633,[#6] #VEHICLE0000000000005,96.22622521887894,[#6] #VEHICLE0000000000006,93.40847338230854,[#6] #VEHICLE0000000000007,98.3697292945557,[#6] #VEHICLE0000000000008,99.32575223910636
[#7] #VEHICLE0000000000001,96.07120933087783,[#7] #VEHICLE0000000000002,99.54982606916309,[#7] #VEHICLE0000000000003,98.70063433599346,[#7] #VEHICLE0000000000004,95.4061796603233,[#7] #VEHICLE0000000000005,94.49560057294863,[#7] #VEHICLE0000000000006,97.98444853693472,[#7] #VEHICLE0000000000007,97.94352363413137,[#7] #VEHICLE0000000000008,96.11213423368119
[#8] #VEHICLE0000000000001,98.06086205241432,[#8] #VEHICLE0000000000002,97.05289430738216,[#8] #VEHICLE0000000000003,94.30738216377075,[#8] #VEHICLE0000000000004,99.43361812422002,[#8] #VEHICLE0000000000005,98.73284054910243,[#8] #VEHICLE0000000000006,96.23692041854662,[#8] #VEHICLE0000000000007,94.36498032062974,[#8] #VEHICLE0000000000008,96.16012287606796
[#9] #VEHICLE0000000000001,92.40492170022372,[#9] #VEHICLE0000000000002,95.79418344519016,[#9] #VEHICLE0000000000003,95.7158836689038,[#9] #VEHICLE0000000000004,92.89709172259508,[#9] #VEHICLE0000000000005,99.46308724832214,[#9] #VEHICLE0000000000006,98.18791946308724,[#9] #VEHICLE0000000000007,99.69798657718121,[#9] #VEHICLE0000000000008,99.26174496644296
[#10] #VEHICLE0000000000001,92.94401544401545,[#10] #VEHICLE0000000000002,91.31274131274131,[#10] #VEHICLE0000000000003,92.6930501930502,[#10] #VEHICLE0000000000004,98.28185328185329,[#10] #VEHICLE0000000000005,97.99227799227799,[#10] #VEHICLE0000000000006,95.94594594594594,[#10] #VEHICLE0000000000007,93.53281853281852,[#10] #VEHICLE0000000000008,92.57722007722008
[#11] #VEHICLE0000000000001,99.625468164794,[#11] #VEHICLE0000000000002,96.5523864400269,[#11] #VEHICLE0000000000003,93.94987035436473,[#11] #VEHICLE0000000000004,99.55824450206472,[#11] #VEHICLE0000000000005,99.6350715451839,[#11] #VEHICLE0000000000006,92.55738019782963,[#11] #VEHICLE0000000000007,98.86680111399212,[#11] #VEHICLE0000000000008,99.6350715451839
[#12] #VEHICLE0000000000001,97.83489866534849,[#12] #VEHICLE0000000000002,98.92239248640632,[#12] #VEHICLE0000000000003,89.83687592684132,[#12] #VEHICLE0000000000004,96.9451309935739,[#12] #VEHICLE0000000000005,91.87345526445873,[#12] #VEHICLE0000000000006,97.11319822046465,[#12] #VEHICLE0000000000007,92.43697478991596,[#12] #VEHICLE0000000000008,92.56549678695008
[#13] #VEHICLE0000000000001,97.81752046074568,[#13] #VEHICLE0000000000002,99.71708598565222,[#13] #VEHICLE0000000000003,98.53490956855613,[#13] #VEHICLE0000000000004,97.41335758310599,[#13] #VEHICLE0000000000005,98.88855208649086,[#13] #VEHICLE0000000000006,96.54440739618066,[#13] #VEHICLE0000000000007,92.22996867737699,[#13] #VEHICLE0000000000008,97.32242093563707
[#14] #VEHICLE0000000000001,90.04770992366412,[#14] #VEHICLE0000000000002,91.88931297709924,[#14] #VEHICLE0000000000003,97.94847328244275,[#14] #VEHICLE0000000000004,98.09160305343512,[#14] #VEHICLE0000000000005,95.17175572519085,[#14] #VEHICLE0000000000006,96.96564885496183,[#14] #VEHICLE0000000000007,99.75190839694656,[#14] #VEHICLE0000000000008,94.58969465648856
[#15] #VEHICLE0000000000001,99.36507936507937,[#15] #VEHICLE0000000000002,99.4131794131794,[#15] #VEHICLE0000000000003,97.51803751803752,[#15] #VEHICLE0000000000004,99.64405964405965,[#15] #VEHICLE0000000000005,97.32563732563733,[#15] #VEHICLE0000000000006,99.1149591149591,[#15] #VEHICLE0000000000007,99.16305916305916,[#15] #VEHICLE0000000000008,98.77825877825877
[#16] #VEHICLE0000000000001,94.86224139621532,[#16] #VEHICLE0000000000002,91.89136189822533,[#16] #VEHICLE0000000000003,97.66643788606726,[#16] #VEHICLE0000000000004,99.75487792920875,[#16] #VEHICLE0000000000005,97.96058437101676,[#16] #VEHICLE0000000000006,99.54897538974409,[#16] #VEHICLE0000000000007,99.59799980390235,[#16] #VEHICLE0000000000008,99.5881949210707
[#17] #VEHICLE0000000000001,96.78730788299454,[#17] #VEHICLE0000000000002,96.22211204759545,[#17] #VEHICLE0000000000003,90.74863658899356,[#17] #VEHICLE0000000000004,99.28606841844324,[#17] #VEHICLE0000000000005,99.40505701536935,[#17] #VEHICLE0000000000006,98.5126425384234,[#17] #VEHICLE0000000000007,96.89638076351017,[#17] #VEHICLE0000000000008,98.1457610312345
[#18] #VEHICLE0000000000001,95.70172896744906,[#18] #VEHICLE0000000000002,91.72220612382884,[#18] #VEHICLE0000000000003,94.0403747705979,[#18] #VEHICLE0000000000004,90.12846517917512,[#18] #VEHICLE0000000000005,96.58070124601565,[#18] #VEHICLE0000000000006,94.97730126533372,[#18] #VEHICLE0000000000007,91.90572780836473,[#18] #VEHICLE0000000000008,90.69834830483919
[#19] #VEHICLE0000000000001,96.31257164692396,[#19] #VEHICLE0000000000002,89.71150171952618,[#19] #VEHICLE0000000000003,88.94726786396637,[#19] #VEHICLE0000000000004,85.46045089797478,[#19] #VEHICLE0000000000005,89.65418418035918,[#19] #VEHICLE0000000000006,93.21742453190677,[#19] #VEHICLE0000000000007,92.09973251815056,[#19] #VEHICLE0000000000008,98.95873137179977
