[#1] #VEHICLE0000000000001,98.14523381294964,[#1] #VEHICLE0000000000002,97.931654676259,[#1] #VEHICLE0000000000003,93.85116906474819,[#1] #VEHICLE0000000000004,94.03102517985612,[#1] #VEHICLE0000000000005,87.87095323741008,[#1] #VEHICLE0000000000006,98.04406474820144,[#1] #VEHICLE0000000000007,98.17895683453237,[#1] #VEHICLE0000000000008,96.74010791366906,[#1] #VEHICLE0000000000009,96.94244604316546
[#2] #VEHICLE0000000000001,94.58867345821011,[#2] #VEHICLE0000000000002,99.29893745207579,[#2] #VEHICLE0000000000003,92.37594479132434,[#2] #VEHICLE0000000000004,97.4696023660861,[#2] #VEHICLE0000000000005,86.90984773797787,[#2] #VEHICLE0000000000006,98.93745207580238,[#2] #VEHICLE0000000000007,84.9600175265637,[#2] #VEHICLE0000000000008,94.33672910504984,[#2] #VEHICLE0000000000009,89.4621535765144
[#3] #VEHICLE0000000000001,93.24959150326796,[#3] #VEHICLE0000000000002,80.82107843137256,[#3] #VEHICLE0000000000003,96.48692810457517,[#3] #VEHICLE0000000000004,90.30841503267973,[#3] #VEHICLE0000000000005,88.9093137254902,[#3] #VEHICLE0000000000006,82.59803921568627,[#3] #VEHICLE0000000000007,91.56454248366013,[#3] #VEHICLE0000000000008,85.1000816993464,[#3] #VEHICLE0000000000009,86.94852941176471
[#4] #VEHICLE0000000000001,97.3785013167345,[#4] #VEHICLE0000000000002,97.28273880775676,[#4] #VEHICLE0000000000003,97.84534354800097,[#4] #VEHICLE0000000000004,99.35360306440029,[#4] #VEHICLE0000000000005,96.68422312664592,[#4] #VEHICLE0000000000006,98.16854201580082,[#4] #VEHICLE0000000000007,97.13909504429016,[#4] #VEHICLE0000000000008,95.17596361024658,[#4] #VEHICLE0000000000009,96.98348096720134
[#5] #VEHICLE0000000000001,96.88737351517818,[#5] #VEHICLE0000000000002,95.29256489221294,[#5] #VEHICLE0000000000003,98.30620325560932,[#5] #VEHICLE0000000000004,90.94808622965243,[#5] #VEHICLE0000000000005,91.94896612406511,[#5] #VEHICLE0000000000006,96.27144742630884,[#5] #VEHICLE0000000000007,95.87549494060713,[#5] #VEHICLE0000000000008,98.21821381434228,[#5] #VEHICLE0000000000009,99.61504619445667
[#6] #VEHICLE0000000000001,96.01414336226294,[#6] #VEHICLE0000000000002,94.08550305368048,[#6] #VEHICLE0000000000003,98.19993571198971,[#6] #VEHICLE0000000000004,92.48901746490947,[#6] #VEHICLE0000000000005,89.14604093003321,[#6] #VEHICLE0000000000006,99.35711989713919,[#6] #VEHICLE0000000000007,91.39612129004607,[#6] #VEHICLE0000000000008,93.01403621557913,[#6] #VEHICLE0000000000009,93.58191363977285
[#7] #VEHICLE0000000000001,99.22651933701657,[#7] #VEHICLE0000000000002,94.47513812154696,[#7] #VEHICLE0000000000003,92.1988950276243,[#7] #VEHICLE0000000000004,89.86740331491713,[#7] #VEHICLE0000000000005,98.1878453038674,[#7] #VEHICLE0000000000006,95.37016574585635,[#7] #VEHICLE0000000000007,94.45303867403315,[#7] #VEHICLE0000000000008,87.00552486187846,[#7] #VEHICLE0000000000009,95.98895027624309
[#8] #VEHICLE0000000000001,99.37977099236642,[#8] #VEHICLE0000000000002,93.66650763358778,[#8] #VEHICLE0000000000003,88.34685114503816,[#8] #VEHICLE0000000000004,88.46612595419847,[#8] #VEHICLE0000000000005,93.82156488549617,[#8] #VEHICLE0000000000006,98.96230916030534,[#8] #VEHICLE0000000000007,95.10973282442748,[#8] #VEHICLE0000000000008,96.08778625954199,[#8] #VEHICLE0000000000009,98.10353053435115
[#9] #VEHICLE0000000000001,96.67147453678021,[#9] #VEHICLE0000000000002,90.66903361810718,[#9] #VEHICLE0000000000003,93.17652280039943,[#9] #VEHICLE0000000000004,85.48762898036169,[#9] #VEHICLE0000000000005,95.2180184178409,[#9] #VEHICLE0000000000006,91.42349938977034,[#9] #VEHICLE0000000000007,96.50504826361922,[#9] #VEHICLE0000000000008,95.0959724841895,[#9] #VEHICLE0000000000009,99.33429490735605
[#10] #VEHICLE0000000000001,90.66429066429066,[#10] #VEHICLE0000000000002,95.9013959013959,[#10] #VEHICLE0000000000003,96.55479655479655,[#10] #VEHICLE0000000000004,88.34768834768835,[#10] #VEHICLE0000000000005,86.23898623898624,[#10] #VEHICLE0000000000006,91.81269181269181,[#10] #VEHICLE0000000000007,85.61528561528561,[#10] #VEHICLE0000000000008,89.94158994158994,[#10] #VEHICLE0000000000009,85.22918522918523
[#11] #VEHICLE0000000000001,96.90056458117294,[#11] #VEHICLE0000000000002,94.31962207627606,[#11] #VEHICLE0000000000003,89.42274455582441,[#11] #VEHICLE0000000000004,97.15405000576102,[#11] #VEHICLE0000000000005,93.66286438529785,[#11] #VEHICLE0000000000006,95.39117409839844,[#11] #VEHICLE0000000000007,97.85689595575528,[#11] #VEHICLE0000000000008,98.64039635902753,[#11] #VEHICLE0000000000009,95.95575527134463
[#12] #VEHICLE0000000000001,94.0769885155253,[#12] #VEHICLE0000000000002,91.47171416418546,[#12] #VEHICLE0000000000003,97.32028923862185,[#12] #VEHICLE0000000000004,94.9808592088473,[#12] #VEHICLE0000000000005,92.65206295193535,[#12] #VEHICLE0000000000006,97.83071033602722,[#12] #VEHICLE0000000000007,99.65971926839643,[#12] #VEHICLE0000000000008,96.78860059549127,[#12] #VEHICLE0000000000009,89.66397277754147
[#13] #VEHICLE0000000000001,95.0119849332268,[#13] #VEHICLE0000000000002,99.10969067458053,[#13] #VEHICLE0000000000003,88.51729254651296,[#13] #VEHICLE0000000000004,99.14393334094281,[#13] #VEHICLE0000000000005,87.61556899897272,[#13] #VEHICLE0000000000006,94.4983449377925,[#13] #VEHICLE0000000000007,97.7513982422098,[#13] #VEHICLE0000000000008,94.58965871475858,[#13] #VEHICLE0000000000009,94.06460449720352
[#14] #VEHICLE0000000000001,93.47957823294146,[#14] #VEHICLE0000000000002,97.52757241546479,[#14] #VEHICLE0000000000003,98.1699187977215,[#14] #VEHICLE0000000000004,98.31535571445885,[#14] #VEHICLE0000000000005,89.41946430735669,[#14] #VEHICLE0000000000006,94.18252333050539,[#14] #VEHICLE0000000000007,97.67300933220216,[#14] #VEHICLE0000000000008,95.06726457399103,[#14] #VEHICLE0000000000009,93.72197309417041
[#15] #VEHICLE0000000000001,94.71210340775558,[#15] #VEHICLE0000000000002,98.35487661574618,[#15] #VEHICLE0000000000003,98.0846063454759,[#15] #VEHICLE0000000000004,92.64394829612222,[#15] #VEHICLE0000000000005,93.40775558166862,[#15] #VEHICLE0000000000006,98.36662749706228,[#15] #VEHICLE0000000000007,92.50293772032903,[#15] #VEHICLE0000000000008,93.78378378378378,[#15] #VEHICLE0000000000009,89.0129259694477
[#16] #VEHICLE0000000000001,99.51557855334141,[#16] #VEHICLE0000000000002,98.15039084003084,[#16] #VEHICLE0000000000003,95.40900583507653,[#16] #VEHICLE0000000000004,97.32467246504459,[#16] #VEHICLE0000000000005,96.25674336672905,[#16] #VEHICLE0000000000006,89.5298910051745,[#16] #VEHICLE0000000000007,92.08411317846526,[#16] #VEHICLE0000000000008,95.02367059341627,[#16] #VEHICLE0000000000009,93.1740614334471
[#17] #VEHICLE0000000000001,89.37899642353962,[#17] #VEHICLE0000000000002,97.52899100466024,[#17] #VEHICLE0000000000003,92.18597594017557,[#17] #VEHICLE0000000000004,93.5948845778693,[#17] #VEHICLE0000000000005,90.86376937249376,[#17] #VEHICLE0000000000006,85.99761569307466,[#17] #VEHICLE0000000000007,85.79169827679635,[#17] #VEHICLE0000000000008,90.02926194862903,[#17] #VEHICLE0000000000009,95.83830063942777
[#18] #VEHICLE0000000000001,90.10380622837371,[#18] #VEHICLE0000000000002,97.7277970011534,[#18] #VEHICLE0000000000003,89.16955017301038,[#18] #VEHICLE0000000000004,91.89158016147636,[#18] #VEHICLE0000000000005,94.70588235294117,[#18] #VEHICLE0000000000006,91.83391003460207,[#18] #VEHICLE0000000000007,97.03575547866205,[#18] #VEHICLE0000000000008,92.07612456747405,[#18] #VEHICLE0000000000009,96.29757785467127
[#19] #VEHICLE0000000000001,98.45977011494253,[#19] #VEHICLE0000000000002,95.83908045977012,[#19] #VEHICLE0000000000003,98.6551724137931,[#19] #VEHICLE0000000000004,93.94252873563218,[#19] #VEHICLE0000000000005,99.33333333333333,[#19] #VEHICLE0000000000006,97.0,[#19] #VEHICLE0000000000007,98.54022988505747,[#19] #VEHICLE0000000000008,91.0919540229885,[#19] #VEHICLE0000000000009,94.02298850574712
[#20] #VEHICLE0000000000001,98.36788182034788,[#20] #VEHICLE0000000000002,92.5184655706457,[#20] #VEHICLE0000000000003,97.81987133666905,[#20] #VEHICLE0000000000004,94.90111984751013,[#20] #VEHICLE0000000000005,96.59280438408388,[#20] #VEHICLE0000000000006,97.23612103883727,[#20] #VEHICLE0000000000007,99.48772933047415,[#20] #VEHICLE0000000000008,97.18846795329998,[#20] #VEHICLE0000000000009,92.57803192756731
[#21] #VEHICLE0000000000001,96.50175947008901,[#21] #VEHICLE0000000000002,94.03850134547713,[#21] #VEHICLE0000000000003,95.19768163941214,[#21] #VEHICLE0000000000004,86.92817222107224,[#21] #VEHICLE0000000000005,94.7629890291865,[#21] #VEHICLE0000000000006,91.88573794245498,[#21] #VEHICLE0000000000007,86.04843717656799,[#21] #VEHICLE0000000000008,93.07596770854896,[#21] #VEHICLE0000000000009,89.7743738356448
[#22] #VEHICLE0000000000001,94.70497447465274,[#22] #VEHICLE0000000000002,95.16799240175709,[#22] #VEHICLE0000000000003,97.37623174640865,[#22] #VEHICLE0000000000004,98.20728956428826,[#22] #VEHICLE0000000000005,99.3351537456963,[#22] #VEHICLE0000000000006,94.53876291107682,[#22] #VEHICLE0000000000007,95.93968894693103,[#22] #VEHICLE0000000000008,94.88305829276979,[#22] #VEHICLE0000000000009,94.66935771102932
[#23] #VEHICLE0000000000001,90.32667300983191,[#23] #VEHICLE0000000000002,97.79046410825669,[#23] #VEHICLE0000000000003,93.635690876414,[#23] #VEHICLE0000000000004,94.49201818374036,[#23] #VEHICLE0000000000005,94.92546780843641,[#23] #VEHICLE0000000000006,87.27138175282799,[#23] #VEHICLE0000000000007,84.06808330690347,[#23] #VEHICLE0000000000008,97.62131303520457,[#23] #VEHICLE0000000000009,89.57606512316313
[#24] #VEHICLE0000000000001,98.13203141583527,[#24] #VEHICLE0000000000002,93.19677350880917,[#24] #VEHICLE0000000000003,94.51284228401613,[#24] #VEHICLE0000000000004,93.6849925705795,[#24] #VEHICLE0000000000005,86.80747187433666,[#24] #VEHICLE0000000000006,89.64126512417747,[#24] #VEHICLE0000000000007,90.55402250053068,[#24] #VEHICLE0000000000008,91.3075780089153,[#24] #VEHICLE0000000000009,94.3324135003184
[#25] #VEHICLE0000000000001,92.82570872991506,[#25] #VEHICLE0000000000002,94.19711390850476,[#25] #VEHICLE0000000000003,91.74086582744857,[#25] #VEHICLE0000000000004,95.39453484801965,[#25] #VEHICLE0000000000005,87.84157199877187,[#25] #VEHICLE0000000000006,86.42922935216457,[#25] #VEHICLE0000000000007,97.48234571691741,[#25] #VEHICLE0000000000008,89.02875857128237,[#25] #VEHICLE0000000000009,90.00102343670045
[#26] #VEHICLE0000000000001,99.4823317578213,[#26] #VEHICLE0000000000002,94.30564933603421,[#26] #VEHICLE0000000000003,94.89083952284493,[#26] #VEHICLE0000000000004,94.96961512491559,[#26] #VEHICLE0000000000005,94.41818591042089,[#26] #VEHICLE0000000000006,98.34571235651588,[#26] #VEHICLE0000000000007,94.05806887238353,[#26] #VEHICLE0000000000008,97.34413684447445,[#26] #VEHICLE0000000000009,92.86518118388476
[#27] #VEHICLE0000000000001,90.88645957354692,[#27] #VEHICLE0000000000002,97.96514774326226,[#27] #VEHICLE0000000000003,89.60926507197749,[#27] #VEHICLE0000000000004,98.7011581339972,[#27] #VEHICLE0000000000005,87.1847602554389,[#27] #VEHICLE0000000000006,98.86351336724753,[#27] #VEHICLE0000000000007,96.55806905509255,[#27] #VEHICLE0000000000008,90.28033336941228,[#27] #VEHICLE0000000000009,87.89912328174044
[#28] #VEHICLE0000000000001,96.37218676519986,[#28] #VEHICLE0000000000002,94.31194715037509,[#28] #VEHICLE0000000000003,95.14052177807636,[#28] #VEHICLE0000000000004,92.78916134811331,[#28] #VEHICLE0000000000005,92.19572276340836,[#28] #VEHICLE0000000000006,91.50151158884783,[#28] #VEHICLE0000000000007,96.56253499048259,[#28] #VEHICLE0000000000008,99.20501623558393,[#28] #VEHICLE0000000000009,88.3663643488971
[#29] #VEHICLE0000000000001,89.31063649820258,[#29] #VEHICLE0000000000002,94.81920067667583,[#29] #VEHICLE0000000000003,93.82533305138507,[#29] #VEHICLE0000000000004,91.57327130471559,[#29] #VEHICLE0000000000005,99.51363924719814,[#29] #VEHICLE0000000000006,94.85091985620639,[#29] #VEHICLE0000000000007,91.45696764643688,[#29] #VEHICLE0000000000008,90.15648128568408,[#29] #VEHICLE0000000000009,95.60160710509622
[#30] #VEHICLE0000000000001,99.5897759545598,[#30] #VEHICLE0000000000002,89.40780477542863,[#30] #VEHICLE0000000000003,92.70011570421795,[#30] #VEHICLE0000000000004,95.93983380666877,[#30] #VEHICLE0000000000005,92.06900178815609,[#30] #VEHICLE0000000000006,89.62869464605028,[#30] #VEHICLE0000000000007,96.85494898495845,[#30] #VEHICLE0000000000008,93.15241401072893,[#30] #VEHICLE0000000000009,94.21478910276639
