[#1] #VEHICLE0000000000001,95.50726765526353,[#1] #VEHICLE0000000000002,79.87079723975921,[#1] #VEHICLE0000000000003,89.25267948906182,[#1] #VEHICLE0000000000004,82.61635589487594,[#1] #VEHICLE0000000000005,88.00469828219057,[#1] #VEHICLE0000000000006,79.97357216267802,[#1] #VEHICLE0000000000007,92.49743062692704,[#1] #VEHICLE0000000000008,80.12039348113346,[#1] #VEHICLE0000000000009,92.08633093525181,[#1] #VEHICLE0000000000010,72.86742034943474,[#1] #VEHICLE0000000000011,80.20848627220673,[#1] #VEHICLE0000000000012,86.2428424607253,[#1] #VEHICLE0000000000013,90.20701805902218
[#2] #VEHICLE0000000000001,78.13833028641073,[#2] #VEHICLE0000000000002,85.95368677635588,[#2] #VEHICLE0000000000003,86.63924436319319,[#2] #VEHICLE0000000000004,78.47349177330895,[#2] #VEHICLE0000000000005,76.59963436928702,[#2] #VEHICLE0000000000006,81.52041438147471,[#2] #VEHICLE0000000000007,88.4521633150518,[#2] #VEHICLE0000000000008,79.82937233394271,[#2] #VEHICLE0000000000009,84.30834856794638,[#2] #VEHICLE0000000000010,95.93235831809872,[#2] #VEHICLE0000000000011,79.75319926873857,[#2] #VEHICLE0000000000012,73.0956733698964,[#2] #VEHICLE0000000000013,79.52468007312615
[#3] #VEHICLE0000000000001,96.86797023706524,[#3] #VEHICLE0000000000002,76.37999653919363,[#3] #VEHICLE0000000000003,81.74424640941339,[#3] #VEHICLE0000000000004,90.20591797888909,[#3] #VEHICLE0000000000005,86.27790275134106,[#3] #VEHICLE0000000000006,80.0657553209898,[#3] #VEHICLE0000000000007,85.96643017823152,[#3] #VEHICLE0000000000008,95.31060737151756,[#3] #VEHICLE0000000000009,80.446444021457,[#3] #VEHICLE0000000000010,86.36442291053815,[#3] #VEHICLE0000000000011,85.06662052258176,[#3] #VEHICLE0000000000012,80.1695795120263,[#3] #VEHICLE0000000000013,94.39349368402837
[#4] #VEHICLE0000000000001,74.07137654770575,[#4] #VEHICLE0000000000002,78.5142024763292,[#4] #VEHICLE0000000000003,92.04661325564457,[#4] #VEHICLE0000000000004,83.59796067006555,[#4] #VEHICLE0000000000005,75.83394027676621,[#4] #VEHICLE0000000000006,72.86234522942462,[#4] #VEHICLE0000000000007,86.17625637290604,[#4] #VEHICLE0000000000008,88.71085214857976,[#4] #VEHICLE0000000000009,89.68681718863803,[#4] #VEHICLE0000000000010,79.79606700655499,[#4] #VEHICLE0000000000011,84.3117261471231,[#4] #VEHICLE0000000000012,81.93736343772761,[#4] #VEHICLE0000000000013,85.41879096868172
[#5] #VEHICLE0000000000001,78.20301988339065,[#5] #VEHICLE0000000000002,92.0167439079085,[#5] #VEHICLE0000000000003,86.79922260427567,[#5] #VEHICLE0000000000004,75.57183435491105,[#5] #VEHICLE0000000000005,90.52175213036328,[#5] #VEHICLE0000000000006,78.42726865002243,[#5] #VEHICLE0000000000007,84.01853789804156,[#5] #VEHICLE0000000000008,97.20436537599043,[#5] #VEHICLE0000000000009,85.9470772910749,[#5] #VEHICLE0000000000010,81.98534908058006,[#5] #VEHICLE0000000000011,69.33771864254746,[#5] #VEHICLE0000000000012,85.39393033338317,[#5] #VEHICLE0000000000013,94.52833009418448
[#6] #VEHICLE0000000000001,79.40794223826715,[#6] #VEHICLE0000000000002,93.41516245487365,[#6] #VEHICLE0000000000003,87.88447653429603,[#6] #VEHICLE0000000000004,83.68231046931407,[#6] #VEHICLE0000000000005,82.62815884476534,[#6] #VEHICLE0000000000006,76.3898916967509,[#6] #VEHICLE0000000000007,81.87725631768953,[#6] #VEHICLE0000000000008,86.94584837545126,[#6] #VEHICLE0000000000009,93.25631768953069,[#6] #VEHICLE0000000000010,84.31768953068593,[#6] #VEHICLE0000000000011,73.60288808664261,[#6] #VEHICLE0000000000012,85.92057761732852,[#6] #VEHICLE0000000000013,91.00361010830325
[#7] #VEHICLE0000000000001,77.70773638968481,[#7] #VEHICLE0000000000002,93.567335243553,[#7] #VEHICLE0000000000003,73.30945558739255,[#7] #VEHICLE0000000000004,83.46704871060172,[#7] #VEHICLE0000000000005,67.67908309455586,[#7] #VEHICLE0000000000006,82.40687679083094,[#7] #VEHICLE0000000000007,83.2378223495702,[#7] #VEHICLE0000000000008,93.51002865329512,[#7] #VEHICLE0000000000009,69.74212034383955,[#7] #VEHICLE0000000000010,82.0487106017192,[#7] #VEHICLE0000000000011,68.39541547277938,[#7] #VEHICLE0000000000012,90.30085959885386,[#7] #VEHICLE0000000000013,79.8567335243553
[#8] #VEHICLE0000000000001,82.66764922623435,[#8] #VEHICLE0000000000002,96.31540162122329,[#8] #VEHICLE0000000000003,84.0825350036846,[#8] #VEHICLE0000000000004,93.72144436256448,[#8] #VEHICLE0000000000005,80.39793662490789,[#8] #VEHICLE0000000000006,87.91451731761238,[#8] #VEHICLE0000000000007,81.75386882829771,[#8] #VEHICLE0000000000008,86.0132645541636,[#8] #VEHICLE0000000000009,88.22402358142962,[#8] #VEHICLE0000000000010,69.03463522476049,[#8] #VEHICLE0000000000011,81.68017686072218,[#8] #VEHICLE0000000000012,91.45173176123802,[#8] #VEHICLE0000000000013,92.45394252026529
[#9] #VEHICLE0000000000001,92.73656496825151,[#9] #VEHICLE0000000000002,94.87378039337153,[#9] #VEHICLE0000000000003,87.9045996592845,[#9] #VEHICLE0000000000004,84.04831965308966,[#9] #VEHICLE0000000000005,95.07511228124515,[#9] #VEHICLE0000000000006,74.27597955706985,[#9] #VEHICLE0000000000007,92.00867275824687,[#9] #VEHICLE0000000000008,95.15254762273501,[#9] #VEHICLE0000000000009,89.6701254452532,[#9] #VEHICLE0000000000010,90.15022456249032,[#9] #VEHICLE0000000000011,70.7449279851324,[#9] #VEHICLE0000000000012,74.07464766919622,[#9] #VEHICLE0000000000013,84.96205668266997
[#10] #VEHICLE0000000000001,84.87697853001097,[#10] #VEHICLE0000000000002,87.3217364049522,[#10] #VEHICLE0000000000003,79.40761636107193,[#10] #VEHICLE0000000000004,87.35307945463093,[#10] #VEHICLE0000000000005,96.53659301049993,[#10] #VEHICLE0000000000006,85.36279580003135,[#10] #VEHICLE0000000000007,84.25011753643629,[#10] #VEHICLE0000000000008,90.14261087603825,[#10] #VEHICLE0000000000009,82.83968030089328,[#10] #VEHICLE0000000000010,81.49192916470773,[#10] #VEHICLE0000000000011,73.45243692211253,[#10] #VEHICLE0000000000012,91.14558846575773,[#10] #VEHICLE0000000000013,90.81648644413102
