[#1] #VEHICLE0000000000001,99.97972452386423
[#2] #VEHICLE0000000000001,99.9809026672608
[#3] #VEHICLE0000000000001,99.98057472901746
[#4] #VEHICLE0000000000001,99.98582017402514
[#5] #VEHICLE0000000000001,99.98526397577933
[#6] #VEHICLE0000000000001,99.9855424853782
[#7] #VEHICLE0000000000001,99.98560379012945
[#8] #VEHICLE0000000000001,99.97351905304134
[#9] #VEHICLE0000000000001,99.9857244825125
[#10] #VEHICLE0000000000001,99.98037753620345
[#11] #VEHICLE0000000000001,99.98090072195271
[#12] #VEHICLE0000000000001,99.9678163385721
[#13] #VEHICLE0000000000001,99.98596670281303
[#14] #VEHICLE0000000000001,99.97925856275668
[#15] #VEHICLE0000000000001,99.98480096168461
[#16] #VEHICLE0000000000001,99.98059282452031
[#17] #VEHICLE0000000000001,99.98560605069288
[#18] #VEHICLE0000000000001,99.98588820895714
[#19] #VEHICLE0000000000001,99.98482946944517
[#20] #VEHICLE0000000000001,99.98510312698907
[#21] #VEHICLE0000000000001,99.98550896468139
[#22] #VEHICLE0000000000001,99.98537875666264
[#23] #VEHICLE0000000000001,99.98484618881649
[#24] #VEHICLE0000000000001,99.98583368749114
[#25] #VEHICLE0000000000001,99.98533157312211
[#26] #VEHICLE0000000000001,99.98040266001227
[#27] #VEHICLE0000000000001,99.9861053216618
[#28] #VEHICLE0000000000001,99.98551659666354
[#29] #VEHICLE0000000000001,99.9849490319491
[#30] #VEHICLE0000000000001,99.98567129961312
