[#1] #VEHICLE0000000000001,99.9461555029076,[#1] #VEHICLE0000000000002,99.97038552659919
[#2] #VEHICLE0000000000001,99.96192603497728,[#2] #VEHICLE0000000000002,99.97207909231668
[#3] #VEHICLE0000000000001,99.95185105927669,[#3] #VEHICLE0000000000002,99.57735929809544
[#4] #VEHICLE0000000000001,99.93879424665919,[#4] #VEHICLE0000000000002,99.43894726104254
[#5] #VEHICLE0000000000001,99.96923786818427,[#5] #VEHICLE0000000000002,99.95898382424568
[#6] #VEHICLE0000000000001,99.9699256342957,[#6] #VEHICLE0000000000002,99.95898950131233
[#7] #VEHICLE0000000000001,99.97112330349408,[#7] #VEHICLE0000000000002,99.3043341296301
[#8] #VEHICLE0000000000001,99.95985118171356,[#8] #VEHICLE0000000000002,99.97055753325661
[#9] #VEHICLE0000000000001,99.96784001871126,[#9] #VEHICLE0000000000002,99.96784001871126
[#10] #VEHICLE0000000000001,99.95791600033668,[#10] #VEHICLE0000000000002,99.96352720029178
[#11] #VEHICLE0000000000001,99.95487005229765,[#11] #VEHICLE0000000000002,99.93363242984948
[#12] #VEHICLE0000000000001,99.971595310644,[#12] #VEHICLE0000000000002,99.971595310644
[#13] #VEHICLE0000000000001,99.92339512793014,[#13] #VEHICLE0000000000002,99.97191154690772
[#14] #VEHICLE0000000000001,99.95859327554794,[#14] #VEHICLE0000000000002,99.95307237895435
[#15] #VEHICLE0000000000001,99.9720329502695,[#15] #VEHICLE0000000000002,99.9720329502695
[#16] #VEHICLE0000000000001,99.97117324877486,[#16] #VEHICLE0000000000002,99.36319085929924
[#17] #VEHICLE0000000000001,99.97081995914795,[#17] #VEHICLE0000000000002,99.52516115340744
[#18] #VEHICLE0000000000001,99.93177786874062,[#18] #VEHICLE0000000000002,99.96998226224588
[#19] #VEHICLE0000000000001,99.9708748146579,[#19] #VEHICLE0000000000002,99.9708748146579
[#20] #VEHICLE0000000000001,99.96853096838792,[#20] #VEHICLE0000000000002,99.96853096838792
[#21] #VEHICLE0000000000001,99.97053071503201,[#21] #VEHICLE0000000000002,99.92498727462694
[#22] #VEHICLE0000000000001,99.9679906882002,[#22] #VEHICLE0000000000002,99.9418012512731
[#23] #VEHICLE0000000000001,99.96972782563228,[#23] #VEHICLE0000000000002,99.95596774637421
[#24] #VEHICLE0000000000001,99.97075790201238,[#24] #VEHICLE0000000000002,99.97075790201238
[#25] #VEHICLE0000000000001,99.9464209172739,[#25] #VEHICLE0000000000002,99.96785255036433
[#26] #VEHICLE0000000000001,99.92977148722382,[#26] #VEHICLE0000000000002,99.97028793690238
[#27] #VEHICLE0000000000001,99.97016382770967,[#27] #VEHICLE0000000000002,99.95931431051318
[#28] #VEHICLE0000000000001,99.93439755084191,[#28] #VEHICLE0000000000002,99.95899846927618
[#29] #VEHICLE0000000000001,99.97064709806538,[#29] #VEHICLE0000000000002,99.96797865243495
[#30] #VEHICLE0000000000001,99.9537767143401,[#30] #VEHICLE0000000000002,99.95921474794714
