[#1] #VEHICLE0000000000001,99.89918338542192,[#1] #VEHICLE0000000000002,99.45054945054946,[#1] #VEHICLE0000000000003,99.59169271095877,[#1] #VEHICLE0000000000004,99.93446920052425
[#2] #VEHICLE0000000000001,99.87278702427648,[#2] #VEHICLE0000000000002,99.08830700731474,[#2] #VEHICLE0000000000003,97.7366691402523,[#2] #VEHICLE0000000000004,99.94169405279338
[#3] #VEHICLE0000000000001,97.66645596291615,[#3] #VEHICLE0000000000002,99.94205646860514,[#3] #VEHICLE0000000000003,99.94205646860514,[#3] #VEHICLE0000000000004,96.4338390223346
[#4] #VEHICLE0000000000001,99.92011503435053,[#4] #VEHICLE0000000000002,99.6218778292592,[#4] #VEHICLE0000000000003,99.90946370559726,[#4] #VEHICLE0000000000004,99.31831495979124
[#5] #VEHICLE0000000000001,98.53323988786545,[#5] #VEHICLE0000000000002,99.68962755306367,[#5] #VEHICLE0000000000003,99.83480176211454,[#5] #VEHICLE0000000000004,99.86984381257508
[#6] #VEHICLE0000000000001,98.41985286498809,[#6] #VEHICLE0000000000002,99.92228784581908,[#6] #VEHICLE0000000000003,99.91192622526162,[#6] #VEHICLE0000000000004,99.87566055331054
[#7] #VEHICLE0000000000001,99.89491935060158,[#7] #VEHICLE0000000000002,99.8739032207219,[#7] #VEHICLE0000000000003,99.93169757789103,[#7] #VEHICLE0000000000004,98.6234434928808
[#8] #VEHICLE0000000000001,99.80160857908848,[#8] #VEHICLE0000000000002,99.9088471849866,[#8] #VEHICLE0000000000003,99.9195710455764,[#8] #VEHICLE0000000000004,99.83914209115281
[#9] #VEHICLE0000000000001,98.76178062963706,[#9] #VEHICLE0000000000002,96.54100661720473,[#9] #VEHICLE0000000000003,99.91979145779025,[#9] #VEHICLE0000000000004,97.94966913976339
[#10] #VEHICLE0000000000001,99.86954795530599,[#10] #VEHICLE0000000000002,99.92059440757757,[#10] #VEHICLE0000000000003,99.93760989166809,[#10] #VEHICLE0000000000004,99.24564687198684
[#11] #VEHICLE0000000000001,99.55582364553631,[#11] #VEHICLE0000000000002,99.86290853257293,[#11] #VEHICLE0000000000003,99.91774511954375,[#11] #VEHICLE0000000000004,99.86839219127002
[#12] #VEHICLE0000000000001,99.41025641025641,[#12] #VEHICLE0000000000002,99.48205128205129,[#12] #VEHICLE0000000000003,99.03589743589744,[#12] #VEHICLE0000000000004,99.93333333333332
[#13] #VEHICLE0000000000001,99.87667009249743,[#13] #VEHICLE0000000000002,97.14285714285714,[#13] #VEHICLE0000000000003,99.92291880781089,[#13] #VEHICLE0000000000004,99.93833504624871
[#14] #VEHICLE0000000000001,99.87324443543072,[#14] #VEHICLE0000000000002,99.8783146580135,[#14] #VEHICLE0000000000003,99.94422755158952,[#14] #VEHICLE0000000000004,99.87324443543072
[#15] #VEHICLE0000000000001,99.92293068899964,[#15] #VEHICLE0000000000002,97.73416225658943,[#15] #VEHICLE0000000000003,99.18306530339619,[#15] #VEHICLE0000000000004,97.92426655705698
[#16] #VEHICLE0000000000001,99.92358245453156,[#16] #VEHICLE0000000000002,99.42432115747108,[#16] #VEHICLE0000000000003,99.91848795150034,[#16] #VEHICLE0000000000004,99.90829894543786
[#17] #VEHICLE0000000000001,99.94443321883209,[#17] #VEHICLE0000000000002,99.91917559102849,[#17] #VEHICLE0000000000003,99.80804202869267,[#17] #VEHICLE0000000000004,99.60092948070317
[#18] #VEHICLE0000000000001,99.93754613069892,[#18] #VEHICLE0000000000002,99.795605518651,[#18] #VEHICLE0000000000003,99.87509226139784,[#18] #VEHICLE0000000000004,99.8296712655425
[#19] #VEHICLE0000000000001,99.91515987061881,[#19] #VEHICLE0000000000002,99.91515987061881,[#19] #VEHICLE0000000000003,99.9363699029641,[#19] #VEHICLE0000000000004,99.90985736253248
[#20] #VEHICLE0000000000001,99.47147520596921,[#20] #VEHICLE0000000000002,99.9222757655837,[#20] #VEHICLE0000000000003,99.9222757655837,[#20] #VEHICLE0000000000004,97.81335820508833
[#21] #VEHICLE0000000000001,99.50339780449555,[#21] #VEHICLE0000000000002,99.79090433873498,[#21] #VEHICLE0000000000003,99.9006795608991,[#21] #VEHICLE0000000000004,99.86408782017773
[#22] #VEHICLE0000000000001,99.92572418915573,[#22] #VEHICLE0000000000002,99.34142114384748,[#22] #VEHICLE0000000000003,98.43525625154741,[#22] #VEHICLE0000000000004,99.80193117108195
[#23] #VEHICLE0000000000001,98.94665129441358,[#23] #VEHICLE0000000000002,99.94235405093805,[#23] #VEHICLE0000000000003,96.89235929147888,[#23] #VEHICLE0000000000004,99.93711351011424
[#24] #VEHICLE0000000000001,99.20858957556206,[#24] #VEHICLE0000000000002,99.91430587760863,[#24] #VEHICLE0000000000003,94.21312632321806,[#24] #VEHICLE0000000000004,99.93951003125315
[#25] #VEHICLE0000000000001,99.94058229352348,[#25] #VEHICLE0000000000002,99.91897585480474,[#25] #VEHICLE0000000000003,99.94058229352348,[#25] #VEHICLE0000000000004,99.45983903203155
[#26] #VEHICLE0000000000001,99.9448206671683,[#26] #VEHICLE0000000000002,95.06897416603964,[#26] #VEHICLE0000000000003,98.35465262101832,[#26] #VEHICLE0000000000004,96.63406069726611
[#27] #VEHICLE0000000000001,99.86383579605628,[#27] #VEHICLE0000000000002,99.92939633869585,[#27] #VEHICLE0000000000003,99.64193857481467,[#27] #VEHICLE0000000000004,99.92435322003126
[#28] #VEHICLE0000000000001,98.7256176853056,[#28] #VEHICLE0000000000002,99.55266579973993,[#28] #VEHICLE0000000000003,99.94278283485045,[#28] #VEHICLE0000000000004,99.84915474642393
[#29] #VEHICLE0000000000001,99.85904463586532,[#29] #VEHICLE0000000000002,99.87470634299139,[#29] #VEHICLE0000000000003,99.83816235969721,[#29] #VEHICLE0000000000004,98.976768467763
[#30] #VEHICLE0000000000001,99.5487959442332,[#30] #VEHICLE0000000000002,99.32065906210393,[#30] #VEHICLE0000000000003,99.94423320659061,[#30] #VEHICLE0000000000004,99.88846641318125
