[#1] #VEHICLE0000000000001,96.16343176497243,[#1] #VEHICLE0000000000002,99.23721773279965,[#1] #VEHICLE0000000000003,99.879163205196,[#1] #VEHICLE0000000000004,95.52903859225134,[#1] #VEHICLE0000000000005,99.47133902273242,[#1] #VEHICLE0000000000006,98.285627973718
[#2] #VEHICLE0000000000001,98.82869692532942,[#2] #VEHICLE0000000000002,98.65300146412885,[#2] #VEHICLE0000000000003,94.94143484626647,[#2] #VEHICLE0000000000004,96.89604685212299,[#2] #VEHICLE0000000000005,96.10541727672035,[#2] #VEHICLE0000000000006,94.81698389458272
[#3] #VEHICLE0000000000001,99.70254843636948,[#3] #VEHICLE0000000000002,99.80705844521263,[#3] #VEHICLE0000000000003,99.80705844521263,[#3] #VEHICLE0000000000004,99.6382345847737,[#3] #VEHICLE0000000000005,99.8794115282579,[#3] #VEHICLE0000000000006,99.02725299461372
[#4] #VEHICLE0000000000001,95.63598922857595,[#4] #VEHICLE0000000000002,98.33676540472041,[#4] #VEHICLE0000000000003,99.83367654047204,[#4] #VEHICLE0000000000004,99.65151275146523,[#4] #VEHICLE0000000000005,99.6435925867258,[#4] #VEHICLE0000000000006,99.84951686995089
[#5] #VEHICLE0000000000001,96.7629179331307,[#5] #VEHICLE0000000000002,99.91641337386018,[#5] #VEHICLE0000000000003,96.709726443769,[#5] #VEHICLE0000000000004,99.03495440729483,[#5] #VEHICLE0000000000005,99.90121580547113,[#5] #VEHICLE0000000000006,98.76899696048632
[#6] #VEHICLE0000000000001,97.4079438896089,[#6] #VEHICLE0000000000002,98.94030647251658,[#6] #VEHICLE0000000000003,99.81703133338415,[#6] #VEHICLE0000000000004,99.84752611115346,[#6] #VEHICLE0000000000005,99.73317069451856,[#6] #VEHICLE0000000000006,99.78653655561484
[#7] #VEHICLE0000000000001,99.73011589141133,[#7] #VEHICLE0000000000002,99.91268455310367,[#7] #VEHICLE0000000000003,99.69836481981267,[#7] #VEHICLE0000000000004,99.714240355612,[#7] #VEHICLE0000000000005,99.785680266709,[#7] #VEHICLE0000000000006,99.08715669153834
[#8] #VEHICLE0000000000001,98.76679145562652,[#8] #VEHICLE0000000000002,97.18857813991045,[#8] #VEHICLE0000000000003,95.39014901269911,[#8] #VEHICLE0000000000004,99.72840049915584,[#8] #VEHICLE0000000000005,99.70637891800631,[#8] #VEHICLE0000000000006,99.6329736475079
[#9] #VEHICLE0000000000001,98.55959110973438,[#9] #VEHICLE0000000000002,99.02423913885232,[#9] #VEHICLE0000000000003,98.34275536281267,[#9] #VEHICLE0000000000004,99.86834972508325,[#9] #VEHICLE0000000000005,99.7831642530783,[#9] #VEHICLE0000000000006,96.61581352125765
[#10] #VEHICLE0000000000001,96.33210332103322,[#10] #VEHICLE0000000000002,99.52029520295203,[#10] #VEHICLE0000000000003,99.81549815498155,[#10] #VEHICLE0000000000004,98.19188191881919,[#10] #VEHICLE0000000000005,98.45756457564576,[#10] #VEHICLE0000000000006,96.28044280442805
