[#1] #VEHICLE0000000000001,58.78989995235827,[#1] #VEHICLE0000000000002,54.835636017151025,[#1] #VEHICLE0000000000003,72.48689852310623,[#1] #VEHICLE0000000000004,17.127203430204858,[#1] #VEHICLE0000000000005,34.27822772748928,[#1] #VEHICLE0000000000006,61.21962839447356,[#1] #VEHICLE0000000000007,62.57741781800858,[#1] #VEHICLE0000000000008,57.14626012386851,[#1] #VEHICLE0000000000009,64.67365412101,[#1] #VEHICLE0000000000010,52.16769890424011,[#1] #VEHICLE0000000000011,46.16484040019056,[#1] #VEHICLE0000000000012,57.9561696045736,[#1] #VEHICLE0000000000013,78.13244402096237,[#1] #VEHICLE0000000000014,55.192949023344454,[#1] #VEHICLE0000000000015,71.24821343496903,[#1] #VEHICLE0000000000016,57.50357313006194,[#1] #VEHICLE0000000000017,66.15054787994283,[#1] #VEHICLE0000000000018,58.361124344926154,[#1] #VEHICLE0000000000019,45.831348261076705,[#1] #VEHICLE0000000000020,47.4511672224869,[#1] #VEHICLE0000000000021,47.73701762744164
[#2] #VEHICLE0000000000001,55.932203389830505,[#2] #VEHICLE0000000000002,69.17514124293785,[#2] #VEHICLE0000000000003,59.36723163841808,[#2] #VEHICLE0000000000004,69.92090395480226,[#2] #VEHICLE0000000000005,61.87570621468927,[#2] #VEHICLE0000000000006,51.07344632768361,[#2] #VEHICLE0000000000007,55.54802259887006,[#2] #VEHICLE0000000000008,79.57062146892655,[#2] #VEHICLE0000000000009,75.2316384180791,[#2] #VEHICLE0000000000010,54.35028248587571,[#2] #VEHICLE0000000000011,52.63276836158192,[#2] #VEHICLE0000000000012,58.91525423728814,[#2] #VEHICLE0000000000013,63.77401129943503,[#2] #VEHICLE0000000000014,56.971751412429384,[#2] #VEHICLE0000000000015,74.4406779661017,[#2] #VEHICLE0000000000016,45.5819209039548,[#2] #VEHICLE0000000000017,69.42372881355932,[#2] #VEHICLE0000000000018,65.83050847457626,[#2] #VEHICLE0000000000019,51.954802259887,[#2] #VEHICLE0000000000020,47.41242937853107,[#2] #VEHICLE0000000000021,56.045197740113
[#3] #VEHICLE0000000000001,85.12505484861781,[#3] #VEHICLE0000000000002,48.157086441421676,[#3] #VEHICLE0000000000003,69.13119789381308,[#3] #VEHICLE0000000000004,52.10618692408951,[#3] #VEHICLE0000000000005,58.75383940324704,[#3] #VEHICLE0000000000006,70.2939885914875,[#3] #VEHICLE0000000000007,56.05528740675735,[#3] #VEHICLE0000000000008,67.06888986397543,[#3] #VEHICLE0000000000009,72.88284335234752,[#3] #VEHICLE0000000000010,54.25625274243089,[#3] #VEHICLE0000000000011,64.50197455024134,[#3] #VEHICLE0000000000012,71.36902150065818,[#3] #VEHICLE0000000000013,77.84115840280825,[#3] #VEHICLE0000000000014,24.199210179903467,[#3] #VEHICLE0000000000015,78.56516015796402,[#3] #VEHICLE0000000000016,47.41114523913998,[#3] #VEHICLE0000000000017,68.91180342255375,[#3] #VEHICLE0000000000018,56.99868363317244,[#3] #VEHICLE0000000000019,49.27599824484423,[#3] #VEHICLE0000000000020,54.49758666081615,[#3] #VEHICLE0000000000021,33.8964458095656
[#4] #VEHICLE0000000000001,70.57701478302336,[#4] #VEHICLE0000000000002,48.45016690510253,[#4] #VEHICLE0000000000003,62.78016213638531,[#4] #VEHICLE0000000000004,58.44062947067239,[#4] #VEHICLE0000000000005,72.69909394372914,[#4] #VEHICLE0000000000006,63.519313304721024,[#4] #VEHICLE0000000000007,71.45922746781116,[#4] #VEHICLE0000000000008,60.15736766809729,[#4] #VEHICLE0000000000009,69.09871244635193,[#4] #VEHICLE0000000000010,52.07439198855508,[#4] #VEHICLE0000000000011,73.10443490701002,[#4] #VEHICLE0000000000012,53.00429184549357,[#4] #VEHICLE0000000000013,66.8335717691941,[#4] #VEHICLE0000000000014,55.07868383404863,[#4] #VEHICLE0000000000015,57.224606580829764,[#4] #VEHICLE0000000000016,57.43919885550787,[#4] #VEHICLE0000000000017,51.62136385312351,[#4] #VEHICLE0000000000018,63.78159275154983,[#4] #VEHICLE0000000000019,46.01812112541726,[#4] #VEHICLE0000000000020,65.23605150214593,[#4] #VEHICLE0000000000021,57.129232236528374
[#5] #VEHICLE0000000000001,60.54696256444744,[#5] #VEHICLE0000000000002,58.3277292086976,[#5] #VEHICLE0000000000003,93.23021744003587,[#5] #VEHICLE0000000000004,65.16476126429052,[#5] #VEHICLE0000000000005,66.0390047074647,[#5] #VEHICLE0000000000006,47.63505940372114,[#5] #VEHICLE0000000000007,76.97825599641335,[#5] #VEHICLE0000000000008,55.9739968616902,[#5] #VEHICLE0000000000009,60.23313158484645,[#5] #VEHICLE0000000000010,64.08876933423,[#5] #VEHICLE0000000000011,41.73952028693118,[#5] #VEHICLE0000000000012,49.58529477695584,[#5] #VEHICLE0000000000013,58.75364268101323,[#5] #VEHICLE0000000000014,53.86684599865501,[#5] #VEHICLE0000000000015,47.276395427034295,[#5] #VEHICLE0000000000016,54.13584398117014,[#5] #VEHICLE0000000000017,60.79354404841963,[#5] #VEHICLE0000000000018,62.67652992602556,[#5] #VEHICLE0000000000019,30.75543600089666,[#5] #VEHICLE0000000000020,51.73727863707689,[#5] #VEHICLE0000000000021,47.07464694014794
[#6] #VEHICLE0000000000001,70.00983284169125,[#6] #VEHICLE0000000000002,77.77777777777779,[#6] #VEHICLE0000000000003,74.09046214355949,[#6] #VEHICLE0000000000004,64.94591937069814,[#6] #VEHICLE0000000000005,69.07571288102261,[#6] #VEHICLE0000000000006,54.031465093412,[#6] #VEHICLE0000000000007,53.441494591937065,[#6] #VEHICLE0000000000008,64.45427728613569,[#6] #VEHICLE0000000000009,75.95870206489676,[#6] #VEHICLE0000000000010,63.07767944936087,[#6] #VEHICLE0000000000011,53.76106194690266,[#6] #VEHICLE0000000000012,68.73156342182891,[#6] #VEHICLE0000000000013,56.342182890855455,[#6] #VEHICLE0000000000014,42.23205506391347,[#6] #VEHICLE0000000000015,66.00294985250737,[#6] #VEHICLE0000000000016,61.06194690265486,[#6] #VEHICLE0000000000017,57.42379547689283,[#6] #VEHICLE0000000000018,57.1779744346116,[#6] #VEHICLE0000000000019,35.299901671583086,[#6] #VEHICLE0000000000020,51.720747295968536,[#6] #VEHICLE0000000000021,24.63126843657817
[#7] #VEHICLE0000000000001,61.74142480211082,[#7] #VEHICLE0000000000002,68.9373950587671,[#7] #VEHICLE0000000000003,67.09042935955864,[#7] #VEHICLE0000000000004,55.48093067881986,[#7] #VEHICLE0000000000005,65.48332933557208,[#7] #VEHICLE0000000000006,62.58095466538738,[#7] #VEHICLE0000000000007,52.194770928280164,[#7] #VEHICLE0000000000008,58.71911729431518,[#7] #VEHICLE0000000000009,59.58263372511393,[#7] #VEHICLE0000000000010,63.22859198848645,[#7] #VEHICLE0000000000011,40.705205085152315,[#7] #VEHICLE0000000000012,62.14919644998801,[#7] #VEHICLE0000000000013,57.47181578316143,[#7] #VEHICLE0000000000014,44.87886783401295,[#7] #VEHICLE0000000000015,55.74478292156393,[#7] #VEHICLE0000000000016,52.530582873590795,[#7] #VEHICLE0000000000017,36.17174382345886,[#7] #VEHICLE0000000000018,49.31638282561765,[#7] #VEHICLE0000000000019,55.69680978651955,[#7] #VEHICLE0000000000020,48.54881266490765,[#7] #VEHICLE0000000000021,46.7258335332214
[#8] #VEHICLE0000000000001,58.577020492746946,[#8] #VEHICLE0000000000002,60.60326962928851,[#8] #VEHICLE0000000000003,53.21206539258577,[#8] #VEHICLE0000000000004,49.343771586460974,[#8] #VEHICLE0000000000005,53.879806585309694,[#8] #VEHICLE0000000000006,57.24153810729911,[#8] #VEHICLE0000000000007,46.94911351600276,[#8] #VEHICLE0000000000008,59.93552843656459,[#8] #VEHICLE0000000000009,56.43564356435643,[#8] #VEHICLE0000000000010,64.79392125259038,[#8] #VEHICLE0000000000011,60.234860695371864,[#8] #VEHICLE0000000000012,56.481694681096016,[#8] #VEHICLE0000000000013,57.95533041676261,[#8] #VEHICLE0000000000014,38.42965691918029,[#8] #VEHICLE0000000000015,60.30393737048123,[#8] #VEHICLE0000000000016,67.05042597282984,[#8] #VEHICLE0000000000017,56.412618005986644,[#8] #VEHICLE0000000000018,55.99815795533042,[#8] #VEHICLE0000000000019,38.59083582776882,[#8] #VEHICLE0000000000020,36.31130554915957,[#8] #VEHICLE0000000000021,44.43932765369561
[#9] #VEHICLE0000000000001,58.29405162738496,[#9] #VEHICLE0000000000002,57.21661054994388,[#9] #VEHICLE0000000000003,53.939393939393945,[#9] #VEHICLE0000000000004,72.88439955106621,[#9] #VEHICLE0000000000005,63.0976430976431,[#9] #VEHICLE0000000000006,57.55331088664421,[#9] #VEHICLE0000000000007,66.26262626262627,[#9] #VEHICLE0000000000008,53.490460157126826,[#9] #VEHICLE0000000000009,54.074074074074076,[#9] #VEHICLE0000000000010,55.57800224466891,[#9] #VEHICLE0000000000011,57.82267115600449,[#9] #VEHICLE0000000000012,59.88776655443322,[#9] #VEHICLE0000000000013,65.00561167227833,[#9] #VEHICLE0000000000014,47.205387205387204,[#9] #VEHICLE0000000000015,43.09764309764309,[#9] #VEHICLE0000000000016,37.89001122334456,[#9] #VEHICLE0000000000017,61.90796857463524,[#9] #VEHICLE0000000000018,47.093153759820424,[#9] #VEHICLE0000000000019,34.05162738496072,[#9] #VEHICLE0000000000020,36.20650953984288,[#9] #VEHICLE0000000000021,46.28507295173962
[#10] #VEHICLE0000000000001,59.190556492411474,[#10] #VEHICLE0000000000002,77.76138279932546,[#10] #VEHICLE0000000000003,94.03456998313659,[#10] #VEHICLE0000000000004,84.97048903878583,[#10] #VEHICLE0000000000005,75.04215851602024,[#10] #VEHICLE0000000000006,27.360876897133217,[#10] #VEHICLE0000000000007,60.47639123102867,[#10] #VEHICLE0000000000008,69.7512647554806,[#10] #VEHICLE0000000000009,64.29173693086003,[#10] #VEHICLE0000000000010,60.11804384485666,[#10] #VEHICLE0000000000011,58.157672849915684,[#10] #VEHICLE0000000000012,69.77234401349072,[#10] #VEHICLE0000000000013,56.40809443507588,[#10] #VEHICLE0000000000014,50.86424957841484,[#10] #VEHICLE0000000000015,45.23608768971332,[#10] #VEHICLE0000000000016,46.50084317032041,[#10] #VEHICLE0000000000017,63.7858347386172,[#10] #VEHICLE0000000000018,17.622259696458684,[#10] #VEHICLE0000000000019,38.069139966273184,[#10] #VEHICLE0000000000020,34.232715008431704,[#10] #VEHICLE0000000000021,50.56913996627319
