[#1] #VEHICLE0000000000001,62.57201646090535,[#1] #VEHICLE0000000000002,70.18518518518519,[#1] #VEHICLE0000000000003,91.95473251028807,[#1] #VEHICLE0000000000004,67.13991769547324,[#1] #VEHICLE0000000000005,47.674897119341566,[#1] #VEHICLE0000000000006,58.0246913580247,[#1] #VEHICLE0000000000007,86.1522633744856,[#1] #VEHICLE0000000000008,71.09053497942386,[#1] #VEHICLE0000000000009,94.32098765432099,[#1] #VEHICLE0000000000010,94.67078189300412,[#1] #VEHICLE0000000000011,66.21399176954732,[#1] #VEHICLE0000000000012,51.440329218106996,[#1] #VEHICLE0000000000013,73.10699588477367,[#1] #VEHICLE0000000000014,44.4238683127572,[#1] #VEHICLE0000000000015,65.55555555555556,[#1] #VEHICLE0000000000016,56.275720164609055,[#1] #VEHICLE0000000000017,77.5514403292181
[#2] #VEHICLE0000000000001,58.213316635357955,[#2] #VEHICLE0000000000002,72.88666249217283,[#2] #VEHICLE0000000000003,97.0778543101649,[#2] #VEHICLE0000000000004,74.38948027551659,[#2] #VEHICLE0000000000005,70.82028804007514,[#2] #VEHICLE0000000000006,66.2074723439783,[#2] #VEHICLE0000000000007,73.11625965351702,[#2] #VEHICLE0000000000008,60.34230849509497,[#2] #VEHICLE0000000000009,78.98142350240033,[#2] #VEHICLE0000000000010,61.05197244834064,[#2] #VEHICLE0000000000011,70.92465038614067,[#2] #VEHICLE0000000000012,75.89229805886036,[#2] #VEHICLE0000000000013,90.79524107701941,[#2] #VEHICLE0000000000014,67.43894802755166,[#2] #VEHICLE0000000000015,55.10331872260489,[#2] #VEHICLE0000000000016,66.68753913587977,[#2] #VEHICLE0000000000017,70.92465038614067
[#3] #VEHICLE0000000000001,73.41389728096676,[#3] #VEHICLE0000000000002,79.01309164149043,[#3] #VEHICLE0000000000003,77.84491440080565,[#3] #VEHICLE0000000000004,81.5508559919436,[#3] #VEHICLE0000000000005,78.18731117824773,[#3] #VEHICLE0000000000006,70.11077542799597,[#3] #VEHICLE0000000000007,94.80362537764351,[#3] #VEHICLE0000000000008,98.04632426988923,[#3] #VEHICLE0000000000009,71.41993957703927,[#3] #VEHICLE0000000000010,73.41389728096676,[#3] #VEHICLE0000000000011,75.28700906344412,[#3] #VEHICLE0000000000012,75.28700906344412,[#3] #VEHICLE0000000000013,87.04934541792548,[#3] #VEHICLE0000000000014,75.20644511581067,[#3] #VEHICLE0000000000015,77.80463242698892,[#3] #VEHICLE0000000000016,80.08056394763344,[#3] #VEHICLE0000000000017,59.536757301107755
[#4] #VEHICLE0000000000001,35.44008483563096,[#4] #VEHICLE0000000000002,90.43478260869566,[#4] #VEHICLE0000000000003,56.182396606574756,[#4] #VEHICLE0000000000004,80.89077412513255,[#4] #VEHICLE0000000000005,81.14528101802757,[#4] #VEHICLE0000000000006,69.73488865323436,[#4] #VEHICLE0000000000007,62.799575821845174,[#4] #VEHICLE0000000000008,74.84623541887593,[#4] #VEHICLE0000000000009,84.41145281018028,[#4] #VEHICLE0000000000010,78.68504772004242,[#4] #VEHICLE0000000000011,60.16967126193001,[#4] #VEHICLE0000000000012,53.06468716861082,[#4] #VEHICLE0000000000013,95.41887592788972,[#4] #VEHICLE0000000000014,53.72216330858961,[#4] #VEHICLE0000000000015,68.39872746553553,[#4] #VEHICLE0000000000016,83.60551431601273,[#4] #VEHICLE0000000000017,52.87380699893956
[#5] #VEHICLE0000000000001,61.412051125989045,[#5] #VEHICLE0000000000002,96.16555082166768,[#5] #VEHICLE0000000000003,60.742544126597686,[#5] #VEHICLE0000000000004,92.20937309799147,[#5] #VEHICLE0000000000005,56.72550213024954,[#5] #VEHICLE0000000000006,78.21059038344492,[#5] #VEHICLE0000000000007,75.1470886589572,[#5] #VEHICLE0000000000008,76.66869547575573,[#5] #VEHICLE0000000000009,79.52931629133698,[#5] #VEHICLE0000000000010,76.14120511259891,[#5] #VEHICLE0000000000011,68.41144248326233,[#5] #VEHICLE0000000000012,76.70927165753703,[#5] #VEHICLE0000000000013,80.96977074457293,[#5] #VEHICLE0000000000014,58.32826131061067,[#5] #VEHICLE0000000000015,58.206532765266786,[#5] #VEHICLE0000000000016,82.06532765266789,[#5] #VEHICLE0000000000017,72.97626293365795
[#6] #VEHICLE0000000000001,67.17462932454696,[#6] #VEHICLE0000000000002,69.11037891268533,[#6] #VEHICLE0000000000003,65.42421746293246,[#6] #VEHICLE0000000000004,83.31960461285009,[#6] #VEHICLE0000000000005,74.60873146622735,[#6] #VEHICLE0000000000006,73.49670510708401,[#6] #VEHICLE0000000000007,80.84843492586491,[#6] #VEHICLE0000000000008,59.18451400329489,[#6] #VEHICLE0000000000009,65.95963756177923,[#6] #VEHICLE0000000000010,77.90362438220758,[#6] #VEHICLE0000000000011,65.3830313014827,[#6] #VEHICLE0000000000012,81.71334431630972,[#6] #VEHICLE0000000000013,63.344316309719936,[#6] #VEHICLE0000000000014,66.82454695222405,[#6] #VEHICLE0000000000015,78.08896210873147,[#6] #VEHICLE0000000000016,78.00658978583196,[#6] #VEHICLE0000000000017,72.94069192751236
[#7] #VEHICLE0000000000001,87.46688404320359,[#7] #VEHICLE0000000000002,94.13083350315875,[#7] #VEHICLE0000000000003,75.85082535153862,[#7] #VEHICLE0000000000004,66.68025270022417,[#7] #VEHICLE0000000000005,66.3134297941716,[#7] #VEHICLE0000000000006,77.1550845730589,[#7] #VEHICLE0000000000007,75.89158345221114,[#7] #VEHICLE0000000000008,48.72630935398411,[#7] #VEHICLE0000000000009,71.40819237823517,[#7] #VEHICLE0000000000010,97.16731200326065,[#7] #VEHICLE0000000000011,72.85510495210923,[#7] #VEHICLE0000000000012,55.85897697167312,[#7] #VEHICLE0000000000013,77.9091094355003,[#7] #VEHICLE0000000000014,90.29957203994294,[#7] #VEHICLE0000000000015,66.17077644181781,[#7] #VEHICLE0000000000016,89.1583452211127,[#7] #VEHICLE0000000000017,57.224373344202164
[#8] #VEHICLE0000000000001,60.26735982176012,[#8] #VEHICLE0000000000002,68.99368733754177,[#8] #VEHICLE0000000000003,53.60193093204605,[#8] #VEHICLE0000000000004,65.5588562940958,[#8] #VEHICLE0000000000005,89.6212402525065,[#8] #VEHICLE0000000000006,64.38915707389529,[#8] #VEHICLE0000000000007,88.04307463795024,[#8] #VEHICLE0000000000008,60.3973264017824,[#8] #VEHICLE0000000000009,63.145191236539176,[#8] #VEHICLE0000000000010,73.33828444114371,[#8] #VEHICLE0000000000011,59.30189379873747,[#8] #VEHICLE0000000000012,62.64389157073895,[#8] #VEHICLE0000000000013,66.59858893427403,[#8] #VEHICLE0000000000014,80.11511325659116,[#8] #VEHICLE0000000000015,77.18158187894542,[#8] #VEHICLE0000000000016,69.82918678054216,[#8] #VEHICLE0000000000017,44.522836984775346
[#9] #VEHICLE0000000000001,77.30594509184277,[#9] #VEHICLE0000000000002,93.6796365791033,[#9] #VEHICLE0000000000003,61.40628086114952,[#9] #VEHICLE0000000000004,52.81453683586806,[#9] #VEHICLE0000000000005,81.86845743630259,[#9] #VEHICLE0000000000006,49.417341497136086,[#9] #VEHICLE0000000000007,75.07406675883863,[#9] #VEHICLE0000000000008,85.20639936796366,[#9] #VEHICLE0000000000009,74.42227928105865,[#9] #VEHICLE0000000000010,74.52103495951017,[#9] #VEHICLE0000000000011,69.87951807228916,[#9] #VEHICLE0000000000012,86.5099743235236,[#9] #VEHICLE0000000000013,83.50780169859767,[#9] #VEHICLE0000000000014,40.331819079597075,[#9] #VEHICLE0000000000015,71.73612482717756,[#9] #VEHICLE0000000000016,83.38929488445585,[#9] #VEHICLE0000000000017,77.16768714201066
[#10] #VEHICLE0000000000001,88.64887759423972,[#10] #VEHICLE0000000000002,89.58068614993647,[#10] #VEHICLE0000000000003,97.26810673443455,[#10] #VEHICLE0000000000004,71.98221092757306,[#10] #VEHICLE0000000000005,57.66624311732317,[#10] #VEHICLE0000000000006,47.69165607793308,[#10] #VEHICLE0000000000007,81.1732316814909,[#10] #VEHICLE0000000000008,75.05294366793731,[#10] #VEHICLE0000000000009,87.71706903854299,[#10] #VEHICLE0000000000010,85.15459551037696,[#10] #VEHICLE0000000000011,59.44515036001694,[#10] #VEHICLE0000000000012,66.41253706056756,[#10] #VEHICLE0000000000013,78.8013553578992,[#10] #VEHICLE0000000000014,63.362981787378224,[#10] #VEHICLE0000000000015,68.1702668360864,[#10] #VEHICLE0000000000016,79.3731469716222,[#10] #VEHICLE0000000000017,58.19567979669632
