[#1] #VEHICLE0000000000001,97.54554170661554,[#1] #VEHICLE0000000000002,99.80824544582933,[#1] #VEHICLE0000000000003,99.13071268775967,[#1] #VEHICLE0000000000004,99.84659635666347,[#1] #VEHICLE0000000000005,98.30616810482582
[#2] #VEHICLE0000000000001,99.86587468863767,[#2] #VEHICLE0000000000002,99.90419620616976,[#2] #VEHICLE0000000000003,99.83394009069426,[#2] #VEHICLE0000000000004,99.86587468863767,[#2] #VEHICLE0000000000005,99.05473590087502
[#3] #VEHICLE0000000000001,98.31729314206163,[#3] #VEHICLE0000000000002,96.93723140245748,[#3] #VEHICLE0000000000003,98.38387506809515,[#3] #VEHICLE0000000000004,99.72156649113249,[#3] #VEHICLE0000000000005,99.80630712426608
[#4] #VEHICLE0000000000001,99.85523855479825,[#4] #VEHICLE0000000000002,99.9095240967489,[#4] #VEHICLE0000000000003,99.21587550515713,[#4] #VEHICLE0000000000004,98.91428916098678,[#4] #VEHICLE0000000000005,99.90349236986549
[#5] #VEHICLE0000000000001,99.39769813346055,[#5] #VEHICLE0000000000002,99.80917168584888,[#5] #VEHICLE0000000000003,96.49352972747332,[#5] #VEHICLE0000000000004,94.06643210686386,[#5] #VEHICLE0000000000005,98.73576241874889
[#6] #VEHICLE0000000000001,99.18870576210553,[#6] #VEHICLE0000000000002,95.74549635875815,[#6] #VEHICLE0000000000003,99.58477066564456,[#6] #VEHICLE0000000000004,99.75725054299221,[#6] #VEHICLE0000000000005,99.8402964098633
[#7] #VEHICLE0000000000001,99.87117552334944,[#7] #VEHICLE0000000000002,97.98389694041867,[#7] #VEHICLE0000000000003,99.87761674718196,[#7] #VEHICLE0000000000004,99.84541062801932,[#7] #VEHICLE0000000000005,99.81964573268921
[#8] #VEHICLE0000000000001,99.903031870192,[#8] #VEHICLE0000000000002,99.6315211067296,[#8] #VEHICLE0000000000003,99.7478828624992,[#8] #VEHICLE0000000000004,98.57780076281595,[#8] #VEHICLE0000000000005,99.8448509923072
[#9] #VEHICLE0000000000001,97.99845041322314,[#9] #VEHICLE0000000000002,99.89023760330579,[#9] #VEHICLE0000000000003,99.85795454545455,[#9] #VEHICLE0000000000004,99.27040289256198,[#9] #VEHICLE0000000000005,98.90883264462809
[#10] #VEHICLE0000000000001,96.70464845267384,[#10] #VEHICLE0000000000002,99.90288747895896,[#10] #VEHICLE0000000000003,99.90288747895896,[#10] #VEHICLE0000000000004,96.51042341059174,[#10] #VEHICLE0000000000005,98.97708144503432
[#11] #VEHICLE0000000000001,99.82947009410724,[#11] #VEHICLE0000000000002,98.970504642203,[#11] #VEHICLE0000000000003,99.84841786142866,[#11] #VEHICLE0000000000004,99.82947009410724,[#11] #VEHICLE0000000000005,98.69260405482221
[#12] #VEHICLE0000000000001,99.84630163304516,[#12] #VEHICLE0000000000002,99.65417867435158,[#12] #VEHICLE0000000000003,99.46845981428115,[#12] #VEHICLE0000000000004,99.83989753442202,[#12] #VEHICLE0000000000005,99.5901376881204
[#13] #VEHICLE0000000000001,99.06976744186046,[#13] #VEHICLE0000000000002,98.48837209302326,[#13] #VEHICLE0000000000003,99.86320109439124,[#13] #VEHICLE0000000000004,99.90424076607387,[#13] #VEHICLE0000000000005,99.92476060191518
